player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,team_goals_against,team_ga_per_game,team_defense_score,team_goals_for,team_gf_per_game,team_attack_score,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,nationality,tm_position,tm_photo,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Diego Rodrigues,Braga,MF,20.0,855,0.11,0.21,0.84,0.32,4.211,0.842,1.158,1.579,1.158,0.0,5000000.0,0,0.11,0.21,0.63,0.84,0,1,2,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.87,90.2,62.07,31.71,43.75,55.56,85.71,46.75,50.0,1.97459584295612,0.207852193995381,0.5196304849884527,0.3117782909930716,0.207852193995381,0.9353348729792148,4.053117782909931,0.6235565819861432,1.039260969976905,3.741339491916859,0.1039260969976905,0.4157043879907621,0.7274826789838338,12.055427251732102,0.0,3.0,0.0,0.0,0.0,0.0,20.0,866.0,Portugal,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/984540-1732827172.jpg?lm=1,diego rodrigues,2030-06-30,984540.0,2026-07-08T07:42:03,2025-01-01,
Florian Grillitsch,Braga,MF,29.0,1129,0.08,0.08,0.64,0.16,0.56,1.6,1.04,1.12,2.16,0.08,2500000.0,0,0.08,0.08,0.24,0.64,0,1,1,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.9,88.12,58.46,0.0,40.0,66.67,66.67,59.77,61.67,0.6377325066430469,0.0797165633303808,1.5943312666076177,0.1594331266607617,0.3188662533215234,1.3551815766164748,4.304694419840567,1.753764393268379,1.1160318866253325,4.145261293179805,0.0797165633303808,0.4782993799822852,0.3188662533215234,16.023029229406553,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1129.0,Austria,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/195736-1691269821.jpg?lm=1,florian grillitsch,,,,,
Fode Pascoal,Braga,DF,20.0,11,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.7,91.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,Guinea-Bissau,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,fode pascoal,,,,,
Fran Navarro,Braga,FW,27.0,1277,0.42,0.07,1.27,0.92,0.07,0.141,0.211,1.69,1.268,0.211,4000000.0,0,0.42,0.07,0.21,1.27,0,6,1,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.56,81.03,100.0,0.0,33.33,22.22,24.07,33.67,30.26,0.3474903474903474,0.0694980694980695,0.2084942084942085,0.2084942084942085,0.138996138996139,0.138996138996139,1.667953667953668,0.9034749034749034,0.138996138996139,2.2934362934362933,0.0,0.416988416988417,0.416988416988417,4.795366795366795,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1295.0,Spain,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/284883-1693589967.png?lm=1,fran navarro,2029-06-30,284883.0,2026-07-08T07:42:03,2025-07-01,
Gabri Martínez,Braga,MF,22.0,1323,0.07,0.14,2.04,0.61,2.449,0.68,1.565,1.633,1.769,0.204,7000000.0,0,0.07,0.14,0.42,2.04,0,1,2,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.56,79.31,36.84,2.5,38.03,61.29,47.06,42.71,43.06,0.8138658628485306,0.1356443104747551,0.8138658628485306,0.746043707611153,0.0,0.6782215523737755,5.493594574227581,0.5425772418990203,1.2886209495101737,5.561416729464959,0.0678221552373775,0.9495101733232856,1.8311981914091937,14.039186134137152,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1327.0,Spain,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/906948-1712569048.jpg?lm=1,gabri martinez,2029-06-30,906948.0,2026-07-08T07:42:03,2024-07-01,
Gabriel Moscardo,Braga,"DF,MF",19.0,953,0.0,0.0,0.94,0.19,0.094,0.377,1.321,1.415,0.849,0.0,7000000.0,0,0.0,0.0,0.0,0.94,0,0,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.61,88.15,48.48,0.0,37.5,60.0,65.91,50.68,56.41,0.375,0.09375,2.8125,0.375,0.09375,0.375,4.3125,2.71875,1.40625,3.46875,0.09375,0.1875,0.28125,9.1875,0.0,2.0,0.0,0.0,0.0,0.0,23.0,960.0,Brazil,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/1086636-1724752763.png?lm=1,gabriel moscardo,,,,,
Gustaf Lagerbielke,Braga,DF,25.0,2391,0.08,0.0,0.68,0.15,0.075,0.902,0.489,1.729,0.94,0.038,10000000.0,0,0.08,0.0,0.0,0.68,0,2,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.99,89.79,45.2,0.0,70.0,55.56,72.52,46.72,60.08,0.3011292346298619,0.0,4.215809284818068,0.2258469259723965,0.3387703889585947,0.9786700125470514,3.01129234629862,3.575909661229612,0.5646173149309912,2.1455457967377667,0.0376411543287327,0.1505646173149309,0.2634880803011292,10.765370138017566,0.0,7.0,0.0,0.0,0.0,0.0,28.0,2391.0,Sweden,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/485395-1781507635.jpg?lm=1,gustaf lagerbielke,2030-06-30,485395.0,2026-07-08T07:42:03,2025-07-08,
Ismaël Gharbi,Braga,MF,21.0,68,0.0,0.0,0.0,0.0,1.25,0.0,1.25,5.0,2.5,0.0,5000000.0,0,0.0,0.0,0.0,0.0,0,0,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.3,75.86,50.0,0.0,0.0,0.0,0.0,38.46,38.46,0.0,0.0,0.0,0.0,0.0,0.0,1.3043478260869563,0.0,0.0,6.521739130434782,0.0,0.0,0.0,5.217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,Tunisia,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/810096-1773671302.jpg?lm=1,ismael gharbi,2029-06-30,810096.0,2026-07-08T07:42:03,2024-08-31,
Jean Gorby,Braga,MF,23.0,1712,0.05,0.0,0.68,0.21,0.421,1.053,1.105,0.947,0.737,0.0,9000000.0,0,0.05,0.0,0.0,0.68,0,1,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.72,92.58,51.61,25.0,50.0,69.23,31.82,50.52,47.06,0.3660662405578152,0.052295177222545,0.7844276583381754,0.3660662405578152,0.2091807088901801,0.9413131900058104,4.9157466589192325,0.3660662405578152,0.9413131900058104,2.5624636839047064,0.10459035444509,0.3660662405578152,0.4706565950029052,15.374782103428238,0.0,2.0,0.0,0.0,0.0,0.0,28.0,1721.0,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/631404-1778180026.jpg?lm=1,jean gorby,,,,,
Jonatás Noro,Braga,DF,20.0,6,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1000000.0,0,0.0,0.0,0.0,0.0,0,0,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.2,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,Portugal,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1061378-1732827111.jpg?lm=1,jonatas noro,2027-06-30,1061378.0,2026-07-08T07:42:03,2027-06-30,NEW
João Carvalho,Braga,GK,21.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0,0.0,0.0,0.0,0.0,0,0,0,50.0,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,7.2,50.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,Portugal,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/929868-1732826908.jpg?lm=1,joao carvalho,2028-06-30,929868.0,2026-07-08T07:42:03,2028-06-30,NEW
João Moutinho,Braga,MF,38.0,2182,0.0,0.04,0.95,0.41,0.537,0.992,0.992,1.446,0.661,0.0,500000.0,0,0.0,0.04,0.12,0.95,0,0,1,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.95,92.02,59.3,23.08,46.67,52.0,45.65,43.71,44.13,0.6563354603463993,0.1230628988149498,0.7383773928896992,0.2461257976298997,0.3691886964448496,0.8204193254329991,6.030082041932544,0.8614402917046491,1.0665451230628988,2.994530537830447,0.1230628988149498,0.5742935278030994,0.2871467639015497,20.83865086599818,0.0,4.0,0.0,0.0,0.0,0.0,31.0,2194.0,Portugal,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/29364-1464083394.PNG?lm=1,joao moutinho,2027-06-30,29364.0,2026-07-08T07:42:03,2023-08-25,
João Vasconcelos,Braga,MF,20.0,43,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1500000.0,0,0.0,0.0,0.0,0.0,0,0,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.5,81.82,100.0,0.0,0.0,0.0,0.0,100.0,100.0,2.142857142857143,0.0,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,0.0,0.0,0.0,8.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,Portugal,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/898715-1732826963.jpg?lm=1,joao vasconcelos,,,,,
Leonardo Lelo,Braga,"MF,DF",25.0,1839,0.0,0.2,0.15,0.05,4.363,1.127,0.588,0.637,1.422,0.098,6000000.0,0,0.0,0.2,0.6000000000000001,0.15,0,0,4,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.82,84.36,38.16,28.89,48.39,56.52,33.33,58.18,52.05,1.9034707158351407,0.4392624728850325,1.8546637744034709,0.0488069414316702,0.1464208242950108,0.9273318872017354,4.197396963123644,0.5856832971800434,0.6344902386117137,3.1236442516268985,0.0,0.3904555314533623,0.7321041214750543,13.275488069414315,0.0,3.0,0.0,0.0,0.0,0.0,29.0,1844.0,Portugal,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/669956-1663603059.png?lm=1,leonardo lelo,2029-06-30,669956.0,2026-07-08T07:42:03,2025-07-01,
Luis Pinto,Braga,MF,18.0,214,0.0,0.42,0.42,0.0,0.0,1.25,1.25,3.75,2.083,0.0,,0,0.0,0.42,1.26,0.42,0,0,1,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.63,87.68,33.33,0.0,50.0,60.0,80.0,40.63,45.95,0.8372093023255814,0.0,1.255813953488372,0.0,0.0,1.255813953488372,5.441860465116279,1.6744186046511629,1.255813953488372,5.441860465116279,0.0,1.255813953488372,1.255813953488372,12.13953488372093,0.0,0.0,0.0,0.0,0.0,0.0,3.0,215.0,,,,luis pinto,,,,,
Lukáš Horníček,Braga,GK,23.0,2959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0,0.0,0.0,0.0,0.0,0,0,0,68.6,36.4,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.95,74.93,31.31,0.0,100.0,0.0,91.67,83.33,88.89,0.0,0.0,1.550675675675676,0.0,0.0,0.0,7.266891891891893,0.3344594594594595,0.0,0.152027027027027,0.0,0.0,0.0304054054054054,0.3952702702702703,2.25,12.0,0.4864864864864865,1.3682432432432434,0.4864864864864865,0.0,33.0,2960.0,Czech Republic,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/629773-1732826321.jpg?lm=1,lukas hornicek,2028-06-30,629773.0,2026-07-08T07:42:03,2023-07-01,
Mario Dorgelès,Braga,MF,20.0,996,0.18,0.09,0.99,0.18,3.153,0.901,0.991,0.721,1.351,0.45,10000000.0,0,0.18,0.09,0.27,0.99,0,2,1,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.8,89.08,52.0,34.29,34.62,100.0,60.0,52.24,53.66,1.6071428571428572,0.1785714285714285,0.8035714285714286,0.3571428571428571,0.0,0.7142857142857143,3.035714285714286,0.8035714285714286,0.9821428571428572,3.125,0.0892857142857142,0.4464285714285714,0.8035714285714286,18.392857142857142,0.0,3.0,0.0,0.0,0.0,0.0,20.0,1008.0,Cote d'Ivoire,Right Midfield,https://img.a.transfermarkt.technology/portrait/medium/1045972-1778181083.jpg?lm=1,mario dorgeles,2030-06-30,1045972.0,2026-07-08T07:42:03,2025-07-04,
Pau Victor,Braga,"FW,MF",23.0,2259,0.36,0.16,1.91,0.92,0.757,0.319,0.598,1.235,1.275,0.398,15000000.0,0,0.36,0.16,0.48,1.91,0,9,4,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.92,85.32,55.56,15.0,55.07,57.69,41.18,47.74,46.4,0.7933010136624064,0.2776553547818422,0.872631115028647,0.4759806081974438,0.0793301013662406,0.1983252534156016,3.1732040546496254,0.8329660643455267,0.5949757602468048,3.76817981489643,0.0,0.6743058616130454,1.507271925958572,12.296165711767298,0.0,3.0,0.0,0.0,0.0,0.0,32.0,2269.0,Spain,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/707572-1724052852.jpg?lm=1,pau victor,2030-06-30,707572.0,2026-07-08T07:42:03,2025-07-25,
Paulo Oliveira,Braga,DF,33.0,821,0.0,0.0,0.22,0.0,0.0,1.538,0.549,1.319,0.549,0.0,400000.0,0,0.0,0.0,0.0,0.22,0,0,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.66,91.32,32.08,0.0,0.0,71.43,55.0,46.15,51.52,0.0,0.0,5.824175824175825,0.0,0.5494505494505495,1.7582417582417582,2.967032967032967,2.417582417582418,0.5494505494505495,1.3186813186813189,0.0,0.0,0.0,2.527472527472528,0.0,1.0,0.0,0.0,0.0,0.0,17.0,819.0,Portugal,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/139336-1778180204.jpg?lm=1,paulo oliveira,2026-06-30,139336.0,2026-07-08T07:42:03,2021-07-01,
Ricardo Horta,Braga,"MF,FW",30.0,2142,0.46,0.17,2.56,1.3,5.294,0.42,0.756,1.05,0.714,0.168,9000000.0,0,0.46,0.17,0.51,2.56,0,11,4,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,7.26,88.0,60.71,29.37,39.13,63.33,35.71,45.16,44.2,2.1358771521637974,0.2512796649604467,0.6700791065611913,0.460679385760819,0.0837598883201489,0.4187994416007445,2.596556537924616,0.2093997208003722,0.7957189390414147,2.345276872964169,0.0418799441600744,0.7538389948813402,0.3769194974406701,17.5476966030712,0.0,4.0,0.0,0.0,0.0,0.0,28.0,2149.0,Portugal,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/261927-1702415787.jpg?lm=1,ricardo horta,2028-06-30,261927.0,2026-07-08T07:42:03,2017-07-18,
Rodrigo Silva,Braga,FW,20.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0,0,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,,,,rodrigo silva,,,,,
Rodrigo Zalazar,Braga,"MF,FW",25.0,1940,0.28,0.23,3.15,1.25,3.241,0.231,0.648,0.787,2.269,0.37,30000000.0,0,0.28,0.23,0.6900000000000001,3.15,0,6,5,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,7.32,81.79,54.76,22.86,46.73,63.16,48.0,46.46,46.81,1.7129629629629628,0.3703703703703703,0.5555555555555555,0.8333333333333333,0.0,0.2314814814814814,3.75,1.6666666666666663,0.5555555555555555,5.462962962962963,0.0,0.8333333333333333,2.314814814814815,17.962962962962962,0.0,2.0,0.0,0.0,0.0,0.0,28.0,1944.0,Uruguay,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/606752-1771936397.png?lm=1,rodrigo zalazar,,,,,
Roger Fernandes,Braga,MF,19.0,325,0.28,0.28,3.6,2.22,2.778,0.0,0.833,0.833,0.833,0.556,20000000.0,0,0.28,0.28,0.8400000000000001,3.6,0,1,1,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,7.35,81.94,90.91,0.0,50.0,75.0,80.0,48.15,53.13,0.8256880733944955,0.0,0.5504587155963303,0.5504587155963303,0.0,0.0,3.853211009174312,1.1009174311926606,0.8256880733944955,3.5779816513761467,0.0,1.3761467889908257,1.651376146788991,15.412844036697248,0.0,1.0,0.0,0.0,0.0,0.0,4.0,327.0,Portugal,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/906329-1732826181.jpg?lm=1,roger fernandes,,,,,
Sandro Vidigal,Braga,MF,18.0,54,0.0,0.0,3.33,0.0,1.667,0.0,0.0,3.333,6.667,1.667,3000000.0,0,0.0,0.0,0.0,3.33,0,0,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.63,78.57,100.0,0.0,50.0,0.0,75.0,54.55,60.0,0.0,0.0,5.901639344262295,1.4754098360655736,0.0,0.0,2.950819672131148,4.426229508196721,0.0,8.852459016393443,0.0,0.0,2.950819672131148,5.901639344262295,0.0,0.0,0.0,0.0,0.0,0.0,4.0,61.0,Portugal,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/1006448-1778181244.jpg?lm=1,sandro vidigal,2030-06-30,1006448.0,2026-07-08T07:42:03,2025-07-01,
Sikou Niakaté,Braga,DF,26.0,936,0.0,0.0,1.06,0.1,0.288,0.673,0.481,0.962,0.385,0.096,6000000.0,0,0.0,0.0,0.0,1.06,0,0,0,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.99,90.15,26.98,33.33,100.0,60.0,69.23,60.61,65.88,0.4797441364605543,0.1918976545842217,5.756929637526652,0.1918976545842217,0.4797441364605543,0.6716417910447761,3.3582089552238803,3.4541577825159915,0.5756929637526652,1.9189765458422168,0.0,0.0959488272921108,0.5756929637526652,6.812366737739872,0.0,3.0,0.0,0.0,0.0,0.0,11.0,938.0,Mali,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/413118-1729863558.jpg?lm=1,sikou niakate,2028-06-30,413118.0,2026-07-08T07:42:03,2023-07-01,
Tiago Sá,Braga,GK,30.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0,0.0,0.0,0.0,0.0,0,0,0,33.3,0.0,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.4,91.11,69.23,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,90.0,Portugal,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/286908-1591777631.png?lm=1,tiago sa,2027-06-30,286908.0,2026-07-08T07:42:03,2015-07-01,
Victor Gomez,Braga,"MF,DF",25.0,2476,0.04,0.15,0.58,0.29,2.982,0.909,0.836,0.618,1.345,0.036,10000000.0,0,0.04,0.15,0.4499999999999999,0.58,0,1,4,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,6.78,83.28,29.91,29.11,45.45,56.1,40.0,60.0,55.88,1.1617587736990722,0.254134731746672,1.4885034288019363,0.145219846712384,0.145219846712384,0.8350141185962081,3.957240822912465,0.5082694634933441,0.8350141185962081,2.9407018959257765,0.036304961678096,0.6171843485276322,0.18152480839048,16.228317870108913,0.0,5.0,0.0,0.0,0.0,0.0,32.0,2479.0,Spain,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/495601-1583506246.jpg?lm=1,victor gomez,2028-06-30,495601.0,2026-07-08T07:42:03,2023-07-01,
Vitor Carvalho,Braga,DF,28.0,1056,0.17,0.09,0.94,0.26,0.0,0.513,0.684,1.453,1.026,0.0,4000000.0,0,0.17,0.09,0.27,0.94,0,2,1,,,36,1.0588235294117647,0.6326530612244897,64,1.8823529411764703,0.5967741935483871,7.07,92.17,58.33,0.0,0.0,63.64,63.27,58.97,61.36,0.3386641580432737,0.0846660395108184,4.910630291627469,0.1693320790216368,0.761994355597366,0.5079962370649106,3.2173095014111004,2.624647224835372,0.592662276575729,1.947318908748824,0.2539981185324553,0.0,0.0,3.979303857008466,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1063.0,Brazil,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/553062-1766178064.png?lm=1,vitor carvalho,2028-06-30,553062.0,2026-07-08T07:42:03,2023-07-01,
