player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal,tm_photo
Mert Kömür,Augsburg,"MF,FW",20,1464,0.12,0.25,2.52,0.98,3.681,0.491,0.798,1.595,1.104,0.123,,mert komur,2029-06-30,777005,2026-07-03T17:44:21,2023-07-01,,https://img.a.transfermarkt.technology/portrait/medium/777005-1755201514.jpg?lm=1
Michael Gregoritsch,Augsburg,FW,31,913,0.49,0.2,2.86,0.99,0.594,0.495,0.396,0.495,1.782,0.396,,michael gregoritsch,2027-06-30,120205,2026-07-03T17:44:21,2026-07-01,NEW,https://img.a.transfermarkt.technology/portrait/medium/120205-1773661423.jpg?lm=1
Noahkai Banks,Augsburg,DF,18,1725,0.05,0.05,0.47,0.26,0.208,0.938,1.51,1.51,0.938,0.156,,noahkai banks,2029-06-30,923945,2026-07-03T17:44:21,2024-07-10,,https://img.a.transfermarkt.technology/portrait/medium/923945-1755200998.jpg?lm=1
Phillip Tietz,Augsburg,FW,28,198,0.45,0.0,2.73,1.36,0.0,0.0,0.455,2.727,1.818,2.273,,phillip tietz,,,,,,
Robin Fellhauer,Augsburg,MF,27,2799,0.1,0.06,0.96,0.29,2.958,0.707,1.383,0.804,1.061,0.193,,robin fellhauer,2029-06-30,264960,2026-07-03T17:44:21,2025-07-01,,https://img.a.transfermarkt.technology/portrait/medium/264960-1755201733.jpg?lm=1
Rodrigo Ribeiro,Augsburg,FW,20,636,0.28,0.0,3.68,0.99,0.423,0.563,0.423,1.408,0.423,1.268,,rodrigo ribeiro,2031-06-30,726701,2026-07-03T17:44:21,2026-07-01,NEW,https://img.a.transfermarkt.technology/portrait/medium/726701-1773661292.jpg?lm=1
Samuel Essende,Augsburg,"MF,FW",27,414,0.22,0.0,3.7,0.87,0.652,0.217,0.435,3.696,3.043,1.087,,samuel essende,,,,,,
Tim Schnitzer,Augsburg,MF,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,tim schnitzer,,,,,,
Uchenna Ogundu,Augsburg,FW,19,47,0.0,0.0,5.74,0.0,2.0,0.0,0.0,2.0,2.0,0.0,,uchenna ogundu,2031-06-30,1309324,2026-07-03T17:44:21,2026-02-02,,https://img.a.transfermarkt.technology/portrait/medium/1309324-1773661504.jpg?lm=1
Yannik Keitel,Augsburg,"MF,DF",25,248,0.0,0.0,0.0,0.0,0.0,0.714,1.429,1.071,0.714,0.0,,yannik keitel,2027-06-30,342039,2026-07-03T17:44:21,2026-01-03,,https://img.a.transfermarkt.technology/portrait/medium/342039-1773661370.jpg?lm=1
