norm_key,name,team,n_points,gw,gh,grid
lucas rosa,Lucas Rosa,AFC Ajax,1752,12,8,26 46 65 81 59 52 61 57 26 31 26 17 31 46 43 70 59 44 50 61 48 22 6 9 46 41 19 48 59 30 44 31 13 9 17 9 19 17 7 26 22 22 15 11 9 2 9 0 30 28 7 20 19 7 13 6 11 13 2 6 31 35 37 48 28 35 35 19 24 11 7 7 35 39 78 76 72 61 70 61 33 35 13 2 28 59 70 100 80 54 46 65 43 35 28 17
jinairo johnson,Jinairo Johnson,AFC Ajax,8,12,8,0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 50 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
maarten paes,Maarten Paes,AFC Ajax,396,12,8,0 0 3 0 0 0 0 0 0 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0 28 25 22 2 2 0 0 0 0 0 0 0 100 83 34 14 2 0 0 0 0 0 0 0 95 82 32 11 0 0 0 0 0 0 0 0 22 23 5 3 0 0 0 0 0 0 0 0 5 5 2 0 2 0 0 0 0 0 0 0 2 2 3 0 0 0 0 0 0 0 0 0
miliano jonathans,Miliano Jonathans,FC Utrecht,312,12,8,6 6 11 50 50 72 94 100 94 61 56 39 22 33 22 28 72 33 44 50 50 56 44 17 6 39 22 22 61 22 17 50 56 33 56 11 0 11 6 0 6 17 17 17 17 17 17 28 0 0 6 0 0 6 6 0 6 6 17 0 0 6 0 0 0 0 6 0 6 6 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6
artem stepanov,Artem Stepanov,FC Utrecht,399,12,8,0 0 7 14 7 43 14 29 29 0 14 7 0 7 0 21 21 0 71 29 21 14 21 57 0 0 0 14 29 29 93 79 86 21 71 36 14 0 0 14 29 43 36 29 64 29 57 50 7 14 7 14 7 36 86 64 79 29 71 79 7 7 7 36 43 57 57 100 50 29 79 29 0 14 0 36 57 50 14 14 14 21 50 29 0 0 14 29 57 14 36 64 21 43 14 14
noah ohio,Noah Ohio,FC Utrecht,15,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 50 0 0 0 0 0 0 50 0 0 50 0 0 0 0 0 0 0 0 0 0 50 50 50 0 0 0 0 0 0 0 0 50 50 0 0 0 0 0 0 0 0 0 50 0 50 0 0 50 0 0 0 0 0 0 0 0 0 0 0 50 50 0 0
david min,David Min,FC Utrecht,458,12,8,0 4 0 8 4 17 12 33 17 4 8 25 0 0 4 8 12 8 29 21 38 17 4 8 8 4 8 21 33 21 46 100 33 29 21 4 4 12 8 17 29 38 54 50 71 29 38 25 21 12 4 12 33 38 29 50 46 17 38 38 0 0 4 25 38 29 33 58 25 21 17 8 0 0 0 4 12 25 42 38 58 8 0 8 0 0 0 8 12 25 8 33 17 4 21 0
adrian blake,Adrian Blake,FC Utrecht,520,12,8,0 19 5 24 10 19 10 38 43 29 14 0 5 5 0 0 10 5 10 19 24 14 5 5 0 14 5 5 10 5 5 14 14 5 19 10 0 0 5 10 0 0 10 19 38 33 10 5 5 5 5 14 14 10 14 33 62 62 33 10 5 14 24 57 24 29 33 52 57 43 81 57 5 38 24 67 24 33 43 62 100 95 52 33 14 19 24 52 81 62 57 52 71 86 76 19
angel alarcon,Ángel Alarcón,FC Utrecht,501,12,8,15 4 19 37 44 44 89 100 81 48 33 33 0 7 15 41 41 44 44 37 41 48 56 15 0 7 15 37 37 26 19 59 67 48 44 19 0 4 4 26 30 11 22 33 26 41 37 22 0 0 0 11 7 11 22 11 11 11 15 4 0 0 4 4 4 7 7 11 11 4 22 0 0 0 0 0 4 0 0 7 11 4 4 0 0 0 0 0 0 0 0 11 26 4 22 15
miguel rodriguez,Miguel Rodríguez,FC Utrecht,842,12,8,5 36 39 59 70 45 84 100 77 66 36 20 2 14 16 55 41 39 48 41 64 57 39 16 2 14 27 34 45 20 30 66 57 66 34 18 0 5 7 7 23 18 18 23 23 27 23 11 2 2 5 5 9 11 0 5 20 11 9 7 0 0 2 18 5 5 11 11 11 9 16 11 0 0 0 5 0 0 5 0 2 0 11 7 0 0 0 0 2 5 5 2 0 14 2 2
dani de wit,Dani De Wit,FC Utrecht,1199,12,8,5 18 13 42 61 47 76 76 58 24 21 13 0 5 5 32 71 74 89 92 61 16 8 8 13 13 42 47 55 68 76 100 50 26 21 13 37 21 24 50 26 58 45 24 45 39 68 24 13 32 42 58 45 39 55 66 42 21 47 34 11 11 16 39 58 50 58 42 39 16 11 5 3 3 11 18 42 21 34 50 50 11 8 5 3 11 3 0 21 21 24 21 18 5 13 8
yoann cathline,Yoann Cathline,FC Utrecht,993,12,8,0 3 6 22 8 14 14 33 14 14 8 14 0 3 6 17 22 6 11 28 11 19 17 19 0 0 0 6 3 8 19 36 25 6 17 8 3 6 0 11 19 11 25 22 19 31 22 8 0 6 8 33 14 19 33 50 67 64 25 6 3 11 22 31 42 47 56 61 81 56 100 53 14 6 22 56 61 39 64 64 69 78 69 78 6 25 33 58 83 58 56 97 75 61 67 19
alonzo engwanda,Alonzo Engwanda,FC Utrecht,1621,12,8,29 38 33 58 44 42 58 53 40 27 4 7 20 36 42 84 96 56 78 82 49 13 2 9 38 33 53 100 93 89 100 96 49 13 4 9 18 42 33 76 76 62 73 67 42 9 4 0 18 29 16 89 80 76 76 84 33 9 2 0 9 13 18 84 73 62 91 62 47 7 11 0 9 27 24 44 40 20 33 49 47 7 4 0 0 16 13 13 24 4 29 11 9 9 0 0
emirhan demircan,Emirhan Demircan,FC Utrecht,71,12,8,0 14 0 0 0 0 29 14 0 14 14 0 0 0 0 14 14 0 0 29 14 0 0 0 0 0 0 0 0 0 0 14 14 14 0 0 0 0 29 0 0 0 0 14 14 14 0 0 0 0 0 0 0 0 14 0 0 29 29 0 0 0 0 29 0 0 29 29 14 29 14 0 0 29 14 0 29 43 14 29 100 57 0 0 14 0 0 14 29 0 14 43 43 29 14 14
rafik el arguioui,Rafik El Arguioui,FC Utrecht,2,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
victor jensen,Victor Jensen,FC Utrecht,272,12,8,0 0 11 89 56 44 67 33 56 11 11 11 0 22 0 44 44 56 67 67 78 56 0 0 0 11 11 100 67 67 67 56 56 44 44 11 11 11 11 100 44 33 78 56 56 67 78 22 0 11 11 44 89 33 44 89 67 56 89 11 11 11 0 33 67 11 44 56 56 22 0 22 0 0 0 0 44 11 11 56 33 11 0 0 0 0 0 0 11 0 11 22 0 11 0 0
davy van den berg,Davy van den Berg,FC Utrecht,86,12,8,40 20 20 20 60 20 20 20 20 0 0 0 20 0 0 60 40 20 20 60 20 20 20 20 0 20 20 0 20 0 60 60 0 0 0 0 0 20 20 100 20 40 40 40 20 0 20 0 0 0 0 60 60 40 0 40 20 0 0 0 0 0 20 20 20 40 100 0 20 40 0 0 0 0 0 0 0 0 40 20 40 20 0 0 0 0 0 20 40 20 0 0 0 0 0 0
oualid agougil,Oualid Agougil,FC Utrecht,105,12,8,0 0 0 33 50 0 17 17 17 0 0 0 0 0 0 17 33 0 17 33 50 0 17 0 0 17 33 50 33 67 33 33 33 17 0 0 0 33 17 83 0 50 50 33 17 0 0 0 0 17 0 83 33 33 0 33 17 0 0 0 0 0 0 17 83 83 33 67 17 0 0 0 0 0 0 0 33 50 100 50 33 0 0 0 0 0 0 33 0 0 0 0 33 0 0 0
jaygo van ommeren,Jaygo van Ommeren,FC Utrecht,42,12,8,0 0 20 0 0 0 0 0 0 0 0 0 20 20 0 0 20 0 0 0 0 0 0 0 0 0 0 0 0 0 20 20 20 0 0 0 0 0 20 0 100 0 0 0 20 0 20 0 0 0 0 40 20 0 0 0 40 60 0 0 0 0 20 0 20 20 40 80 60 0 0 0 0 0 0 0 0 0 40 40 20 0 0 0 0 0 20 0 0 0 0 0 20 0 0 0
mike eerdhuijzen,Mike Eerdhuijzen,FC Utrecht,269,12,8,0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 11 11 4 0 4 0 0 4 0 30 7 4 19 15 4 4 0 0 0 7 0 19 11 30 67 41 19 15 4 7 0 0 0 22 15 44 100 85 48 33 19 0 0 0 0 26 19 30 37 30 48 19 4 4 0 0 0 7 7 11 15 11 4 15 4 0 0 0 0
matisse didden,Matisse Didden,FC Utrecht,1312,12,8,10 19 22 27 39 31 21 12 6 3 1 1 15 39 40 58 66 43 37 15 0 4 1 0 39 45 67 100 81 67 36 25 4 0 0 0 28 40 42 91 57 45 39 4 10 0 10 3 33 37 34 82 54 39 27 6 3 3 9 6 13 13 28 37 33 15 18 9 0 0 9 3 1 7 12 21 13 4 7 4 0 0 0 1 0 3 3 3 7 3 6 0 0 0 0 0
emeka adeile,Emeka Adeile,FC Utrecht,35,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 25 25 0 0 0 0 50 25 0 0 0 0 0 25 0 0 0 0 25 0 75 50 25 0 25 0 0 0 0 0 0 25 100 75 50 25 75 75 25 0 0
niklas vesterlund,Niklas Vesterlund,FC Utrecht,627,12,8,36 70 100 94 100 58 79 82 67 58 45 15 52 45 79 88 70 24 42 39 15 9 24 9 61 52 48 39 64 39 36 21 18 9 9 18 30 24 12 18 3 6 6 6 3 9 9 9 0 0 3 6 0 0 6 0 3 3 3 12 0 0 0 0 3 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
neville nwankwo,Neville Nwankwo,FC Utrecht,1192,12,8,13 39 44 69 58 42 47 31 39 8 5 2 18 48 77 100 77 45 60 48 24 6 3 6 34 45 61 89 74 48 37 37 11 0 6 3 56 34 27 47 23 27 15 10 6 5 11 5 21 29 23 45 13 10 3 5 5 2 18 24 3 11 5 21 8 13 3 2 0 0 10 3 3 5 5 3 2 0 3 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0
guus offerhaus,Guus Offerhaus,FC Utrecht,1768,12,8,12 26 15 29 22 22 12 17 17 14 18 6 20 20 23 40 46 37 52 25 23 6 2 8 28 25 45 82 78 62 63 38 28 3 2 0 58 54 51 100 65 74 49 43 18 6 5 3 49 54 37 88 63 69 58 35 22 6 5 15 20 34 31 57 57 51 37 22 26 8 2 3 22 17 20 46 34 22 31 23 15 11 3 11 11 15 8 22 18 6 9 18 9 3 6 2
vasilis barkas,Vasilis Barkas,FC Utrecht,700,12,8,2 1 0 0 0 0 0 0 0 0 0 0 3 3 0 1 0 0 0 0 0 0 0 0 35 27 15 4 1 0 0 0 0 0 0 0 85 64 20 19 1 0 0 0 0 0 0 1 100 85 42 14 0 0 0 0 0 0 0 1 53 48 22 10 0 1 0 0 0 0 0 0 6 11 5 5 2 0 1 0 0 0 0 0 0 4 1 2 0 0 0 0 0 0 0 0
michael brouwer,Michael Brouwer,FC Utrecht,75,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 11 16 11 0 0 5 0 0 0 0 0 32 16 0 0 0 0 0 0 0 0 0 0 100 95 21 16 0 5 0 0 0 0 0 0 16 11 5 0 0 0 0 0 0 0 0 0 5 11 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
troy parrott,Troy Parrott,AZ Alkmaar,971,12,8,0 2 2 7 9 9 5 7 23 11 7 5 2 7 5 27 23 14 14 16 23 11 14 5 5 2 14 30 43 43 32 34 36 23 25 20 14 9 7 25 20 43 59 36 61 48 64 48 18 11 7 18 27 30 57 64 100 52 91 41 0 0 5 9 41 45 23 57 64 61 39 20 0 2 5 9 34 30 14 25 34 27 18 20 0 2 2 5 16 7 25 2 9 23 16 16
ibrahim sadiq,Ibrahim Sadiq,AZ Alkmaar,425,12,8,6 28 28 33 61 28 44 78 100 83 67 22 11 17 6 39 28 17 33 56 39 33 22 28 6 28 22 28 33 44 44 67 44 22 44 39 0 17 11 11 22 22 28 11 22 33 22 28 17 11 0 11 6 17 17 11 33 11 6 33 0 17 0 6 17 28 11 22 44 28 22 22 11 22 6 28 22 22 11 22 22 11 11 11 0 0 0 28 6 22 22 28 56 50 6 0
weslley patati,Weslley Patati,AZ Alkmaar,966,12,8,13 33 18 69 82 54 46 74 92 72 56 15 8 23 23 49 64 46 41 77 100 54 38 41 15 15 10 31 54 38 49 69 100 85 74 38 3 0 18 38 13 33 31 41 51 26 33 21 5 5 13 13 21 13 18 15 51 28 31 10 13 0 0 10 3 10 10 15 18 10 10 13 0 3 0 5 8 0 3 10 5 8 5 3 3 3 0 0 3 3 0 0 5 0 0 0
mexx meerdink,Mexx Meerdink,AZ Alkmaar,407,12,8,0 0 0 6 19 6 31 38 31 12 19 25 0 6 0 6 12 25 19 50 44 12 6 6 12 6 0 19 25 50 50 62 25 75 19 31 19 6 6 0 25 62 25 44 94 44 88 62 0 12 0 6 12 44 56 56 62 56 100 56 6 12 6 19 38 50 56 81 88 44 44 12 0 0 0 0 50 25 31 56 44 25 12 12 6 6 0 12 0 31 19 31 12 19 6 0
jizz hornkamp,Jizz Hornkamp,AZ Alkmaar,586,12,8,0 9 5 9 5 9 18 9 23 23 5 14 0 0 0 5 5 36 55 36 55 23 14 18 0 5 5 18 32 45 86 77 59 45 32 5 14 14 5 27 27 41 82 91 82 41 77 50 27 9 14 59 27 45 100 77 50 18 82 73 5 5 0 32 27 23 45 86 68 45 45 14 0 0 9 18 50 45 23 27 14 14 64 9 0 0 0 14 9 5 23 23 9 0 0 0
isak steiner jensen,Isak Steiner Jensen,AZ Alkmaar,1186,12,8,2 32 15 54 41 22 12 39 41 34 12 15 20 0 7 15 20 22 12 32 17 15 10 15 2 10 5 17 2 12 27 37 34 22 17 2 0 5 5 22 12 7 15 20 7 15 32 12 10 7 12 32 12 20 22 24 41 44 39 12 2 7 17 20 51 37 49 85 76 51 41 24 5 7 10 44 63 41 46 80 90 76 61 63 12 17 20 56 73 73 93 100 93 76 66 49
sem van duijn,Sem van Duijn,AZ Alkmaar,525,12,8,0 14 18 36 36 23 27 50 64 36 50 14 0 9 5 23 23 41 45 59 27 14 27 18 0 18 14 14 14 18 36 27 59 36 23 9 45 23 18 0 9 18 18 18 50 27 59 9 14 32 5 14 14 18 14 23 36 41 73 23 9 36 0 14 14 18 23 36 100 32 23 23 18 23 14 32 41 9 27 32 14 14 14 23 0 0 27 23 23 14 23 32 36 50 36 9
kees smit,Kees Smit,AZ Alkmaar,1560,12,8,0 7 18 22 27 9 29 24 20 20 24 9 7 7 13 33 44 29 42 56 38 24 18 16 2 29 38 67 87 42 64 93 80 44 16 13 11 18 18 53 33 44 62 80 73 47 16 4 2 38 29 71 67 69 78 67 100 60 27 9 2 22 40 56 58 78 71 89 87 60 18 16 11 18 31 67 60 42 49 62 71 27 22 16 13 9 11 22 22 18 24 38 29 16 4 2
ayoub oufkir,Ayoub Oufkir,AZ Alkmaar,586,12,8,20 16 28 44 52 52 64 100 92 64 44 12 4 20 24 36 40 28 28 44 76 56 28 40 8 8 12 16 28 12 32 44 40 48 56 16 0 12 16 16 0 16 8 16 24 24 28 16 0 0 0 8 4 4 4 16 24 16 20 16 12 0 4 16 8 12 16 4 20 16 28 32 0 8 8 32 16 12 8 12 28 40 32 40 8 12 20 20 24 12 28 32 32 36 56 40
ro-zangelo daal,Ro-Zangelo Daal,AZ Alkmaar,744,12,8,0 0 0 2 0 0 0 0 2 0 0 2 0 0 0 0 0 2 2 0 5 2 0 0 0 0 2 5 0 5 0 0 7 2 2 2 0 2 9 0 7 0 5 5 9 2 2 2 0 5 7 9 14 9 11 16 30 9 25 5 9 16 9 23 36 11 7 36 30 59 48 57 25 16 14 48 50 20 20 64 75 52 82 52 32 27 32 61 45 61 68 100 75 64 30 11
peer koopmeiners,Peer Koopmeiners,AZ Alkmaar,1471,12,8,7 2 11 20 18 23 27 41 20 27 14 5 2 23 16 39 32 32 43 68 52 18 7 9 11 34 25 86 89 52 64 84 55 30 18 11 34 50 41 80 48 70 68 68 59 20 14 16 32 34 48 100 59 73 45 66 43 9 18 7 7 18 45 91 70 52 68 82 70 27 7 11 16 11 18 73 52 41 36 43 36 9 18 11 11 9 11 25 23 25 18 25 20 27 11 2
matej sin,Matěj Šín,AZ Alkmaar,340,12,8,0 15 23 46 8 23 0 46 46 62 54 15 0 8 8 38 38 23 31 38 54 31 23 8 23 15 54 15 100 69 62 54 69 38 38 0 8 15 15 46 31 46 85 69 92 54 38 8 8 31 15 15 23 23 38 38 38 31 23 15 0 0 8 54 54 8 69 38 31 23 31 23 0 0 15 31 8 15 15 23 38 23 8 0 0 8 0 38 8 15 8 8 23 0 0 8
wassim bouziane,Wassim Bouziane,AZ Alkmaar,65,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 17 0 17 0 0 0 17 17 0 0 0 83 67 17 17 0 0 0 0 0 17 50 33 17 17 50 33 0 33 33 100 83 83 33 83 67 17 17 0
dave kwakman,Dave Kwakman,AZ Alkmaar,633,12,8,4 7 7 15 19 11 4 7 11 4 0 0 4 15 15 44 19 30 22 30 19 0 4 4 11 15 37 48 52 59 37 41 26 7 4 4 15 37 41 85 48 44 59 22 26 7 4 0 37 67 44 100 89 70 30 37 37 4 0 7 15 26 30 78 67 52 59 33 33 22 11 4 7 19 22 19 44 22 44 37 26 4 4 0 4 11 11 22 19 11 11 19 7 4 0 4
jordy clasie,Jordy Clasie,AZ Alkmaar,693,12,8,0 6 0 9 9 19 9 16 16 0 3 6 3 3 3 25 31 9 38 25 22 12 3 0 6 9 22 88 44 53 50 100 41 19 6 0 12 9 28 56 69 47 62 62 41 6 3 0 9 28 22 59 47 44 62 50 38 19 0 0 0 28 12 53 56 38 59 66 50 22 3 0 6 6 19 34 22 25 16 41 44 19 12 0 6 0 6 6 3 0 6 12 12 0 0 0
kasper boogaard,Kasper Boogaard,AZ Alkmaar,519,12,8,0 12 12 21 17 8 21 21 17 4 0 0 0 8 8 12 33 25 25 42 21 4 4 4 8 12 25 67 79 83 38 79 42 4 0 8 12 4 12 54 58 71 100 71 33 21 4 0 25 17 33 58 42 54 58 50 33 17 4 0 8 8 12 38 83 29 25 46 21 12 4 0 4 8 0 33 33 12 17 29 29 0 8 0 0 0 17 12 12 4 8 25 8 0 8 4
rio robbemond,Rio Robbemond,AZ Alkmaar,49,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 25 25 0 0 0 100 0 0 25 0 0 0 0 0 25 25 25 50 75 25 50 0 25 0 0 0 0 0 50 25 50 25 25 0 0 0 0 25 0 75 25 50 0 25 75 0 0 0 25 0 25 50 25 50 25 50 0 0 0 0
mateo chavez,Mateo Chávez,AZ Alkmaar,724,12,8,0 3 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 5 0 0 0 0 5 0 0 0 10 8 3 0 5 5 5 0 0 3 3 13 13 15 13 21 8 15 8 13 15 13 0 18 23 31 49 38 33 41 41 33 26 26 41 38 36 44 74 46 44 59 44 49 18 21 31 41 72 67 100 97 59 74 79 54 67 21 13
rion ichihara,Rion Ichihara,AZ Alkmaar,75,12,8,14 0 0 29 14 0 29 43 14 0 0 0 14 14 14 57 100 57 14 0 0 0 0 0 14 14 57 0 57 14 71 0 0 29 14 0 29 0 14 71 14 0 29 0 0 29 0 29 29 0 14 14 29 0 14 0 0 0 0 29 0 29 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
seiya maikuma,Seiya Maikuma,AZ Alkmaar,113,12,8,7 14 29 100 36 7 50 43 0 0 14 0 0 14 14 36 14 29 7 21 36 14 14 0 14 14 50 0 7 0 14 21 14 43 21 14 21 7 7 7 0 7 0 0 7 0 0 0 7 0 0 0 0 7 7 0 0 7 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
wouter goes,Wouter Goes,AZ Alkmaar,1755,12,8,21 22 36 42 42 30 38 35 18 10 3 1 33 42 52 72 64 58 66 58 30 2 2 0 30 56 75 100 94 73 91 65 29 7 2 7 39 42 30 47 44 42 38 15 7 0 4 4 20 22 18 35 18 18 17 4 1 1 3 2 3 3 10 12 9 7 3 0 3 1 1 3 2 1 4 6 3 1 1 1 2 0 0 0 0 2 0 0 2 1 1 0 0 1 2 0
alexandre penetra,Alexandre Penetra,AZ Alkmaar,1837,12,8,4 5 9 6 11 7 11 10 4 5 11 1 7 16 7 15 16 11 7 5 1 0 2 0 12 21 26 43 32 15 17 6 5 0 2 2 30 41 32 63 46 48 35 16 5 0 7 10 56 65 62 100 77 73 48 29 10 0 12 5 30 70 67 91 85 72 83 46 11 1 1 4 30 54 52 52 49 37 37 21 5 0 2 2 10 10 7 13 10 18 13 7 9 6 9 2
denso kasius,Denso Kasius,AZ Alkmaar,819,12,8,29 42 58 100 81 73 81 85 87 79 54 15 19 23 38 60 31 4 35 29 44 38 25 38 17 31 19 25 17 15 17 13 25 23 25 52 13 10 2 12 8 4 6 4 10 2 6 8 10 2 6 0 0 0 0 0 2 4 0 0 2 0 2 0 0 0 0 0 0 4 0 2 0 2 0 2 0 0 0 0 2 0 0 4 0 0 0 0 0 0 0 0 2 0 0 0
elijah dijkstra,Elijah Dijkstra,AZ Alkmaar,942,12,8,21 41 43 98 100 57 57 89 66 39 27 9 39 29 21 36 25 34 29 39 52 32 23 16 25 27 27 32 30 25 30 32 23 30 7 18 7 16 12 18 11 4 7 4 16 7 11 2 2 9 5 7 2 2 5 7 4 4 0 2 4 5 9 5 7 5 4 0 9 5 5 0 4 4 2 14 11 0 4 5 12 0 4 4 2 9 9 16 9 5 7 4 2 4 2 0
maxim dekker,Maxim Dekker,AZ Alkmaar,150,12,8,0 0 0 7 7 0 0 0 0 0 0 0 7 0 0 0 0 0 0 7 0 0 0 0 7 0 0 14 21 14 7 7 0 7 14 0 0 7 21 21 21 21 7 0 0 0 0 0 36 21 21 86 29 14 14 7 0 7 7 7 14 50 86 100 21 21 21 21 7 0 0 0 7 7 14 14 7 21 29 14 7 0 7 0 14 0 21 7 14 0 14 0 14 14 21 7
mees de wit,Mees De Wit,AZ Alkmaar,1665,12,8,5 26 15 38 21 20 26 36 16 3 10 7 8 11 15 28 8 15 28 31 21 10 5 3 10 10 15 20 20 10 23 15 28 10 7 7 13 5 2 7 0 5 8 8 5 7 8 8 26 34 10 21 13 13 21 11 11 20 20 11 34 31 39 74 49 56 67 38 39 13 30 28 36 41 59 100 79 77 84 82 56 31 21 25 28 62 67 95 66 72 64 75 59 36 33 16
lewis schouten,Lewis Schouten,AZ Alkmaar,960,12,8,4 4 6 8 6 10 10 6 4 2 2 0 2 2 10 17 23 25 17 27 10 4 2 0 10 12 12 29 21 25 52 27 13 10 15 10 27 23 6 48 42 33 19 13 8 2 2 17 31 31 19 60 40 62 21 13 6 4 4 12 19 19 67 100 69 54 40 19 17 4 0 0 10 13 25 77 63 52 42 19 8 0 0 4 2 15 17 25 33 17 19 12 4 0 2 2
billy van duijl,Billy van Duijl,AZ Alkmaar,471,12,8,0 0 0 0 0 0 0 0 3 0 0 0 0 0 3 7 0 0 0 3 7 0 0 0 3 7 7 28 24 3 0 7 7 0 0 7 10 7 21 17 14 14 21 10 0 0 3 3 55 21 41 69 31 45 10 7 3 10 10 0 21 38 59 79 62 52 62 41 7 3 0 0 17 48 41 76 100 69 38 48 10 3 3 3 3 21 41 45 17 14 21 28 7 3 0 0
rome jayden owusu-oduro,Rome Jayden Owusu-Oduro,AZ Alkmaar,497,12,8,0 2 1 0 0 0 0 0 0 0 0 0 1 10 1 4 0 0 0 0 0 0 0 0 39 38 13 7 1 0 0 0 0 0 0 0 100 81 12 8 1 1 0 0 0 1 1 0 89 68 14 10 0 2 0 0 0 0 0 1 26 29 10 4 0 0 0 0 0 0 0 0 4 1 5 0 1 0 0 0 0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0
jari de busser,Jari De Busser,AZ Alkmaar,699,12,8,0 1 3 2 1 1 0 0 0 0 0 0 8 3 2 5 0 0 0 0 0 0 0 0 40 28 12 7 2 0 0 0 0 0 0 0 92 82 51 29 2 1 0 0 0 0 0 0 100 79 48 15 1 1 0 0 0 0 0 0 33 35 15 3 1 0 0 0 0 0 0 0 6 5 2 3 1 0 0 0 0 0 0 0 3 1 0 1 0 0 0 0 0 0 0 0
jeroen zoet,Jeroen Zoet,AZ Alkmaar,286,12,8,0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 0 0 0 0 0 0 0 0 23 20 2 0 0 0 0 0 0 0 0 0 100 75 18 8 0 0 0 0 0 0 0 0 97 58 20 7 0 0 0 0 0 0 0 0 20 7 2 0 0 0 0 0 0 0 0 0 0 0 3 3 2 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0
hobie verhulst,Hobie Verhulst,AZ Alkmaar,23,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 50 0 0 0 0 0 0 0 0 0 0 50 67 0 0 0 0 0 0 0 0 0 0 33 17 33 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17
dylan vente,Dylan Vente,SC Heerenveen,909,12,8,0 4 4 12 19 12 38 62 31 46 15 23 8 12 0 19 38 38 50 69 65 46 42 8 27 35 0 38 42 62 46 100 81 54 77 50 38 12 8 42 62 46 65 65 73 62 46 65 35 23 12 19 27 54 65 88 81 46 85 65 12 15 8 31 54 58 54 62 77 62 54 31 12 0 4 23 12 50 31 69 42 35 42 27 0 0 4 8 31 12 19 42 27 15 19 0
jermaine rijssel,Jermaine Rijssel,SC Heerenveen,4,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 100 50 0 0 0 0 0 0 0 0 0 0 0 0 0
jacob trenskow,Jacob Trenskow,SC Heerenveen,1307,12,8,4 15 22 59 67 63 74 98 87 85 61 39 7 13 26 35 50 59 41 70 70 76 78 46 22 22 22 52 48 46 46 89 85 89 100 59 7 26 26 33 30 26 59 50 61 65 48 17 0 11 11 22 9 7 28 13 57 63 20 11 2 4 0 2 7 9 17 22 20 13 4 4 0 2 0 2 0 0 4 13 13 7 15 9 0 0 0 0 2 0 0 0 7 7 30 7
