norm_key,name,team,n_points,gw,gh,grid
kodai sano,Kodai Sano,NEC Nijmegen,2246,12,8,7 10 22 31 36 17 36 53 40 19 17 12 12 14 24 45 52 28 53 62 66 28 14 12 17 26 31 71 59 72 88 86 69 34 16 7 36 40 17 76 60 64 74 91 76 48 9 9 24 24 31 66 64 66 88 86 90 57 16 2 21 17 21 60 67 57 90 100 78 53 24 12 24 16 19 66 60 38 47 71 84 48 24 21 3 9 14 31 22 24 24 28 33 29 26 14
isak hansen aaroen,Isak Hansen Aarøen,NEC Nijmegen,26,12,8,0 0 33 33 0 0 33 67 33 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 33 33 0 0 0 0 0 0 0 0 0 33 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 33 33 33 67 0 0 0 0 0 0 0 0 0 0 33 33 0 0 0 0 0 33 0 0 33 100 0 33
basar onal,Başar Önal,NEC Nijmegen,1176,12,8,0 3 0 0 2 0 5 12 2 7 7 10 0 0 0 2 3 0 3 8 3 5 5 5 0 2 3 3 8 0 2 5 3 3 3 5 2 0 2 5 3 2 8 13 8 3 3 2 2 3 5 15 5 7 20 15 27 17 18 25 10 7 0 20 38 15 23 35 40 43 62 58 8 25 22 55 38 28 45 62 90 100 95 52 12 22 22 62 65 43 63 97 78 97 73 25
sami ouaissa,Sami Ouaissa,NEC Nijmegen,1340,12,8,15 11 20 49 57 49 64 88 80 100 49 21 9 11 9 32 44 25 47 55 65 87 61 39 8 19 12 31 31 16 32 48 53 51 69 39 4 8 4 11 7 11 12 8 32 23 36 12 1 4 1 3 4 7 7 3 12 7 7 4 3 0 1 0 1 1 0 4 5 3 1 5 0 0 0 3 0 0 0 4 0 3 3 11 0 0 0 0 4 0 0 0 3 1 5 4
darko nejasmic,Darko Nejašmić,NEC Nijmegen,1767,12,8,6 14 26 30 26 20 50 34 46 12 10 0 2 18 8 56 52 48 76 74 46 18 4 0 10 20 24 64 86 58 84 94 72 30 6 2 40 30 18 100 70 82 52 52 62 30 10 10 42 44 34 96 76 90 74 74 50 20 12 2 28 24 42 62 74 58 62 80 70 14 6 2 6 10 10 66 52 42 48 56 48 18 8 4 12 14 6 32 36 26 30 34 40 16 0 2
willum thor willumsson,Willum Thor Willumsson,NEC Nijmegen,68,12,8,0 0 0 0 0 0 20 20 60 20 40 20 0 0 0 0 0 0 0 60 20 20 0 0 0 0 0 20 20 20 0 40 80 40 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 20 40 20 40 0 40 20 20 0 0 0 0 40 0 20 40 60 40 20 0 0 0 0 0 40 20 20 100 40 0 20 0 0 0 0 20 0 20 0 20 60 20 0 0
vito van crooij,Vito van Crooij,NEC Nijmegen,505,12,8,0 0 12 44 12 0 6 38 19 25 19 12 12 6 0 31 19 12 19 38 31 12 25 12 19 0 19 38 38 50 56 56 38 25 6 19 31 12 25 56 31 38 25 44 50 31 50 31 25 31 19 25 31 56 94 31 69 31 75 25 6 19 6 31 75 50 62 75 62 38 25 25 19 0 0 62 56 50 62 62 100 31 31 25 0 19 25 31 31 50 50 75 69 62 50 12
dirk wanner proper,Dirk Wanner Proper,NEC Nijmegen,633,12,8,0 5 10 19 14 10 19 48 14 24 5 5 0 0 5 57 19 19 57 52 43 10 10 10 29 38 43 67 86 43 62 71 67 38 19 5 29 38 14 62 38 38 48 86 62 14 29 0 24 19 10 62 57 52 62 67 57 48 10 14 5 5 10 52 81 71 81 100 48 38 5 10 14 0 0 43 43 33 52 52 52 24 5 0 5 19 19 33 29 19 33 19 14 24 14 5
sam de laat,Sam de Laat,NEC Nijmegen,7,12,8,0 0 50 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
deveron fonville,Deveron Fonville,NEC Nijmegen,1146,12,8,0 2 2 4 0 0 2 0 0 0 0 0 0 4 0 2 4 0 2 0 0 0 0 0 2 4 4 2 6 0 4 0 2 0 0 0 11 13 13 23 6 11 6 4 0 2 2 2 30 15 17 34 28 21 26 30 21 13 4 2 28 30 57 94 83 51 66 55 45 34 9 4 36 36 60 100 96 66 77 79 89 40 30 15 43 45 70 89 77 81 91 81 77 62 49 13
philippe sandler,Philippe Sandler,NEC Nijmegen,1422,12,8,7 19 11 33 26 30 31 19 20 9 15 0 6 22 48 44 26 35 46 37 28 11 4 4 22 26 54 100 78 63 74 59 33 9 4 11 41 33 43 74 59 69 52 33 19 6 13 9 28 37 30 87 57 65 52 20 13 9 4 15 9 15 28 43 63 50 43 26 19 7 0 7 7 13 22 54 43 26 33 20 13 4 4 0 7 19 11 28 20 19 15 9 19 6 2 0
thomas ouwejan,Thomas Ouwejan,NEC Nijmegen,253,12,8,0 0 0 0 0 0 0 6 0 24 0 6 0 0 0 0 0 6 0 0 6 0 6 0 6 6 0 0 18 6 0 0 0 0 0 0 12 6 0 12 0 12 0 0 0 6 0 6 18 18 0 18 41 12 12 0 6 6 12 0 6 12 29 71 29 35 29 24 18 18 6 0 0 12 35 76 12 41 59 100 29 18 29 6 6 18 12 47 59 35 59 47 59 82 71 18
brayann pereira,Brayann Pereira,NEC Nijmegen,899,12,8,15 41 56 83 78 49 73 78 100 66 39 32 32 37 37 76 66 51 80 85 56 17 29 34 22 46 59 90 80 78 71 37 39 20 17 20 12 15 12 32 10 20 17 24 15 12 5 5 5 5 2 22 5 2 17 10 5 0 2 7 7 2 0 0 5 2 5 0 2 0 0 2 2 0 2 0 2 0 2 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0
bram nuytinck,Bram Nuytinck,NEC Nijmegen,240,12,8,7 7 29 0 7 0 0 14 0 0 0 0 7 0 14 21 29 7 14 0 0 0 0 0 7 0 21 57 100 43 29 29 14 0 0 0 21 21 21 64 43 57 43 36 7 0 7 0 14 7 36 64 86 86 29 0 21 7 7 0 14 21 14 36 71 43 21 7 21 0 0 0 0 21 43 57 50 29 21 0 7 0 21 0 14 0 21 7 21 0 0 0 7 0 0 7
yousri sbai,Yousri Sbai,NEC Nijmegen,6,12,8,0 0 0 0 0 0 0 0 0 0 0 0 100 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 100 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
gonzalo crettaz,Gonzalo Crettaz,NEC Nijmegen,1029,12,8,3 7 2 11 2 0 0 0 0 0 0 0 13 20 11 4 0 0 0 0 0 0 0 0 55 71 56 29 3 2 0 0 0 0 0 0 89 98 84 80 10 1 0 0 0 0 0 0 91 100 73 28 4 0 2 0 0 0 0 0 33 48 38 12 4 0 0 0 0 0 0 0 16 16 13 9 0 0 0 0 0 0 0 0 3 1 4 2 2 0 0 0 0 0 0 0
wout weghorst,Wout Weghorst,FC Twente,832,12,8,0 0 0 13 10 19 29 19 13 10 16 16 0 3 0 10 16 10 32 35 26 39 10 16 6 3 6 10 45 68 39 90 61 45 68 16 19 16 0 13 23 35 71 58 65 58 87 35 29 19 10 32 19 52 65 45 71 58 100 55 3 10 0 16 39 58 45 52 74 48 48 19 3 0 6 32 42 39 16 39 35 23 13 16 0 3 0 19 16 16 16 29 26 23 19 3
marko pjaca,Marko Pjaca,FC Twente,666,12,8,8 8 32 56 52 36 44 88 72 40 44 12 12 12 8 12 24 24 16 64 44 36 36 12 0 4 4 32 16 0 24 28 60 56 24 44 12 8 8 8 4 12 12 16 48 52 20 20 8 8 12 20 8 12 16 12 20 20 24 24 8 12 16 24 20 16 32 32 44 60 64 16 4 8 4 12 40 20 36 52 48 40 52 40 0 0 16 40 44 52 76 100 72 48 20 8
sayfallah ltaief,Sayfallah Ltaief,FC Twente,258,12,8,0 0 0 0 0 6 0 12 12 6 0 0 0 0 0 0 6 12 6 0 6 12 0 0 0 0 0 0 0 0 0 12 12 0 6 0 0 0 0 6 0 0 0 0 6 24 0 0 0 0 6 0 12 6 6 12 12 12 6 6 18 0 12 29 24 18 24 18 29 65 35 29 24 35 24 53 35 35 53 41 47 82 100 24 6 41 6 29 41 24 47 82 71 65 35 0
naci unuvar,Naci Ünüvar,FC Twente,472,12,8,0 0 0 0 10 0 0 10 24 19 5 0 0 5 0 0 0 0 0 10 10 5 10 19 0 0 5 0 10 5 24 19 10 0 5 5 5 0 10 10 10 5 10 14 48 24 14 10 0 5 10 43 33 14 14 33 52 33 24 19 5 14 19 29 71 52 38 81 90 67 19 14 5 14 14 57 67 48 67 90 100 71 43 19 10 29 38 38 48 57 57 86 81 33 24 10
sam lammers,Sam Lammers,FC Twente,741,12,8,0 0 0 0 10 7 14 17 17 17 17 10 7 0 7 3 24 38 38 52 48 17 14 14 10 10 0 14 28 62 48 41 100 76 83 38 14 24 0 17 17 59 34 41 59 48 100 45 14 3 0 14 24 45 62 24 72 55 79 52 0 0 0 10 24 45 62 62 55 28 34 24 0 0 0 14 38 66 48 59 59 28 7 3 0 3 0 7 10 14 21 3 17 14 7 7
lucas vennegoor of hesselink,Lucas Vennegoor of Hesselink,FC Twente,43,12,8,0 0 0 0 0 0 0 0 0 14 29 0 0 0 0 0 0 14 29 0 14 0 0 0 0 0 0 14 0 14 14 0 0 14 86 0 0 0 0 0 0 0 0 0 14 0 57 0 0 0 0 0 0 0 0 0 14 0 100 14 0 0 0 0 0 0 14 14 0 14 0 29 0 0 0 0 14 29 0 0 14 0 0 29 0 0 0 0 0 0 14 0 0 0 0 0
younes taha,Younes Taha,FC Twente,1384,12,8,8 10 12 31 27 18 31 76 100 71 61 33 4 12 24 12 27 20 31 53 76 76 29 31 4 14 8 16 39 43 31 61 78 53 29 39 2 6 4 24 14 31 22 35 61 51 41 12 0 0 4 20 8 35 20 45 67 53 29 12 2 6 4 18 18 22 22 61 53 47 29 35 0 6 12 20 22 18 18 41 65 45 41 49 6 4 2 12 10 16 31 41 55 45 43 18
kristian hlynsson,Kristian Hlynsson,FC Twente,1417,12,8,0 15 20 54 54 61 48 74 63 59 30 15 9 13 24 52 70 61 63 87 89 48 30 20 2 20 33 67 65 33 76 87 100 67 52 24 2 22 22 24 35 35 39 30 59 70 67 17 4 17 4 30 43 22 46 28 39 43 46 20 0 7 15 24 33 22 28 39 17 46 28 13 0 7 7 30 28 20 39 35 50 20 17 7 4 0 2 11 9 7 11 11 13 13 13 7
sondre orjasaeter,Sondre Ørjasæter,FC Twente,1074,12,8,2 0 0 0 2 2 5 16 9 10 14 5 0 0 0 2 2 2 2 9 9 7 9 17 0 3 3 3 3 5 5 9 17 14 16 12 0 2 3 3 7 7 2 9 17 19 24 9 0 3 3 14 10 7 19 17 36 16 31 12 3 5 12 21 29 16 21 31 33 79 81 38 5 5 9 33 34 19 28 57 76 83 100 55 2 16 21 36 38 43 47 71 81 79 47 17
daan rots,Daan Rots,FC Twente,1310,12,8,7 8 20 65 72 65 80 100 99 93 54 17 7 6 7 32 34 34 56 56 75 72 48 30 6 13 14 15 34 15 30 39 56 56 58 31 8 4 3 6 11 18 15 17 15 27 48 23 1 0 1 7 7 17 1 11 10 7 15 10 1 0 0 1 7 1 1 1 13 3 1 3 0 0 0 1 3 0 1 0 3 0 1 1 0 3 0 3 1 0 0 0 3 1 0 1
taylor booth,Taylor Booth,FC Twente,254,12,8,14 7 7 7 29 0 29 29 43 29 21 21 0 7 0 7 29 21 21 0 57 14 14 7 0 0 0 7 7 0 7 36 21 29 21 7 7 7 0 14 14 14 14 36 14 14 29 0 0 7 7 0 0 14 36 0 21 14 14 7 0 0 14 7 21 14 0 7 21 36 21 14 7 7 14 14 14 43 29 36 79 43 14 7 7 14 14 36 36 57 50 100 71 79 43 7
thomas van den belt,Thomas Van den Belt,FC Twente,1426,12,8,4 4 7 16 7 4 16 9 11 2 2 0 0 2 0 18 31 11 18 29 27 7 4 2 2 9 20 47 51 51 42 64 56 31 13 13 22 27 16 36 62 44 58 53 56 36 47 13 13 36 31 60 73 62 51 47 67 82 29 27 24 18 31 62 100 49 78 71 80 80 22 24 9 7 33 69 53 58 53 80 73 16 22 9 9 13 16 58 40 38 27 51 53 31 22 11
arno verschueren,Arno Verschueren,FC Twente,496,12,8,7 0 33 47 33 20 20 53 60 60 40 13 13 7 20 53 60 40 27 67 67 53 33 40 13 20 33 47 100 13 53 53 53 60 27 13 13 13 47 60 20 20 33 27 33 60 73 13 7 47 33 27 47 40 20 27 33 53 67 47 7 13 33 13 47 60 53 27 60 33 47 13 13 13 40 47 53 33 27 40 80 47 13 27 0 0 13 33 0 13 13 20 40 47 53 20
mathias kjolo,Mathias Kjølø,FC Twente,382,12,8,8 15 8 31 0 23 15 31 54 46 23 0 8 0 15 46 31 62 31 69 46 23 15 8 8 23 15 38 62 62 100 100 77 31 31 15 31 46 15 100 62 31 54 54 31 15 0 0 46 46 8 69 38 23 54 69 62 8 8 8 8 31 8 38 31 15 77 38 38 15 0 0 8 8 0 15 46 15 46 46 77 31 8 0 0 0 15 23 15 0 46 62 62 38 15 15
daouda weidmann,Daouda Weidmann,FC Twente,418,12,8,0 5 5 5 15 5 0 5 0 0 0 5 0 0 0 5 0 5 5 0 0 5 5 0 5 5 5 10 20 5 30 20 10 0 5 0 5 10 5 20 5 20 30 20 30 25 10 5 15 25 25 65 20 40 35 40 25 35 15 10 0 20 10 55 60 50 95 45 55 45 10 15 0 25 30 25 50 35 60 65 70 25 20 20 15 30 25 35 50 45 65 100 75 25 10 10
ruud nijstad,Ruud Nijstad,FC Twente,1069,12,8,0 0 2 2 2 0 0 0 0 0 0 2 0 2 0 2 4 2 2 0 0 0 0 0 4 4 4 11 4 2 4 2 4 0 2 0 22 27 18 35 16 20 13 13 5 2 2 2 49 55 33 71 47 33 42 24 18 2 7 16 31 44 69 98 91 89 100 55 18 5 0 0 22 55 69 89 76 71 69 36 16 2 0 2 13 38 31 29 22 13 35 15 5 2 7 0
bart van rooij,Bart van Rooij,FC Twente,1890,12,8,32 73 82 100 99 69 91 88 86 69 42 19 47 53 66 94 94 79 88 90 77 51 40 27 45 31 45 64 53 49 48 47 52 36 42 22 19 31 12 19 8 19 9 18 23 16 9 5 5 12 3 4 5 4 3 1 5 4 3 3 1 1 3 1 0 0 1 3 4 1 0 1 3 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
stav lemkin,Stav Lemkin,FC Twente,1389,12,8,5 21 30 27 21 22 25 14 10 0 1 0 26 51 40 60 67 41 44 30 19 5 0 0 38 60 67 100 92 70 77 55 26 8 1 1 41 38 38 73 62 55 47 25 19 3 5 3 23 23 27 29 34 27 21 11 8 1 10 7 4 11 8 18 14 14 8 4 1 1 0 1 1 0 7 7 4 4 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 3 0 0
robin propper,Robin Pröpper,FC Twente,1480,12,8,5 9 18 4 7 5 9 5 5 4 2 2 7 5 12 18 19 7 12 12 0 0 0 0 12 26 21 46 42 21 28 19 7 5 4 4 33 44 26 58 42 44 42 19 18 0 5 7 77 54 44 91 58 82 56 23 23 9 18 18 30 51 60 100 98 68 86 53 25 4 5 5 40 44 47 58 56 56 81 42 21 7 4 2 14 26 42 44 35 23 23 21 16 4 4 11
guilherme peixoto,Guilherme Peixoto,FC Twente,9,12,8,0 0 0 50 0 0 100 50 50 0 0 0 50 50 0 0 0 0 0 0 50 0 0 0 0 0 0 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
aske adelgaard,Aske Adelgaard,FC Twente,1094,12,8,2 16 33 40 51 27 36 13 16 16 20 9 16 18 18 29 18 13 18 20 18 0 0 0 24 9 9 11 24 16 22 7 7 9 2 2 11 22 9 9 9 9 11 7 13 2 0 2 42 27 11 20 7 22 33 22 20 4 0 7 36 31 27 38 27 27 20 18 31 16 9 18 33 29 42 56 47 47 42 49 53 38 29 24 24 38 62 91 73 53 89 100 78 64 47 20
max bruns,Max Bruns,FC Twente,672,12,8,16 19 45 61 32 26 45 52 35 23 16 6 19 26 45 87 52 42 71 97 23 6 10 3 29 35 58 100 97 61 77 58 19 6 0 3 39 48 32 84 68 58 45 32 16 0 10 3 16 13 23 52 19 6 10 23 10 0 16 0 0 0 13 42 13 3 0 10 3 6 0 3 0 6 3 6 13 3 0 3 0 0 0 0 0 6 0 0 0 3 3 0 0 0 0 0
remko pasveer,Remko Pasveer,FC Twente,497,12,8,0 1 1 1 1 0 0 0 0 0 0 0 7 3 5 1 3 0 0 0 0 0 0 0 34 38 29 14 1 0 0 0 0 0 0 0 100 82 51 36 0 0 0 0 0 0 0 0 86 63 33 23 0 1 0 0 0 0 0 0 16 18 10 3 1 0 0 0 0 0 0 0 3 3 0 4 0 0 0 0 0 0 0 0 0 4 1 1 0 0 0 0 0 0 0 0
lars unnerstall,Lars Unnerstall,FC Twente,648,12,8,0 1 0 0 1 0 0 0 0 0 0 0 6 9 6 4 1 0 0 0 0 0 0 0 39 42 18 10 1 0 0 0 0 0 0 0 92 90 57 21 2 0 0 0 0 0 0 0 100 87 28 11 4 1 0 0 0 0 0 0 30 26 9 3 0 0 1 0 0 0 0 0 11 8 3 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0
mika godts,Mika Godts,AFC Ajax,1612,12,8,2 0 0 5 8 8 3 10 24 16 2 2 0 3 0 10 8 3 6 10 29 24 10 0 0 3 2 6 5 8 15 24 34 23 18 8 0 5 5 11 6 3 15 27 35 44 19 3 0 5 15 16 15 21 23 23 55 53 37 11 2 16 16 40 55 27 44 61 74 66 85 48 5 13 24 61 55 48 44 98 76 94 73 35 8 34 29 66 81 60 73 100 95 63 45 11
kasper dolberg,Kasper Dolberg,AFC Ajax,455,12,8,0 0 0 0 16 11 32 21 11 0 16 26 0 0 5 21 47 37 16 58 58 47 11 11 0 0 5 26 42 21 79 100 74 42 32 26 21 11 0 21 21 58 63 16 58 63 58 42 5 11 11 11 26 89 84 42 58 21 68 37 0 0 0 5 32 47 47 21 37 32 21 37 0 0 0 5 21 53 42 42 11 16 11 5 0 0 5 5 11 32 21 5 26 5 16 0
steven berghuis,Steven Berghuis,AFC Ajax,903,12,8,3 16 21 45 45 39 76 95 100 89 34 29 11 16 16 37 50 50 53 84 89 55 24 13 11 5 34 29 61 42 82 66 45 82 34 3 0 3 5 29 37 37 34 39 24 34 39 5 3 0 11 16 21 24 26 29 29 21 11 11 5 0 0 11 8 21 13 13 21 13 11 21 0 0 0 8 11 0 13 18 21 8 18 8 0 0 0 0 0 3 3 11 16 8 13 13
oliver valaker edvardsen,Oliver Valaker Edvardsen,AFC Ajax,414,12,8,0 3 12 42 39 55 39 85 100 58 27 18 6 6 15 36 21 18 27 48 42 30 30 15 15 9 3 33 18 21 9 18 12 21 9 6 3 6 0 9 3 9 15 9 9 9 18 9 9 3 6 0 6 9 3 9 6 0 6 0 3 0 3 3 0 9 6 6 6 9 3 6 0 0 0 9 3 3 3 3 6 3 6 3 0 3 0 3 3 6 0 0 9 18 3 6
don-angelo konadu,Don-Angelo Konadu,AFC Ajax,92,12,8,0 0 0 0 50 0 25 0 25 0 0 0 0 0 0 0 0 25 0 50 25 0 0 0 0 0 0 0 0 100 75 25 50 25 25 0 25 25 25 0 25 50 25 0 25 100 75 50 25 0 0 0 50 75 75 75 100 0 75 25 25 0 0 25 50 25 75 25 100 0 50 0 0 0 0 25 0 50 75 75 0 75 75 0 0 0 0 50 0 0 25 25 0 0 0 25
amourricho van axel-dongen,Amourricho van Axel-Dongen,AFC Ajax,84,12,8,25 25 0 0 50 0 0 0 0 50 0 0 0 50 0 0 50 0 0 0 25 25 25 0 25 0 50 0 0 0 0 75 25 0 0 0 0 0 0 0 0 25 25 25 25 25 50 50 25 0 0 25 0 25 50 75 25 25 50 0 0 0 25 0 50 25 25 75 50 100 50 50 0 25 25 0 75 0 100 50 25 25 0 0 0 0 0 100 25 0 25 0 50 50 50 0
pharrel nash,Pharrel Nash,AFC Ajax,4,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 100 0 0 0 0 0 0
rayane bounida,Rayane Bounida,AFC Ajax,694,12,8,0 7 30 56 56 37 33 100 93 70 41 19 11 30 22 37 26 48 44 100 74 56 48 11 0 22 15 37 74 33 70 81 74 70 70 44 15 22 11 19 15 30 37 56 52 26 33 22 0 22 0 4 22 19 26 33 33 22 22 4 0 15 4 0 7 33 19 19 19 30 30 15 7 15 4 7 7 7 15 11 11 15 11 0 0 0 4 11 7 4 7 7 11 19 7 7
oscar gloukh,Oscar Gloukh,AFC Ajax,1101,12,8,2 5 18 18 15 5 10 18 12 20 5 10 5 8 18 28 38 28 35 38 68 18 15 5 0 2 18 30 57 40 30 90 55 45 18 8 0 10 0 35 45 28 35 45 32 30 25 2 0 0 5 25 40 32 38 35 62 57 40 20 5 2 15 57 42 25 62 95 100 62 52 15 10 10 12 28 50 28 65 92 100 68 35 5 0 10 5 15 30 20 18 42 50 30 20 2
jorthy mokio,Jorthy Mokio,AFC Ajax,1077,12,8,5 5 3 22 16 14 14 22 35 16 3 0 11 11 19 46 24 22 22 41 30 5 0 0 22 3 32 46 54 38 32 51 22 8 3 0 22 27 30 70 51 54 43 59 35 16 11 14 27 30 27 54 57 68 73 78 57 11 16 5 19 5 57 70 81 68 100 49 27 22 8 8 22 14 32 78 62 35 54 54 32 5 8 5 14 30 51 38 43 35 32 41 32 22 22 5
maher carrizo,Maher Carrizo,AFC Ajax,39,12,8,0 0 50 0 0 50 0 75 0 100 0 50 25 25 0 0 25 25 0 0 75 25 100 25 0 0 0 0 0 0 0 0 25 25 0 0 25 25 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 25 25 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 25
davy klaassen,Davy Klaassen,AFC Ajax,1012,12,8,14 7 4 43 36 29 18 39 57 14 25 11 4 7 32 54 50 61 50 64 54 29 7 11 11 32 43 79 86 68 57 100 75 18 32 11 32 32 39 46 64 50 54 57 64 25 57 18 7 39 39 68 54 79 71 54 64 29 46 18 25 29 32 64 64 54 54 96 57 25 29 14 4 21 7 54 71 25 32 71 43 32 4 11 11 11 14 29 7 21 18 57 39 39 4 11
kian fitz-jim,Kian Fitz-Jim,AFC Ajax,495,12,8,0 5 11 42 5 5 5 0 42 5 5 0 0 11 16 21 37 32 42 53 16 16 0 0 0 32 16 32 100 42 74 84 37 11 5 16 5 32 42 53 58 63 47 42 42 16 47 5 0 11 26 79 68 53 26 37 53 0 0 11 16 16 11 79 47 21 100 84 53 21 21 16 11 16 0 42 32 32 42 37 42 5 21 11 5 0 16 16 11 11 32 47 37 16 5 5
sean steur,Sean Steur,AFC Ajax,753,12,8,3 3 0 13 0 6 6 19 10 10 3 0 6 3 6 16 16 19 19 32 26 10 3 0 0 10 6 19 42 26 55 42 39 23 10 0 0 16 13 32 26 42 45 52 45 13 13 10 6 13 19 48 39 39 71 68 68 29 19 3 13 23 45 42 81 55 100 77 65 29 6 3 10 29 13 74 58 55 61 42 52 13 10 3 6 16 32 39 32 19 32 23 23 6 6 3
youri regeer,Youri Regeer,AFC Ajax,1321,12,8,13 15 15 62 69 36 44 62 49 41 15 5 5 41 54 56 62 46 56 59 67 13 23 13 31 56 54 85 74 72 100 87 67 15 18 10 44 51 54 100 46 62 51 67 36 21 21 8 28 62 46 67 59 56 41 36 28 13 3 3 13 13 44 69 56 49 51 51 33 18 3 10 3 10 15 36 31 26 28 51 26 10 5 0 8 15 8 21 13 23 13 21 13 5 8 0
josip sutalo,Josip Šutalo,AFC Ajax,1427,12,8,13 12 20 29 24 18 24 28 11 1 0 0 28 45 38 51 47 46 61 42 5 0 1 0 25 54 78 100 100 92 76 42 7 3 0 3 37 30 50 84 34 46 46 25 5 0 1 7 25 16 29 39 36 36 24 12 3 1 5 3 4 9 16 24 20 17 7 8 0 0 0 4 7 3 4 5 9 5 7 3 1 0 0 1 3 3 0 3 0 0 1 0 0 0 0 0
ko itakura,Ko Itakura,AFC Ajax,1095,12,8,2 14 26 14 21 14 12 19 2 0 2 2 30 47 63 74 53 40 37 16 16 12 0 0 42 63 84 98 100 77 84 49 30 2 0 2 37 65 42 77 56 65 49 42 16 5 12 2 63 42 33 91 47 40 67 14 21 7 19 9 21 40 49 51 49 26 37 12 7 2 0 2 14 5 26 35 14 19 9 9 5 2 0 2 5 7 12 7 5 5 2 0 0 0 5 0
ahmetcan kaplan,Ahmetcan Kaplan,AFC Ajax,1602,12,8,5 2 6 10 6 8 3 8 2 6 0 0 5 13 19 19 16 17 13 5 0 2 0 2 5 14 22 38 54 30 24 16 11 5 3 0 22 32 19 75 52 41 21 24 17 0 6 8 65 51 48 86 60 75 49 30 19 6 17 16 16 29 51 100 76 59 51 38 17 6 11 0 17 29 44 84 71 51 56 54 25 32 13 10 3 13 29 41 51 33 56 65 35 19 29 3
youri baas,Youri Baas,AFC Ajax,2006,12,8,5 2 3 3 3 1 0 1 0 0 0 1 3 2 5 7 3 1 0 1 4 0 0 0 5 11 10 12 18 8 16 11 2 0 1 1 25 20 29 46 32 42 30 14 9 1 7 11 51 45 35 92 67 65 55 32 20 4 9 9 33 65 85 100 70 66 78 48 24 2 1 1 30 70 65 65 54 46 70 55 23 2 1 1 27 41 36 35 16 20 29 27 15 8 0 1
anton gaaei,Anton Gaaei,AFC Ajax,1176,12,8,22 43 72 91 77 57 75 81 100 78 42 14 26 30 46 62 57 42 35 42 42 43 36 41 22 25 28 20 33 25 25 41 30 23 23 26 19 10 6 4 9 6 0 1 9 7 3 7 6 6 4 3 3 1 0 6 3 4 0 3 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
aaron bouwman,Aaron Bouwman,AFC Ajax,485,12,8,3 6 3 21 3 15 6 3 3 0 0 0 12 50 53 56 29 35 32 41 9 0 0 0 24 62 56 100 76 71 74 32 3 0 0 0 41 35 41 56 41 56 32 9 3 6 6 9 21 15 3 35 21 15 26 3 0 0 0 3 0 3 9 6 3 9 3 0 0 0 0 0 12 9 3 6 3 0 0 0 0 0 0 0 0 0 3 0 3 3 0 0 0 0 0 0
owen wijndal,Owen Wijndal,AFC Ajax,891,12,8,0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 2 6 2 0 0 0 2 0 0 0 2 6 4 0 4 0 4 0 0 0 0 0 19 17 6 2 2 2 8 10 6 4 8 8 15 31 27 29 40 27 31 23 21 17 17 29 21 25 44 88 63 58 69 63 75 29 13 29 33 52 52 100 83 60 75 62 69 63 38 12
