detected_at,team,previous_manager,detected_manager,change_type,accepted,source
2026-09-13 10:01,Alverca,Custódio Castro,Sérgio Ferreira,season,1,Wikipedia 2025-26 Primeira Liga → 2026-27 Primeira Liga
2026-09-13 10:01,Benfica,José Mourinho,Marco Silva,season,1,Wikipedia 2025-26 Primeira Liga → 2026-27 Primeira Liga
2026-09-13 10:01,Casa Pia,Álvaro Pacheco,Filipe Coelho,season,1,Wikipedia 2025-26 Primeira Liga → 2026-27 Primeira Liga
2026-09-13 10:01,Estoril,Ian Cathro,Vasco Matos,season,1,Wikipedia 2025-26 Primeira Liga → 2026-27 Primeira Liga
2026-09-13 10:01,Estrela,Cristiano Bacci,Pepa,season,1,Wikipedia 2025-26 Primeira Liga → 2026-27 Primeira Liga
2026-09-13 10:01,Famalicão,Hugo Oliveira,Carlos Carvalhal,season,1,Wikipedia 2025-26 Primeira Liga → 2026-27 Primeira Liga
2026-09-13 10:01,Gil Vicente FC,César Peixoto,Luís Pinto,season,1,Wikipedia 2025-26 Primeira Liga → 2026-27 Primeira Liga
2026-09-13 10:01,Nacional,Tiago Margarido,Alexandre Santos,season,1,Wikipedia 2025-26 Primeira Liga → 2026-27 Primeira Liga
2026-09-13 10:01,Vit. Guimarães,Gil Lameiras,Tiago Margarido,season,1,Wikipedia 2025-26 Primeira Liga → 2026-27 Primeira Liga
