squad,gw,date,home_away,opponent,gf,ga,score,result
Strasbourg,8,2025-10-17,A,PSG,3,3,3:3,D
Strasbourg,9,2025-10-26,A,Lyon,1,2,1:2,L
Strasbourg,10,2025-10-29,H,Auxerre,3,0,3:0,W
Strasbourg,11,2025-11-02,A,Rennes,1,4,1:4,L
Strasbourg,12,2025-11-09,H,Lille,2,0,2:0,W
Strasbourg,13,2025-11-22,A,Lens,0,1,0:1,L
Strasbourg,14,2025-11-30,H,Brest,1,2,1:2,L
Strasbourg,15,2025-12-06,A,Toulouse,0,1,0:1,L
Strasbourg,16,2025-12-14,H,Lorient,0,0,0:0,D
Strasbourg,17,2026-01-03,A,Nice,1,1,1:1,D
Strasbourg,18,2026-01-18,H,Metz,2,1,2:1,W
Strasbourg,19,2026-01-25,A,Lille,4,1,4:1,W
Strasbourg,20,2026-02-01,H,PSG,1,2,1:2,L
Strasbourg,21,2026-02-08,A,Le Havre,1,2,1:2,L
Strasbourg,22,2026-02-14,A,Marseille,2,2,2:2,D
Strasbourg,23,2026-02-22,H,Lyon,3,1,3:1,W
Strasbourg,24,2026-02-27,H,Lens,1,1,1:1,D
Strasbourg,25,2026-03-07,A,Auxerre,0,0,0:0,D
Strasbourg,26,2026-03-15,H,Paris FC,0,0,0:0,D
Strasbourg,27,2026-03-22,A,Nantes,3,2,3:2,W
Strasbourg,28,2026-04-04,H,Nice,3,1,3:1,W
Strasbourg,29,2026-05-13,A,Brest,2,1,2:1,W
Strasbourg,30,2026-04-19,H,Rennes,0,3,0:3,L
Strasbourg,31,2026-04-26,A,Lorient,3,2,3:2,W
Strasbourg,32,2026-05-03,H,Toulouse,1,2,1:2,L
Strasbourg,33,2026-05-10,A,Angers,1,1,1:1,D
Strasbourg,34,2026-05-17,H,Monaco,5,4,5:4,W
Toulouse,1,2025-08-16,A,Nice,1,0,1:0,W
Toulouse,2,2025-08-24,H,Brest,2,0,2:0,W
Toulouse,3,2025-08-30,H,PSG,3,6,3:6,L
Toulouse,4,2025-09-14,A,Lille,1,2,1:2,L
Toulouse,5,2025-09-21,A,Auxerre,0,1,0:1,L
Toulouse,6,2025-09-27,H,Nantes,2,2,2:2,D
Toulouse,7,2025-10-05,A,Lyon,2,1,2:1,W
Toulouse,8,2025-10-19,H,Metz,4,0,4:0,W
Toulouse,9,2025-10-25,A,Monaco,0,1,0:1,L
Toulouse,10,2025-10-29,H,Rennes,2,2,2:2,D
Toulouse,11,2025-11-02,H,Le Havre,0,0,0:0,D
Toulouse,12,2025-11-09,A,Lorient,1,1,1:1,D
Toulouse,13,2025-11-23,H,Angers,0,1,0:1,L
Toulouse,14,2025-11-29,A,Marseille,2,2,2:2,D
Toulouse,15,2025-12-06,H,Strasbourg,1,0,1:0,W
Toulouse,16,2025-12-13,A,Paris FC,3,0,3:0,W
Toulouse,17,2026-01-02,H,Lens,0,3,0:3,L
Toulouse,18,2026-01-17,H,Nice,5,1,5:1,W
Toulouse,19,2026-01-25,A,Brest,2,0,2:0,W
Toulouse,20,2026-02-01,H,Auxerre,0,0,0:0,D
Toulouse,21,2026-02-08,A,Angers,0,1,0:1,L
Toulouse,22,2026-02-15,A,Le Havre,1,2,1:2,L
Toulouse,23,2026-02-21,H,Paris FC,1,1,1:1,D
Toulouse,24,2026-02-28,A,Rennes,0,1,0:1,L
Toulouse,25,2026-03-07,H,Marseille,0,1,0:1,L
Toulouse,26,2026-03-15,A,Metz,4,3,4:3,W
Toulouse,27,2026-03-21,H,Lorient,1,0,1:0,W
Toulouse,28,2026-04-03,A,PSG,1,3,1:3,L
Toulouse,29,2026-04-12,H,Lille,0,4,0:4,L
Toulouse,30,2026-04-17,A,Lens,2,3,2:3,L
Toulouse,31,2026-04-25,H,Monaco,2,2,2:2,D
Toulouse,32,2026-05-03,A,Strasbourg,2,1,2:1,W
Toulouse,33,2026-05-10,H,Lyon,2,1,2:1,W
Toulouse,34,2026-05-17,A,Nantes,0,0,0:0,D
