detected_at,squad,player,norm_key,tm_id,joined_date,contract_until,contract_signal,tm_photo,source
2026-07-06T09:12:02,Angers,Anthony Lopes,anthony lopes,60561,2026-07-01,2028-06-30,NEW,https://img.a.transfermarkt.technology/portrait/medium/60561-1640775949.jpg?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Melvin Zinga,melvin zinga,548347,2022-07-01,2026-06-30,,https://img.a.transfermarkt.technology/portrait/medium/548347-1750955335.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Oumar Pona,oumar pona,1073176,2025-07-01,2027-06-30,,https://img.a.transfermarkt.technology/portrait/medium/1073176-1750955375.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Ousmane Camara,ousmane camara,804711,2022-08-16,2029-06-30,,https://img.a.transfermarkt.technology/portrait/medium/804711-1672669470.jpg?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Emmanuel Biumla,emmanuel biumla,1071956,2024-07-31,2028-06-30,,https://img.a.transfermarkt.technology/portrait/medium/1071956-1750955479.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Jordan Lefort,jordan lefort,192492,2023-07-01,2029-06-30,,https://img.a.transfermarkt.technology/portrait/medium/192492-1750956054.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Jacques Ekomié,jacques ekomie,970279,2024-07-31,2027-06-30,,https://img.a.transfermarkt.technology/portrait/medium/970279-1750955900.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Dan Sinaté,dan sinate,955354,2025-07-01,2029-06-30,,https://img.a.transfermarkt.technology/portrait/medium/955354-1758708129.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Lilian Raolisoa,lilian raolisoa,829874,2023-07-01,2028-06-30,,https://img.a.transfermarkt.technology/portrait/medium/829874-1750955865.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Marius Louër,marius louer,1103652,2025-07-01,2028-06-30,,https://img.a.transfermarkt.technology/portrait/medium/1103652-1779447824.jpg?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Carlens Arcus,carlens arcus,371686,2024-07-01,2027-06-30,,https://img.a.transfermarkt.technology/portrait/medium/371686-1750955924.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Marius Courcoul,marius courcoul,1075575,2025-02-01,2027-06-30,,https://img.a.transfermarkt.technology/portrait/medium/1075575-1750956409.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Yassin Belkhdim,yassin belkhdim,807688,2024-01-01,2028-06-30,,https://img.a.transfermarkt.technology/portrait/medium/807688-1750956388.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Haris Belkebla,haris belkebla,138055,2024-08-17,2028-06-30,,https://img.a.transfermarkt.technology/portrait/medium/138055-1750956421.png?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
2026-07-06T09:12:02,Angers,Louis Mouton,louis mouton,904662,2025-07-01,2028-06-30,,https://img.a.transfermarkt.technology/portrait/medium/904662-1727722197.jpg?lm=1,https://www.transfermarkt.com/sco-angers/kader/verein/1420/plus/1
