squad,comp,comp_code,date,home_away,opponent,gf,ga,score,result,status,event_id
AVS Futebol,리그,por.1,2026-02-15,H,Estoril,3,0,3-0,W,completed,750435
AVS Futebol,리그,por.1,2026-02-21,A,Benfica,0,3,0-3,L,completed,750450
AVS Futebol,리그,por.1,2026-02-28,H,Estrela,0,0,0-0,D,completed,750453
AVS Futebol,리그,por.1,2026-03-07,A,Alverca,0,0,0-0,D,completed,750462
AVS Futebol,리그,por.1,2026-03-15,H,Santa Clara,0,1,0-1,L,completed,750471
AVS Futebol,리그,por.1,2026-03-21,A,Tondela,0,0,0-0,D,completed,750488
AVS Futebol,리그,por.1,2026-04-03,A,Gil Vicente FC,0,3,0-3,L,completed,750494
AVS Futebol,리그,por.1,2026-04-11,H,Vit. Guimarães,1,1,1-1,D,completed,750502
AVS Futebol,리그,por.1,2026-04-17,A,Rio Ave,2,2,2-2,D,completed,750514
AVS Futebol,리그,por.1,2026-04-26,H,Sporting CP,1,1,1-1,D,completed,750522
AVS Futebol,리그,por.1,2026-05-02,A,Nacional,2,1,2-1,W,completed,750526
AVS Futebol,리그,por.1,2026-05-10,H,Porto,3,1,3-1,W,completed,750537
AVS Futebol,리그,por.1,2026-05-16,A,Moreirense,0,0,0-0,D,completed,750546
Alverca,리그,por.1,2025-08-10,A,Moreirense,1,2,1-2,L,completed,750254
Alverca,리그,por.1,2025-08-17,H,Braga,0,3,0-3,L,completed,750261
Alverca,리그,por.1,2025-08-25,A,Estrela,2,2,2-2,D,completed,750265
Alverca,리그,por.1,2025-08-31,H,Benfica,1,2,1-2,L,completed,750275
Alverca,리그,por.1,2025-09-12,H,Tondela,1,0,1-0,W,completed,750287
Alverca,리그,por.1,2025-09-20,A,Santa Clara,1,2,1-2,L,completed,750295
Alverca,리그,por.1,2025-09-28,H,Vit. Guimarães,2,0,2-0,W,completed,750300
Alverca,리그,por.1,2025-10-04,A,AVS Futebol,3,1,3-1,W,completed,750309
Alverca,리그,por.1,2025-10-24,H,Gil Vicente FC,0,4,0-4,L,completed,750318
Alverca,리그,por.1,2025-10-31,A,Sporting CP,0,2,0-2,L,completed,750327
Alverca,리그,por.1,2025-11-08,H,Rio Ave,1,1,1-1,D,completed,750340
Alverca,리그,por.1,2025-11-29,A,Casa Pia,2,0,2-0,W,completed,750351
Alverca,리그,por.1,2025-12-07,H,Nacional,1,0,1-0,W,completed,750356
Alverca,리그,por.1,2025-12-14,A,Arouca,0,1,0-1,L,completed,750368
Alverca,리그,por.1,2025-12-22,H,Porto,0,3,0-3,L,completed,750375
Alverca,리그,por.1,2025-12-27,A,Estoril,1,4,1-4,L,completed,750384
Alverca,리그,por.1,2026-01-04,H,Famalicão,1,0,1-0,W,completed,750398
Alverca,리그,por.1,2026-01-17,H,Moreirense,2,1,2-1,W,completed,750400
Alverca,리그,por.1,2026-01-25,A,Braga,0,5,0-5,L,completed,750412
Alverca,리그,por.1,2026-01-31,H,Estrela,1,1,1-1,D,completed,750421
Alverca,리그,por.1,2026-02-08,A,Benfica,1,2,1-2,L,completed,750429
Alverca,리그,por.1,2026-02-13,A,Tondela,1,1,1-1,D,completed,750438
Alverca,리그,por.1,2026-02-21,H,Santa Clara,1,1,1-1,D,completed,750444
Alverca,리그,por.1,2026-02-28,A,Vit. Guimarães,1,1,1-1,D,completed,750456
Alverca,리그,por.1,2026-03-07,H,AVS Futebol,0,0,0-0,D,completed,750462
Alverca,리그,por.1,2026-03-14,A,Gil Vicente FC,2,2,2-2,D,completed,750476
Alverca,리그,por.1,2026-03-22,H,Sporting CP,1,4,1-4,L,completed,750480
Alverca,리그,por.1,2026-04-04,A,Rio Ave,2,1,2-1,W,completed,750496
Alverca,리그,por.1,2026-04-12,H,Casa Pia,3,1,3-1,W,completed,750503
Alverca,리그,por.1,2026-04-18,A,Nacional,0,1,0-1,L,completed,750509
Alverca,리그,por.1,2026-04-24,H,Arouca,2,1,2-1,W,completed,750520
Alverca,리그,por.1,2026-05-02,A,Porto,0,1,0-1,L,completed,750528
Alverca,리그,por.1,2026-05-10,H,Estoril,1,1,1-1,D,completed,750536
Alverca,리그,por.1,2026-05-16,A,Famalicão,0,1,0-1,L,completed,750545
Arouca,리그,por.1,2025-08-09,H,AVS Futebol,3,1,3-1,W,completed,750250
Arouca,리그,por.1,2025-08-17,A,Sporting CP,0,6,0-6,L,completed,750257
Arouca,리그,por.1,2025-08-23,H,Rio Ave,3,3,3-3,D,completed,750272
Arouca,리그,por.1,2025-08-30,A,Vit. Guimarães,1,1,1-1,D,completed,750281
Arouca,리그,por.1,2025-09-14,H,Casa Pia,0,2,0-2,L,completed,750288
Arouca,리그,por.1,2025-09-20,A,Nacional,2,1,2-1,W,completed,750292
Arouca,리그,por.1,2025-09-29,H,Porto,0,4,0-4,L,completed,750301
Arouca,리그,por.1,2025-10-05,H,Famalicão,1,1,1-1,D,completed,750310
Arouca,리그,por.1,2025-10-25,A,Benfica,0,5,0-5,L,completed,750319
Arouca,리그,por.1,2025-11-02,H,Moreirense,0,2,0-2,L,completed,750332
Arouca,리그,por.1,2025-11-07,A,Estoril,3,4,3-4,L,completed,750337
Arouca,리그,por.1,2025-12-01,H,Braga,0,4,0-4,L,completed,750349
Arouca,리그,por.1,2025-12-07,A,Estrela,1,3,1-3,L,completed,750358
Arouca,리그,por.1,2025-12-14,H,Alverca,1,0,1-0,W,completed,750368
Arouca,리그,por.1,2025-12-21,A,Santa Clara,0,0,0-0,D,completed,750373
Arouca,리그,por.1,2025-12-28,H,Gil Vicente FC,2,2,2-2,D,completed,750381
Arouca,리그,por.1,2026-01-03,A,Tondela,1,3,1-3,L,completed,750392
Arouca,리그,por.1,2026-01-17,A,AVS Futebol,1,0,1-0,W,completed,750403
Arouca,리그,por.1,2026-01-24,H,Sporting CP,1,2,1-2,L,completed,750409
Arouca,리그,por.1,2026-01-31,A,Rio Ave,3,0,3-0,W,completed,750424
Arouca,리그,por.1,2026-02-07,H,Vit. Guimarães,3,2,3-2,W,completed,750434
Arouca,리그,por.1,2026-02-14,A,Casa Pia,2,3,2-3,L,completed,750443
Arouca,리그,por.1,2026-02-21,H,Nacional,3,0,3-0,W,completed,750451
Arouca,리그,por.1,2026-02-27,A,Porto,1,3,1-3,L,completed,750457
Arouca,리그,por.1,2026-03-06,A,Famalicão,0,1,0-1,L,completed,750466
Arouca,리그,por.1,2026-03-14,H,Benfica,1,2,1-2,L,completed,750472
Arouca,리그,por.1,2026-03-21,A,Moreirense,1,0,1-0,W,completed,750485
Arouca,리그,por.1,2026-04-06,H,Estoril,3,2,3-2,W,completed,750489
Arouca,리그,por.1,2026-04-12,A,Braga,0,1,0-1,L,completed,750504
Arouca,리그,por.1,2026-04-19,H,Estrela,1,0,1-0,W,completed,750508
Arouca,리그,por.1,2026-04-24,A,Alverca,1,2,1-2,L,completed,750520
Arouca,리그,por.1,2026-05-02,H,Santa Clara,2,2,2-2,D,completed,750525
Arouca,리그,por.1,2026-05-11,A,Gil Vicente FC,3,1,3-1,W,completed,750541
Arouca,리그,por.1,2026-05-16,H,Tondela,3,1,3-1,W,completed,750543
Benfica,리그,por.1,2025-08-16,A,Estrela,1,0,1-0,W,completed,750260
Benfica,리그,por.1,2025-08-23,H,Tondela,3,0,3-0,W,completed,750271
Benfica,리그,por.1,2025-08-31,A,Alverca,2,1,2-1,W,completed,750275
Benfica,리그,por.1,2025-09-12,H,Santa Clara,1,1,1-1,D,completed,750289
Benfica,챔피언스리그,uefa.champions,2025-09-16,H,FK Qarabag,2,3,2-3,L,completed,757657
Benfica,리그,por.1,2025-09-20,A,AVS Futebol,3,0,3-0,W,completed,750291
Benfica,리그,por.1,2025-09-23,H,Rio Ave,1,1,1-1,D,completed,750248
Benfica,리그,por.1,2025-09-26,H,Gil Vicente FC,2,1,2-1,W,completed,750302
Benfica,챔피언스리그,uefa.champions,2025-09-30,A,Chelsea,0,1,0-1,L,completed,757675
Benfica,리그,por.1,2025-10-05,A,Porto,0,0,0-0,D,completed,750313
Benfica,챔피언스리그,uefa.champions,2025-10-21,A,Newcastle United,0,3,0-3,L,completed,757696
Benfica,리그,por.1,2025-10-25,H,Arouca,5,0,5-0,W,completed,750319
Benfica,리그,por.1,2025-11-01,A,Vit. Guimarães,3,0,3-0,W,completed,750330
Benfica,챔피언스리그,uefa.champions,2025-11-05,H,Bayer Leverkusen,0,1,0-1,L,completed,757720
Benfica,리그,por.1,2025-11-09,H,Casa Pia,2,2,2-2,D,completed,750339
Benfica,챔피언스리그,uefa.champions,2025-11-25,A,Ajax Amsterdam,2,0,2-0,W,completed,757725
Benfica,리그,por.1,2025-11-29,A,Nacional,2,1,2-1,W,completed,750352
Benfica,리그,por.1,2025-12-05,H,Sporting CP,1,1,1-1,D,completed,750355
Benfica,챔피언스리그,uefa.champions,2025-12-10,H,Napoli,2,0,2-0,W,completed,757754
Benfica,리그,por.1,2025-12-14,A,Moreirense,4,0,4-0,W,completed,750363
Benfica,리그,por.1,2025-12-22,H,Famalicão,1,0,1-0,W,completed,750374
Benfica,리그,por.1,2025-12-28,A,Braga,2,2,2-2,D,completed,750386
Benfica,리그,por.1,2026-01-03,H,Estoril,3,1,3-1,W,completed,750391
Benfica,리그,por.1,2026-01-17,A,Rio Ave,2,0,2-0,W,completed,750407
Benfica,챔피언스리그,uefa.champions,2026-01-21,A,Juventus,0,2,0-2,L,completed,757775
Benfica,리그,por.1,2026-01-25,H,Estrela,4,0,4-0,W,completed,750410
Benfica,챔피언스리그,uefa.champions,2026-01-28,H,Real Madrid,4,2,4-2,W,completed,757785
Benfica,리그,por.1,2026-02-01,A,Tondela,0,0,0-0,D,completed,750417
Benfica,리그,por.1,2026-02-08,H,Alverca,2,1,2-1,W,completed,750429
Benfica,리그,por.1,2026-02-13,A,Santa Clara,2,1,2-1,W,completed,750440
Benfica,챔피언스리그,uefa.champions,2026-02-17,H,Real Madrid,0,1,0-1,L,completed,401858735
Benfica,리그,por.1,2026-02-21,H,AVS Futebol,3,0,3-0,W,completed,750450
Benfica,챔피언스리그,uefa.champions,2026-02-25,A,Real Madrid,1,2,1-2,L,completed,401858769
Benfica,리그,por.1,2026-03-02,A,Gil Vicente FC,2,1,2-1,W,completed,750461
Benfica,리그,por.1,2026-03-08,H,Porto,2,2,2-2,D,completed,750463
Benfica,리그,por.1,2026-03-14,A,Arouca,2,1,2-1,W,completed,750472
Benfica,리그,por.1,2026-03-21,H,Vit. Guimarães,3,0,3-0,W,completed,750481
Benfica,리그,por.1,2026-04-06,A,Casa Pia,1,1,1-1,D,completed,750491
Benfica,리그,por.1,2026-04-12,H,Nacional,2,0,2-0,W,completed,750500
Benfica,리그,por.1,2026-04-19,A,Sporting CP,2,1,2-1,W,completed,750512
Benfica,리그,por.1,2026-04-25,H,Moreirense,4,1,4-1,W,completed,750521
Benfica,리그,por.1,2026-05-02,A,Famalicão,2,2,2-2,D,completed,750533
Benfica,리그,por.1,2026-05-11,H,Braga,2,2,2-2,D,completed,750539
Benfica,리그,por.1,2026-05-16,A,Estoril,3,1,3-1,W,completed,750549
Braga,리그,por.1,2025-08-10,H,Tondela,3,0,3-0,W,completed,750247
Braga,리그,por.1,2025-08-17,A,Alverca,3,0,3-0,W,completed,750261
Braga,리그,por.1,2025-08-24,H,AVS Futebol,2,2,2-2,D,completed,750270
Braga,리그,por.1,2025-08-31,A,Rio Ave,2,2,2-2,D,completed,750276
Braga,리그,por.1,2025-09-14,H,Gil Vicente FC,0,1,0-1,L,completed,750284
Braga,리그,por.1,2025-09-20,A,Vit. Guimarães,1,1,1-1,D,completed,750296
Braga,유로파리그,uefa.europa,2025-09-24,H,Feyenoord Rotterdam,1,0,1-0,W,completed,757801
Braga,리그,por.1,2025-09-28,H,Nacional,0,1,0-1,L,completed,750304
Braga,유로파리그,uefa.europa,2025-10-02,A,Celtic,2,0,2-0,W,completed,757815
Braga,리그,por.1,2025-10-05,A,Sporting CP,1,1,1-1,D,completed,750316
Braga,유로파리그,uefa.europa,2025-10-23,H,Red Star Belgrade,2,0,2-0,W,completed,757835
Braga,리그,por.1,2025-10-26,H,Casa Pia,4,0,4-0,W,completed,750325
Braga,리그,por.1,2025-11-02,A,Porto,1,2,1-2,L,completed,750329
Braga,유로파리그,uefa.europa,2025-11-06,H,Racing Genk,3,4,3-4,L,completed,757867
Braga,리그,por.1,2025-11-09,H,Moreirense,2,1,2-1,W,completed,750344
Braga,유로파리그,uefa.europa,2025-11-27,A,Rangers,1,1,1-1,D,completed,757878
Braga,리그,por.1,2025-12-01,A,Arouca,4,0,4-0,W,completed,750349
Braga,리그,por.1,2025-12-06,A,Famalicão,2,1,2-1,W,completed,750359
Braga,유로파리그,uefa.europa,2025-12-11,A,Nice,1,0,1-0,W,completed,757892
Braga,리그,por.1,2025-12-15,H,Santa Clara,1,0,1-0,W,completed,750365
Braga,리그,por.1,2025-12-19,A,Estoril,0,1,0-1,L,completed,750377
Braga,리그,por.1,2025-12-28,H,Benfica,2,2,2-2,D,completed,750386
Braga,리그,por.1,2026-01-03,A,Estrela,3,3,3-3,D,completed,750396
Braga,리그,por.1,2026-01-18,A,Tondela,1,0,1-0,W,completed,750404
Braga,유로파리그,uefa.europa,2026-01-22,H,Nottingham Forest,1,0,1-0,W,completed,757921
Braga,리그,por.1,2026-01-25,H,Alverca,5,0,5-0,W,completed,750412
Braga,유로파리그,uefa.europa,2026-01-29,A,Go Ahead Eagles,0,0,0-0,D,completed,757931
Braga,리그,por.1,2026-02-02,A,AVS Futebol,4,0,4-0,W,completed,750420
Braga,리그,por.1,2026-02-08,H,Rio Ave,3,0,3-0,W,completed,750430
Braga,리그,por.1,2026-02-14,A,Gil Vicente FC,1,2,1-2,L,completed,750442
Braga,리그,por.1,2026-02-21,H,Vit. Guimarães,3,2,3-2,W,completed,750452
Braga,리그,por.1,2026-02-28,A,Nacional,2,1,2-1,W,completed,750454
Braga,리그,por.1,2026-03-07,H,Sporting CP,2,2,2-2,D,completed,750469
Braga,유로파리그,uefa.europa,2026-03-12,A,Ferencvaros,0,2,0-2,L,completed,401862755
Braga,유로파리그,uefa.europa,2026-03-18,H,Ferencvaros,4,0,4-0,W,completed,401862758
Braga,리그,por.1,2026-03-22,H,Porto,1,2,1-2,L,completed,750487
Braga,리그,por.1,2026-04-04,A,Moreirense,1,0,1-0,W,completed,750493
Braga,유로파리그,uefa.europa,2026-04-08,H,Real Betis,1,1,1-1,D,completed,401862899
Braga,리그,por.1,2026-04-12,H,Arouca,1,0,1-0,W,completed,750504
Braga,유로파리그,uefa.europa,2026-04-16,A,Real Betis,4,2,4-2,W,completed,401862903
Braga,리그,por.1,2026-04-19,H,Famalicão,2,2,2-2,D,completed,750513
Braga,리그,por.1,2026-04-23,A,Casa Pia,1,0,1-0,W,completed,750474
Braga,리그,por.1,2026-04-26,A,Santa Clara,1,2,1-2,L,completed,750517
Braga,유로파리그,uefa.europa,2026-04-30,H,SC Freiburg,2,1,2-1,W,completed,401862907
Braga,리그,por.1,2026-05-03,H,Estoril,1,1,1-1,D,completed,750531
Braga,유로파리그,uefa.europa,2026-05-07,A,SC Freiburg,1,3,1-3,L,completed,401862909
Braga,리그,por.1,2026-05-11,A,Benfica,2,2,2-2,D,completed,750539
Braga,리그,por.1,2026-05-16,H,Estrela,2,2,2-2,D,completed,750547
Casa Pia,리그,por.1,2025-08-08,H,Sporting CP,0,2,0-2,L,completed,750246
Casa Pia,리그,por.1,2025-08-15,A,AVS Futebol,2,0,2-0,W,completed,750262
Casa Pia,리그,por.1,2025-08-24,A,Porto,0,4,0-4,L,completed,750264
Casa Pia,리그,por.1,2025-08-30,H,Nacional,0,2,0-2,L,completed,750274
Casa Pia,리그,por.1,2025-09-14,A,Arouca,2,0,2-0,W,completed,750288
Casa Pia,리그,por.1,2025-09-21,H,Famalicão,1,1,1-1,D,completed,750293
Casa Pia,리그,por.1,2025-09-27,A,Moreirense,1,2,1-2,L,completed,750305
Casa Pia,리그,por.1,2025-10-03,H,Estoril,2,2,2-2,D,completed,750312
Casa Pia,리그,por.1,2025-10-26,A,Braga,0,4,0-4,L,completed,750325
Casa Pia,리그,por.1,2025-11-01,H,Estrela,3,5,3-5,L,completed,750334
Casa Pia,리그,por.1,2025-11-09,A,Benfica,2,2,2-2,D,completed,750339
Casa Pia,리그,por.1,2025-11-29,H,Alverca,0,2,0-2,L,completed,750351
Casa Pia,리그,por.1,2025-12-06,A,Santa Clara,0,1,0-1,L,completed,750360
Casa Pia,리그,por.1,2025-12-13,H,Gil Vicente FC,1,1,1-1,D,completed,750370
Casa Pia,리그,por.1,2025-12-21,A,Tondela,2,1,2-1,W,completed,750378
Casa Pia,리그,por.1,2025-12-28,H,Vit. Guimarães,0,0,0-0,D,completed,750383
Casa Pia,리그,por.1,2026-01-04,A,Rio Ave,1,3,1-3,L,completed,750394
Casa Pia,리그,por.1,2026-01-16,A,Sporting CP,0,3,0-3,L,completed,750405
Casa Pia,리그,por.1,2026-01-23,H,AVS Futebol,3,3,3-3,D,completed,750408
Casa Pia,리그,por.1,2026-02-02,H,Porto,2,1,2-1,W,completed,750422
Casa Pia,리그,por.1,2026-02-08,A,Nacional,0,0,0-0,D,completed,750428
Casa Pia,리그,por.1,2026-02-14,H,Arouca,3,2,3-2,W,completed,750443
Casa Pia,리그,por.1,2026-02-23,A,Famalicão,0,2,0-2,L,completed,750446
Casa Pia,리그,por.1,2026-03-01,H,Moreirense,1,1,1-1,D,completed,750455
Casa Pia,리그,por.1,2026-03-07,A,Estoril,0,0,0-0,D,completed,750464
Casa Pia,리그,por.1,2026-03-20,A,Estrela,0,4,0-4,L,completed,750483
Casa Pia,리그,por.1,2026-04-06,H,Benfica,1,1,1-1,D,completed,750491
Casa Pia,리그,por.1,2026-04-12,A,Alverca,1,3,1-3,L,completed,750503
Casa Pia,리그,por.1,2026-04-18,H,Santa Clara,0,0,0-0,D,completed,750515
Casa Pia,리그,por.1,2026-04-23,H,Braga,0,1,0-1,L,completed,750474
Casa Pia,리그,por.1,2026-04-27,A,Gil Vicente FC,1,2,1-2,L,completed,750518
Casa Pia,리그,por.1,2026-05-03,H,Tondela,0,1,0-1,L,completed,750527
Casa Pia,리그,por.1,2026-05-11,A,Vit. Guimarães,1,0,1-0,W,completed,750535
Casa Pia,리그,por.1,2026-05-16,H,Rio Ave,1,1,1-1,D,completed,750548
Estoril,리그,por.1,2025-08-11,H,Estrela,1,1,1-1,D,completed,750251
Estoril,리그,por.1,2025-08-16,A,Vit. Guimarães,2,3,2-3,L,completed,750259
Estoril,리그,por.1,2025-08-31,A,Tondela,2,2,2-2,D,completed,750280
Estoril,리그,por.1,2025-09-06,H,Santa Clara,0,1,0-1,L,completed,750268
Estoril,리그,por.1,2025-09-13,H,AVS Futebol,3,1,3-1,W,completed,750290
Estoril,리그,por.1,2025-09-21,A,Gil Vicente FC,0,2,0-2,L,completed,750294
Estoril,리그,por.1,2025-09-27,H,Sporting CP,0,1,0-1,L,completed,750303
Estoril,리그,por.1,2025-10-03,A,Casa Pia,2,2,2-2,D,completed,750312
Estoril,리그,por.1,2025-10-26,H,Nacional,1,1,1-1,D,completed,750320
Estoril,리그,por.1,2025-11-01,A,Rio Ave,4,0,4-0,W,completed,750328
Estoril,리그,por.1,2025-11-07,H,Arouca,4,3,4-3,W,completed,750337
Estoril,리그,por.1,2025-11-30,A,Porto,0,1,0-1,L,completed,750350
Estoril,리그,por.1,2025-12-07,H,Moreirense,3,3,3-3,D,completed,750354
Estoril,리그,por.1,2025-12-14,A,Famalicão,0,4,0-4,L,completed,750367
Estoril,리그,por.1,2025-12-19,H,Braga,1,0,1-0,W,completed,750377
Estoril,리그,por.1,2025-12-27,H,Alverca,4,1,4-1,W,completed,750384
Estoril,리그,por.1,2026-01-03,A,Benfica,1,3,1-3,L,completed,750391
Estoril,리그,por.1,2026-01-19,A,Estrela,5,0,5-0,W,completed,750401
Estoril,리그,por.1,2026-01-24,H,Vit. Guimarães,4,2,4-2,W,completed,750413
Estoril,리그,por.1,2026-01-31,A,Santa Clara,4,2,4-2,W,completed,750425
Estoril,리그,por.1,2026-02-07,H,Tondela,2,2,2-2,D,completed,750427
Estoril,리그,por.1,2026-02-15,A,AVS Futebol,0,3,0-3,L,completed,750435
Estoril,리그,por.1,2026-02-22,H,Gil Vicente FC,3,1,3-1,W,completed,750449
Estoril,리그,por.1,2026-02-27,A,Sporting CP,0,3,0-3,L,completed,750459
Estoril,리그,por.1,2026-03-07,H,Casa Pia,0,0,0-0,D,completed,750464
Estoril,리그,por.1,2026-03-15,A,Nacional,1,0,1-0,W,completed,750473
Estoril,리그,por.1,2026-03-22,H,Rio Ave,1,2,1-2,L,completed,750482
Estoril,리그,por.1,2026-04-06,A,Arouca,2,3,2-3,L,completed,750489
Estoril,리그,por.1,2026-04-12,H,Porto,1,3,1-3,L,completed,750499
Estoril,리그,por.1,2026-04-20,A,Moreirense,0,1,0-1,L,completed,750511
Estoril,리그,por.1,2026-04-26,H,Famalicão,0,1,0-1,L,completed,750524
Estoril,리그,por.1,2026-05-03,A,Braga,1,1,1-1,D,completed,750531
Estoril,리그,por.1,2026-05-10,A,Alverca,1,1,1-1,D,completed,750536
Estoril,리그,por.1,2026-05-16,H,Benfica,1,3,1-3,L,completed,750549
Estrela,리그,por.1,2025-08-11,A,Estoril,1,1,1-1,D,completed,750251
Estrela,리그,por.1,2025-08-16,H,Benfica,0,1,0-1,L,completed,750260
Estrela,리그,por.1,2025-08-25,H,Alverca,2,2,2-2,D,completed,750265
Estrela,리그,por.1,2025-08-31,A,Santa Clara,0,0,0-0,D,completed,750278
Estrela,리그,por.1,2025-09-14,H,Vit. Guimarães,0,2,0-2,L,completed,750282
Estrela,리그,por.1,2025-09-21,A,Tondela,0,0,0-0,D,completed,750297
Estrela,리그,por.1,2025-09-27,H,AVS Futebol,3,0,3-0,W,completed,750307
Estrela,리그,por.1,2025-10-04,A,Gil Vicente FC,0,2,0-2,L,completed,750314
Estrela,리그,por.1,2025-10-25,H,Rio Ave,1,2,1-2,L,completed,750321
Estrela,리그,por.1,2025-11-01,A,Casa Pia,5,3,5-3,W,completed,750334
Estrela,리그,por.1,2025-11-09,H,Nacional,1,1,1-1,D,completed,750342
Estrela,리그,por.1,2025-11-30,A,Sporting CP,0,4,0-4,L,completed,750346
Estrela,리그,por.1,2025-12-07,H,Arouca,3,1,3-1,W,completed,750358
Estrela,리그,por.1,2025-12-15,A,Porto,1,3,1-3,L,completed,750371
Estrela,리그,por.1,2025-12-20,H,Moreirense,0,0,0-0,D,completed,750379
Estrela,리그,por.1,2025-12-27,A,Famalicão,3,2,3-2,W,completed,750388
Estrela,리그,por.1,2026-01-03,H,Braga,3,3,3-3,D,completed,750396
Estrela,리그,por.1,2026-01-19,H,Estoril,0,5,0-5,L,completed,750401
Estrela,리그,por.1,2026-01-25,A,Benfica,0,4,0-4,L,completed,750410
Estrela,리그,por.1,2026-01-31,A,Alverca,1,1,1-1,D,completed,750421
Estrela,리그,por.1,2026-02-07,H,Santa Clara,1,0,1-0,W,completed,750431
Estrela,리그,por.1,2026-02-14,A,Vit. Guimarães,1,2,1-2,L,completed,750437
Estrela,리그,por.1,2026-02-20,H,Tondela,0,2,0-2,L,completed,750448
Estrela,리그,por.1,2026-02-28,A,AVS Futebol,0,0,0-0,D,completed,750453
Estrela,리그,por.1,2026-03-08,H,Gil Vicente FC,2,2,2-2,D,completed,750465
Estrela,리그,por.1,2026-03-15,A,Rio Ave,1,2,1-2,L,completed,750477
Estrela,리그,por.1,2026-03-20,H,Casa Pia,4,0,4-0,W,completed,750483
Estrela,리그,por.1,2026-04-04,A,Nacional,0,2,0-2,L,completed,750490
Estrela,리그,por.1,2026-04-11,H,Sporting CP,0,1,0-1,L,completed,750498
Estrela,리그,por.1,2026-04-19,A,Arouca,0,1,0-1,L,completed,750508
Estrela,리그,por.1,2026-04-26,H,Porto,1,2,1-2,L,completed,750519
Estrela,리그,por.1,2026-05-02,A,Moreirense,2,3,2-3,L,completed,750529
Estrela,리그,por.1,2026-05-11,H,Famalicão,0,0,0-0,D,completed,750540
Estrela,리그,por.1,2026-05-16,A,Braga,2,2,2-2,D,completed,750547
Famalicão,리그,por.1,2025-08-10,H,Santa Clara,3,0,3-0,W,completed,750253
Famalicão,리그,por.1,2025-08-16,A,Tondela,1,0,1-0,W,completed,750258
Famalicão,리그,por.1,2025-08-24,H,Gil Vicente FC,0,0,0-0,D,completed,750266
Famalicão,리그,por.1,2025-08-30,A,AVS Futebol,1,0,1-0,W,completed,750277
Famalicão,리그,por.1,2025-09-13,H,Sporting CP,1,2,1-2,L,completed,750286
Famalicão,리그,por.1,2025-09-21,A,Casa Pia,1,1,1-1,D,completed,750293
Famalicão,리그,por.1,2025-09-28,H,Rio Ave,0,0,0-0,D,completed,750306
Famalicão,리그,por.1,2025-10-05,A,Arouca,1,1,1-1,D,completed,750310
Famalicão,리그,por.1,2025-10-26,H,Vit. Guimarães,2,0,2-0,W,completed,750322
Famalicão,리그,por.1,2025-11-01,A,Nacional,1,0,1-0,W,completed,750333
Famalicão,리그,por.1,2025-11-09,H,Porto,0,1,0-1,L,completed,750338
Famalicão,리그,por.1,2025-11-29,A,Moreirense,2,2,2-2,D,completed,750347
Famalicão,리그,por.1,2025-12-06,H,Braga,1,2,1-2,L,completed,750359
Famalicão,리그,por.1,2025-12-14,H,Estoril,4,0,4-0,W,completed,750367
Famalicão,리그,por.1,2025-12-22,A,Benfica,0,1,0-1,L,completed,750374
Famalicão,리그,por.1,2025-12-27,H,Estrela,2,3,2-3,L,completed,750388
Famalicão,리그,por.1,2026-01-04,A,Alverca,0,1,0-1,L,completed,750398
Famalicão,리그,por.1,2026-01-18,A,Santa Clara,1,0,1-0,W,completed,750406
