squad,gw,date,home_away,opponent,gf,ga,score,result
OH Leuven,18,2025-12-12,A,Standard Liège,1,0,1:0,W
OH Leuven,19,2025-12-21,H,Cercle Brugge,0,2,0:2,L
OH Leuven,20,2025-12-27,A,La Louvière,0,0,0:0,D
OH Leuven,21,2026-01-18,A,Sint-Truiden,0,1,0:1,L
OH Leuven,22,2026-01-24,H,Union SG,0,0,0:0,D
OH Leuven,23,2026-02-01,H,Mechelen,2,2,2:2,D
OH Leuven,24,2026-02-07,A,Gent,3,1,3:1,W
OH Leuven,25,2026-02-14,H,Dender,3,2,3:2,W
OH Leuven,26,2026-02-21,A,Club Brugge,1,2,1:2,L
OH Leuven,27,2026-02-28,A,Anderlecht,1,5,1:5,L
OH Leuven,28,2026-03-07,H,Westerlo,0,1,0:1,L
OH Leuven,29,2026-03-14,A,Charleroi,2,0,2:0,W
OH Leuven,30,2026-03-22,H,Antwerp,1,0,1:0,W
Sint-Truiden,1,2025-07-27,H,Gent,3,1,3:1,W
Sint-Truiden,1,2026-04-04,A,Union SG,0,1,0:1,L
Sint-Truiden,2,2025-08-03,A,Charleroi,1,1,1:1,D
Sint-Truiden,2,2026-04-11,H,Club Brugge,1,2,1:2,L
Sint-Truiden,3,2025-08-08,H,Dender,2,0,2:0,W
Sint-Truiden,3,2026-04-19,A,Gent,0,0,0:0,D
Sint-Truiden,4,2025-08-17,H,La Louvière,2,1,2:1,W
Sint-Truiden,4,2026-04-23,H,Anderlecht,2,0,2:0,W
Sint-Truiden,5,2025-08-23,A,Zulte Waregem,2,0,2:0,W
Sint-Truiden,5,2026-04-26,A,Mechelen,4,1,4:1,W
Sint-Truiden,6,2025-08-29,A,Cercle Brugge,1,1,1:1,D
Sint-Truiden,6,2026-05-02,H,Union SG,2,1,2:1,W
Sint-Truiden,7,2025-09-14,H,Westerlo,0,3,0:3,L
Sint-Truiden,7,2026-05-09,A,Club Brugge,0,2,0:2,L
Sint-Truiden,8,2025-09-21,A,Club Brugge,0,2,0:2,L
Sint-Truiden,8,2026-05-16,H,Gent,1,1,1:1,D
Sint-Truiden,9,2025-09-28,H,Genk,1,2,1:2,L
Sint-Truiden,9,2026-05-21,A,Anderlecht,1,3,1:3,L
Sint-Truiden,10,2025-10-04,A,Mechelen,3,1,3:1,W
Sint-Truiden,10,2026-05-24,H,Mechelen,3,0,3:0,W
Sint-Truiden,11,2025-10-19,H,Anderlecht,2,2,2:2,D
Sint-Truiden,12,2025-10-26,A,Union SG,0,2,0:2,L
Sint-Truiden,13,2025-11-02,H,Antwerp,1,0,1:0,W
Sint-Truiden,14,2025-11-09,H,Standard Liège,1,0,1:0,W
Sint-Truiden,15,2025-11-23,A,OH Leuven,2,1,2:1,W
Sint-Truiden,16,2025-11-30,A,Gent,2,1,2:1,W
Sint-Truiden,17,2025-12-06,H,Club Brugge,3,2,3:2,W
Sint-Truiden,18,2025-12-13,A,Anderlecht,1,2,1:2,L
Sint-Truiden,19,2025-12-21,H,Mechelen,1,0,1:0,W
Sint-Truiden,20,2025-12-26,A,Standard Liège,2,1,2:1,W
Sint-Truiden,21,2026-01-18,H,OH Leuven,1,0,1:0,W
Sint-Truiden,22,2026-01-24,A,La Louvière,2,1,2:1,W
Sint-Truiden,23,2026-01-31,H,Charleroi,0,2,0:2,L
Sint-Truiden,24,2026-02-06,A,Westerlo,4,0,4:0,W
Sint-Truiden,25,2026-02-15,H,Zulte Waregem,3,2,3:2,W
Sint-Truiden,26,2026-02-21,A,Dender,4,1,4:1,W
Sint-Truiden,27,2026-02-28,A,Antwerp,0,1,0:1,L
Sint-Truiden,28,2026-03-08,H,Cercle Brugge,2,1,2:1,W
Sint-Truiden,29,2026-03-15,A,Genk,0,1,0:1,L
Sint-Truiden,30,2026-03-22,H,Union SG,1,3,1:3,L
Standard Liège,1,2025-07-26,A,La Louvière,2,0,2:0,W
Standard Liège,1,2026-04-04,A,OH Leuven,3,1,3:1,W
Standard Liège,2,2025-08-02,H,Dender,1,1,1:1,D
Standard Liège,2,2026-04-11,H,Westerlo,1,2,1:2,L
Standard Liège,3,2025-08-10,H,Genk,2,1,2:1,W
Standard Liège,3,2026-04-18,A,Charleroi,2,1,2:1,W
Standard Liège,4,2025-08-16,A,Union SG,0,3,0:3,L
Standard Liège,4,2026-04-21,H,Antwerp,1,2,1:2,L
Standard Liège,5,2025-08-23,H,Cercle Brugge,0,3,0:3,L
Standard Liège,5,2026-04-25,A,Genk,1,1,1:1,D
Standard Liège,6,2025-08-31,A,OH Leuven,0,1,0:1,L
Standard Liège,6,2026-05-03,A,Antwerp,5,0,5:0,W
Standard Liège,7,2025-09-12,H,Mechelen,1,1,1:1,D
Standard Liège,7,2026-05-08,H,OH Leuven,2,1,2:1,W
Standard Liège,8,2025-09-21,A,Westerlo,2,0,2:0,W
Standard Liège,8,2026-05-16,H,Genk,0,0,0:0,D
Standard Liège,9,2025-09-27,H,Club Brugge,1,2,1:2,L
Standard Liège,9,2026-05-19,A,Westerlo,2,1,2:1,W
Standard Liège,10,2025-10-05,A,Anderlecht,0,1,0:1,L
Standard Liège,10,2026-05-23,H,Charleroi,0,2,0:2,L
Standard Liège,11,2025-10-20,H,Antwerp,1,0,1:0,W
Standard Liège,12,2025-10-25,A,Gent,0,4,0:4,L
Standard Liège,13,2025-10-31,H,Charleroi,3,1,3:1,W
Standard Liège,14,2025-11-09,A,Sint-Truiden,0,1,0:1,L
Standard Liège,15,2025-11-21,H,Zulte Waregem,0,0,0:0,D
Standard Liège,16,2025-11-28,A,Mechelen,1,0,1:0,W
Standard Liège,17,2025-12-06,A,Cercle Brugge,2,1,2:1,W
Standard Liège,18,2025-12-12,H,OH Leuven,0,1,0:1,L
Standard Liège,19,2025-12-20,A,Dender,1,0,1:0,W
Standard Liège,20,2025-12-26,H,Sint-Truiden,1,2,1:2,L
Standard Liège,21,2026-01-18,A,Charleroi,0,2,0:2,L
Standard Liège,22,2026-01-23,H,Gent,0,4,0:4,L
Standard Liège,23,2026-02-01,H,Anderlecht,2,0,2:0,W
Standard Liège,24,2026-02-08,A,Club Brugge,0,3,0:3,L
Standard Liège,25,2026-02-14,H,Union SG,1,1,1:1,D
Standard Liège,26,2026-02-22,A,Genk,3,0,3:0,W
Standard Liège,27,2026-02-27,H,La Louvière,1,1,1:1,D
Standard Liège,28,2026-03-08,A,Zulte Waregem,1,0,1:0,W
Standard Liège,29,2026-03-15,A,Antwerp,1,1,1:1,D
Standard Liège,30,2026-03-22,H,Westerlo,0,0,0:0,D
Union SG,1,2025-07-25,A,Antwerp,1,1,1:1,D
Union SG,1,2026-04-04,H,Sint-Truiden,1,0,1:0,W
Union SG,2,2025-08-03,H,OH Leuven,5,0,5:0,W
Union SG,2,2026-04-12,A,Mechelen,1,0,1:0,W
Union SG,3,2025-08-09,A,Gent,3,2,3:2,W
Union SG,3,2026-04-19,H,Club Brugge,2,1,2:1,W
Union SG,4,2025-08-16,H,Standard Liège,3,0,3:0,W
Union SG,4,2026-04-22,H,Gent,0,0,0:0,D
Union SG,5,2025-08-24,A,La Louvière,0,0,0:0,D
Union SG,5,2026-04-26,A,Anderlecht,3,1,3:1,W
Union SG,6,2025-08-31,H,Anderlecht,2,0,2:0,W
Union SG,6,2026-05-02,A,Sint-Truiden,1,2,1:2,L
Union SG,7,2025-09-13,A,Dender,1,0,1:0,W
Union SG,7,2026-05-10,H,Mechelen,3,0,3:0,W
Union SG,8,2025-09-21,A,Genk,2,1,2:1,W
Union SG,8,2026-05-17,A,Club Brugge,0,5,0:5,L
Union SG,9,2025-09-27,H,Westerlo,2,0,2:0,W
Union SG,9,2026-05-21,A,Gent,0,0,0:0,D
Union SG,10,2025-10-05,A,Club Brugge,0,1,0:1,L
Union SG,10,2026-05-24,H,Anderlecht,5,1,5:1,W
Union SG,11,2025-10-18,H,Charleroi,3,1,3:1,W
Union SG,12,2025-10-26,H,Sint-Truiden,2,0,2:0,W
Union SG,13,2025-11-01,A,Zulte Waregem,4,1,4:1,W
Union SG,14,2025-11-09,A,Mechelen,1,1,1:1,D
Union SG,15,2025-11-22,H,Cercle Brugge,2,0,2:0,W
Union SG,16,2025-11-30,A,Anderlecht,0,1,0:1,L
Union SG,17,2025-12-06,H,Gent,1,1,1:1,D
Union SG,18,2025-12-14,A,Charleroi,1,1,1:1,D
Union SG,19,2025-12-20,H,Zulte Waregem,2,0,2:0,W
Union SG,20,2025-12-26,A,Cercle Brugge,1,1,1:1,D
Union SG,21,2026-01-17,H,Mechelen,1,0,1:0,W
Union SG,22,2026-01-24,A,OH Leuven,0,0,0:0,D
Union SG,23,2026-02-01,H,Club Brugge,1,0,1:0,W
Union SG,24,2026-02-08,H,La Louvière,2,1,2:1,W
Union SG,25,2026-02-14,A,Standard Liège,1,1,1:1,D
Union SG,26,2026-02-21,H,Antwerp,2,1,2:1,W
Union SG,27,2026-03-01,A,Westerlo,0,0,0:0,D
Union SG,28,2026-03-07,H,Genk,2,1,2:1,W
Union SG,29,2026-03-14,H,Dender,2,0,2:0,W
Union SG,30,2026-03-22,A,Sint-Truiden,3,1,3:1,W
Westerlo,1,2025-07-27,A,Anderlecht,2,5,2:5,L
Westerlo,1,2026-04-05,H,Charleroi,2,0,2:0,W
Westerlo,2,2025-08-02,H,Zulte Waregem,3,1,3:1,W
Westerlo,2,2026-04-11,A,Standard Liège,2,1,2:1,W
Westerlo,3,2025-08-09,H,Mechelen,0,1,0:1,L
Westerlo,3,2026-04-18,H,Genk,1,2,1:2,L
Westerlo,4,2025-08-17,A,Cercle Brugge,1,4,1:4,L
Westerlo,4,2026-04-21,A,OH Leuven,2,0,2:0,W
Westerlo,5,2025-09-24,A,Club Brugge,5,5,5:5,D
Westerlo,5,2026-04-25,H,Antwerp,2,4,2:4,L
Westerlo,6,2025-08-30,H,Antwerp,2,0,2:0,W
Westerlo,6,2026-05-02,H,OH Leuven,3,3,3:3,D
Westerlo,7,2025-09-14,A,Sint-Truiden,3,0,3:0,W
Westerlo,7,2026-05-10,A,Genk,0,3,0:3,L
Westerlo,8,2025-09-21,H,Standard Liège,0,2,0:2,L
Westerlo,8,2026-05-16,A,Charleroi,1,0,1:0,W
Westerlo,9,2025-09-27,A,Union SG,0,2,0:2,L
Westerlo,9,2026-05-19,H,Standard Liège,1,2,1:2,L
Westerlo,10,2025-10-05,H,OH Leuven,2,0,2:0,W
Westerlo,10,2026-05-23,A,Antwerp,0,2,0:2,L
Westerlo,11,2025-10-18,A,La Louvière,0,0,0:0,D
Westerlo,12,2025-10-25,H,Dender,1,1,1:1,D
Westerlo,13,2025-11-02,H,Genk,0,1,0:1,L
Westerlo,14,2025-11-08,A,Charleroi,0,2,0:2,L
Westerlo,15,2025-11-22,H,Gent,0,0,0:0,D
Westerlo,16,2025-11-29,A,Dender,2,2,2:2,D
Westerlo,17,2025-12-07,H,Anderlecht,4,0,4:0,W
Westerlo,18,2025-12-14,A,Genk,1,1,1:1,D
Westerlo,19,2025-12-20,H,La Louvière,2,1,2:1,W
Westerlo,20,2025-12-27,A,Gent,0,2,0:2,L
Westerlo,21,2026-01-17,H,Cercle Brugge,0,2,0:2,L
Westerlo,22,2026-01-25,A,Mechelen,1,1,1:1,D
Westerlo,23,2026-01-31,A,Zulte Waregem,1,0,1:0,W
Westerlo,24,2026-02-06,H,Sint-Truiden,0,4,0:4,L
Westerlo,25,2026-02-15,A,Antwerp,2,0,2:0,W
Westerlo,26,2026-02-22,H,Charleroi,2,1,2:1,W
Westerlo,27,2026-03-01,H,Union SG,0,0,0:0,D
Westerlo,28,2026-03-07,A,OH Leuven,1,0,1:0,W
Westerlo,29,2026-03-14,H,Club Brugge,1,2,1:2,L
Westerlo,30,2026-03-22,A,Standard Liège,0,0,0:0,D
Zulte Waregem,1,2025-07-26,H,Mechelen,1,1,1:1,D
Zulte Waregem,1,2026-04-04,H,Cercle Brugge,2,2,2:2,D
Zulte Waregem,2,2025-08-02,A,Westerlo,1,3,1:3,L
Zulte Waregem,2,2026-04-12,A,Dender,2,1,2:1,W
Zulte Waregem,3,2025-08-10,A,Anderlecht,3,2,3:2,W
Zulte Waregem,3,2026-04-19,A,La Louvière,2,0,2:0,W
Zulte Waregem,4,2025-08-16,H,Club Brugge,0,1,0:1,L
Zulte Waregem,4,2026-04-26,H,La Louvière,4,0,4:0,W
Zulte Waregem,5,2025-08-23,H,Sint-Truiden,0,2,0:2,L
Zulte Waregem,5,2026-05-01,A,Cercle Brugge,3,2,3:2,W
Zulte Waregem,6,2025-08-31,A,Genk,2,3,2:3,L
Zulte Waregem,6,2026-05-09,H,Dender,2,1,2:1,W
Zulte Waregem,7,2025-09-13,H,OH Leuven,2,0,2:0,W
Zulte Waregem,8,2025-09-20,A,Charleroi,2,1,2:1,W
Zulte Waregem,9,2025-09-27,H,Antwerp,2,0,2:0,W
Zulte Waregem,10,2025-10-04,A,La Louvière,0,0,0:0,D
Zulte Waregem,11,2025-10-19,H,Gent,4,1,4:1,W
Zulte Waregem,12,2025-10-26,A,Cercle Brugge,1,1,1:1,D
Zulte Waregem,13,2025-11-01,H,Union SG,1,4,1:4,L
Zulte Waregem,14,2025-11-07,A,Dender,2,2,2:2,D
Zulte Waregem,15,2025-11-21,A,Standard Liège,0,0,0:0,D
Zulte Waregem,16,2025-11-29,H,Cercle Brugge,1,1,1:1,D
Zulte Waregem,17,2025-12-07,A,OH Leuven,1,1,1:1,D
Zulte Waregem,18,2025-12-13,H,La Louvière,2,2,2:2,D
Zulte Waregem,19,2025-12-20,A,Union SG,0,2,0:2,L
Zulte Waregem,20,2025-12-27,A,Antwerp,1,2,1:2,L
Zulte Waregem,21,2026-01-17,H,Genk,2,1,2:1,W
Zulte Waregem,22,2026-01-24,A,Club Brugge,3,4,3:4,L
Zulte Waregem,23,2026-01-31,H,Westerlo,0,1,0:1,L
Zulte Waregem,24,2026-02-07,H,Dender,1,0,1:0,W
Zulte Waregem,25,2026-02-15,A,Sint-Truiden,2,3,2:3,L
Zulte Waregem,26,2026-02-22,H,Anderlecht,2,4,2:4,L
Zulte Waregem,27,2026-02-28,A,Mechelen,1,2,1:2,L
Zulte Waregem,28,2026-03-08,H,Standard Liège,0,1,0:1,L
Zulte Waregem,29,2026-03-13,A,Gent,0,2,0:2,L
Zulte Waregem,30,2026-03-22,H,Charleroi,1,0,1:0,W
