sofascore_id,player,squad,norm_key,rating,appearances,matchesStarted,minutesPlayed,goals,expectedGoals,assists,expectedAssists,bigChancesCreated,bigChancesMissed,totalShots,shotsOnTarget,goalConversionPercentage,accuratePasses,totalPasses,accuratePassesPercentage,accurateLongBalls,totalLongBalls,accurateLongBallsPercentage,keyPasses,accurateFinalThirdPasses,accurateChippedPasses,totalChippedPasses,successfulDribbles,totalContest,successfulDribblesPercentage,totalCross,accurateCrosses,accurateCrossesPercentage,touches,possessionLost,possessionWonAttThird,ballRecovery,dispossessed,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialLost,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,tackles,tacklesWon,tacklesWonPercentage,interceptions,clearances,blockedShots,outfielderBlocks,errorLeadToGoal,errorLeadToShot,dribbledPast,fouls,wasFouled,yellowCards,redCards,saves,savesCaught,savesParried,cleanSheet,goalsConceded,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,penaltyFaced,penaltySave
367056,Jérémie Boga,Juventus,jeremie boga,7.0714285714286,15,6,684,4,2.8734,0,3.22388061,2,3,24,12,16.666666666667,176,213,82.629107981221,0,1,0.0,15,82,7,13,22,42,52.380952380952,30,10,33.333333333333,375,101,2,14,8,36,51.428571428571,3,8,27.272727272727,39,48.148148148148,7,3,42.857142857143,2,4,6,0,0,0,4,3,7,1,0,0,0,0,1,6,0,0,4,2,0,0,0,0,0,0,0
1613917,Jeff Ekhator,Juventus,jeff ekhator,6.5633333333333,30,9,949,3,2.8851,0,0.42824447,1,4,20,5,15.0,105,179,58.659217877095,2,4,50.0,10,39,7,9,12,22,54.545454545455,9,0,0.0,362,150,8,32,17,43,44.791666666667,26,30,46.428571428571,69,45.394736842105,12,8,66.666666666667,2,5,6,0,0,0,6,20,19,3,0,0,0,0,0,15,0,0,13,2,0,0,0,0,0,0,0
901325,Nicolás González,Juventus,nicolas gonzalez,6.7,2,0,24,0,0.1326,0,0.00146435,0,0,2,0,0.0,2,5,40.0,0,0,0.0,1,1,0,0,0,0,0.0,0,0,0.0,19,5,0,0,0,2,100.0,3,0,100.0,5,100.0,0,0,0.0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904832,Khéphren Thuram,Juventus,khephren thuram,6.9657142857143,35,30,2453,3,3.0857,3,3.60350847,4,3,50,15,6.0,1308,1507,86.79495686795,42,74,56.756756756757,24,393,41,70,23,37,62.162162162162,17,3,17.647058823529,1875,283,13,120,15,95,55.232558139535,37,36,50.684931506849,132,53.877551020408,60,32,53.333333333333,12,29,14,9,0,0,14,38,12,2,0,0,0,0,9,25,0,0,21,4,0,0,0,0,0,0,0
363860,Manuel Locatelli,Juventus,manuel locatelli,7.7166666666667,36,36,3004,1,2.7564,2,5.029511,5,1,46,12,2.1739130434783,2473,2805,88.163992869875,191,321,59.501557632399,47,769,158,280,10,18,55.555555555556,19,5,26.315789473684,3324,403,18,180,16,153,60.956175298805,37,30,55.223880597015,190,59.748427672956,102,70,68.627450980392,39,75,14,23,2,3,24,55,44,9,0,0,0,0,10,28,0,0,22,6,0,0,0,0,0,0,0
881931,Weston McKennie,Juventus,weston mckennie,6.8794117647059,36,32,2841,5,7.5403,5,6.06419665,6,11,43,16,11.627906976744,987,1187,83.150800336984,35,52,67.307692307692,48,419,48,81,17,33,51.515151515152,35,6,17.142857142857,1744,356,13,106,16,68,44.444444444444,46,38,54.761904761905,114,48.101265822785,40,24,60.0,25,49,7,8,2,1,11,44,11,5,0,0,0,0,11,31,0,0,25,6,0,0,0,0,0,0,0
803033,Teun Koopmeiners,Juventus,teun koopmeiners,6.740625,33,18,1829,0,1.5033,0,1.34503373,0,2,28,7,0.0,1053,1161,90.697674418605,41,72,56.944444444444,17,257,26,59,5,9,55.555555555556,47,12,25.531914893617,1465,178,6,78,3,48,46.601941747573,32,23,58.181818181818,80,50.632911392405,33,12,36.363636363636,18,39,12,7,0,2,17,33,11,5,0,0,0,0,3,22,0,0,17,5,0,0,0,0,0,0,0
917048,Andrea Cambiaso,Juventus,andrea cambiaso,6.8861111111111,36,35,2794,3,2.9458,4,5.51804084,12,2,26,13,11.538461538462,1360,1545,88.025889967638,55,87,63.218390804598,56,415,46,85,9,27,33.333333333333,123,32,26.016260162602,2193,379,14,168,22,91,51.412429378531,9,16,36.0,100,49.50495049505,61,40,65.573770491803,20,20,3,7,1,3,20,29,21,3,1,0,0,0,3,26,0,0,24,2,0,0,0,0,0,0,0
1149288,Vasilije Adžić,Juventus,vasilije adzic,6.59,10,1,193,1,0.2299,0,0.23095471,0,0,6,4,16.666666666667,86,100,86.0,4,6,66.666666666667,4,31,1,4,1,7,14.285714285714,5,0,0.0,147,30,3,15,2,7,35.0,1,7,12.5,8,28.571428571429,4,2,50.0,2,3,1,0,1,1,2,3,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
1010223,Fabio Miretti,Juventus,fabio miretti,6.6428571428571,23,5,631,1,2.1167,2,1.80808223,2,1,18,5,5.5555555555556,325,379,85.751978891821,13,27,48.148148148148,12,130,16,29,7,19,36.842105263158,16,4,25.0,538,108,13,42,13,33,43.421052631579,3,7,30.0,36,41.860465116279,19,8,42.105263157895,3,6,6,0,0,1,6,15,7,1,0,0,0,0,1,6,0,0,6,0,0,0,0,0,0,0,0
