squad,gw,date,home_away,opponent,gf,ga,score,result
Sporting CP,1,2025-08-08,A,Casa Pia,2,0,2:0,W
Sporting CP,2,2025-08-17,H,Arouca,6,0,6:0,W
Sporting CP,3,2025-08-23,A,Nacional,4,1,4:1,W
Sporting CP,4,2025-08-30,H,Porto,1,2,1:2,L
Sporting CP,5,2025-09-13,A,Famalicão,2,1,2:1,W
Sporting CP,6,2025-09-22,H,Moreirense,3,0,3:0,W
Sporting CP,7,2025-09-27,A,Estoril,1,0,1:0,W
Sporting CP,8,2025-10-05,H,Braga,1,1,1:1,D
Sporting CP,9,2025-10-26,A,Tondela,3,0,3:0,W
Sporting CP,10,2025-10-31,H,Alverca,2,0,2:0,W
Sporting CP,11,2025-11-08,A,Santa Clara,2,1,2:1,W
Sporting CP,12,2025-11-30,H,Estrela,4,0,4:0,W
Sporting CP,13,2025-12-05,A,Benfica,1,1,1:1,D
Sporting CP,14,2025-12-13,H,AVS Futebol,6,0,6:0,W
Sporting CP,15,2025-12-23,A,Vit. Guimarães,4,1,4:1,W
Sporting CP,16,2025-12-28,H,Rio Ave,4,0,4:0,W
Sporting CP,17,2026-01-02,A,Gil Vicente FC,1,1,1:1,D
Sporting CP,18,2026-01-16,H,Casa Pia,3,0,3:0,W
Sporting CP,19,2026-01-24,A,Arouca,2,1,2:1,W
Sporting CP,20,2026-02-01,H,Nacional,2,1,2:1,W
Sporting CP,21,2026-02-09,A,Porto,1,1,1:1,D
Sporting CP,22,2026-02-15,H,Famalicão,1,0,1:0,W
Sporting CP,23,2026-02-21,A,Moreirense,3,0,3:0,W
Sporting CP,24,2026-02-27,H,Estoril,3,0,3:0,W
Sporting CP,25,2026-03-07,A,Braga,2,2,2:2,D
Sporting CP,26,2026-04-29,H,Tondela,2,2,2:2,D
Sporting CP,27,2026-03-22,A,Alverca,4,1,4:1,W
Sporting CP,28,2026-04-03,H,Santa Clara,4,2,4:2,W
Sporting CP,29,2026-04-11,A,Estrela,1,0,1:0,W
Sporting CP,30,2026-04-19,H,Benfica,1,2,1:2,L
Sporting CP,31,2026-04-26,A,AVS Futebol,1,1,1:1,D
Sporting CP,32,2026-05-04,H,Vit. Guimarães,5,1,5:1,W
Sporting CP,33,2026-05-11,A,Rio Ave,4,1,4:1,W
Sporting CP,34,2026-05-16,H,Gil Vicente FC,3,0,3:0,W
Tondela,1,2025-08-10,A,Braga,0,3,0:3,L
Tondela,2,2025-08-16,H,Famalicão,0,1,0:1,L
Tondela,3,2025-08-23,A,Benfica,0,3,0:3,L
Tondela,4,2025-08-31,H,Estoril,2,2,2:2,D
Tondela,5,2025-09-12,A,Alverca,0,1,0:1,L
Tondela,6,2025-09-21,H,Estrela,0,0,0:0,D
Tondela,7,2025-09-27,A,Santa Clara,2,1,2:1,W
Tondela,8,2025-10-05,A,Rio Ave,0,3,0:3,L
Tondela,9,2025-10-26,H,Sporting CP,0,3,0:3,L
Tondela,10,2025-11-02,A,AVS Futebol,2,2,2:2,D
Tondela,11,2025-11-08,H,Vit. Guimarães,0,1,0:1,L
Tondela,12,2025-11-29,A,Gil Vicente FC,1,0,1:0,W
Tondela,13,2025-12-07,H,Porto,0,2,0:2,L
Tondela,14,2025-12-15,A,Nacional,1,3,1:3,L
Tondela,15,2025-12-21,H,Casa Pia,1,2,1:2,L
Tondela,16,2026-01-11,A,Moreirense,0,1,0:1,L
Tondela,17,2026-01-03,H,Arouca,3,1,3:1,W
Tondela,18,2026-01-18,H,Braga,0,1,0:1,L
Tondela,19,2026-01-25,A,Famalicão,0,3,0:3,L
Tondela,20,2026-02-01,H,Benfica,0,0,0:0,D
Tondela,21,2026-02-07,A,Estoril,2,2,2:2,D
Tondela,22,2026-02-13,H,Alverca,1,1,1:1,D
Tondela,23,2026-02-20,A,Estrela,2,0,2:0,W
Tondela,24,2026-03-01,H,Santa Clara,2,2,2:2,D
Tondela,25,2026-03-09,H,Rio Ave,0,1,0:1,L
Tondela,26,2026-04-29,A,Sporting CP,2,2,2:2,D
Tondela,27,2026-03-21,H,AVS Futebol,0,0,0:0,D
Tondela,28,2026-04-03,A,Vit. Guimarães,0,5,0:5,L
Tondela,29,2026-04-13,H,Gil Vicente FC,2,2,2:2,D
Tondela,30,2026-04-19,A,Porto,0,2,0:2,L
Tondela,31,2026-04-25,H,Nacional,0,2,0:2,L
Tondela,32,2026-05-03,A,Casa Pia,1,0,1:0,W
Tondela,33,2026-05-11,H,Moreirense,2,0,2:0,W
Tondela,34,2026-05-16,A,Arouca,1,3,1:3,L
Vit. Guimarães,1,2025-08-11,A,Porto,0,3,0:3,L
Vit. Guimarães,2,2025-08-16,H,Estoril,3,2,3:2,W
Vit. Guimarães,3,2025-08-23,A,Moreirense,0,2,0:2,L
Vit. Guimarães,4,2025-08-30,H,Arouca,1,1,1:1,D
Vit. Guimarães,5,2025-09-14,A,Estrela,2,0,2:0,W
Vit. Guimarães,6,2025-09-20,H,Braga,1,1,1:1,D
Vit. Guimarães,7,2025-09-28,A,Alverca,0,2,0:2,L
Vit. Guimarães,8,2025-10-04,H,Santa Clara,2,1,2:1,W
Vit. Guimarães,9,2025-10-26,A,Famalicão,0,2,0:2,L
Vit. Guimarães,10,2025-11-01,H,Benfica,0,3,0:3,L
Vit. Guimarães,11,2025-11-08,A,Tondela,1,0,1:0,W
Vit. Guimarães,12,2025-11-28,H,AVS Futebol,4,0,4:0,W
Vit. Guimarães,13,2025-12-08,H,Gil Vicente FC,0,0,0:0,D
Vit. Guimarães,14,2025-12-13,A,Rio Ave,1,0,1:0,W
Vit. Guimarães,15,2025-12-23,H,Sporting CP,1,4,1:4,L
Vit. Guimarães,16,2025-12-28,A,Casa Pia,0,0,0:0,D
Vit. Guimarães,17,2026-01-02,H,Nacional,2,1,2:1,W
Vit. Guimarães,18,2026-01-18,H,Porto,0,1,0:1,L
Vit. Guimarães,19,2026-01-24,A,Estoril,2,4,2:4,L
Vit. Guimarães,20,2026-01-30,H,Moreirense,1,0,1:0,W
Vit. Guimarães,21,2026-02-07,A,Arouca,2,3,2:3,L
Vit. Guimarães,22,2026-02-14,H,Estrela,2,1,2:1,W
Vit. Guimarães,23,2026-02-21,A,Braga,2,3,2:3,L
Vit. Guimarães,24,2026-02-28,H,Alverca,1,1,1:1,D
Vit. Guimarães,25,2026-03-08,A,Santa Clara,0,2,0:2,L
Vit. Guimarães,26,2026-03-14,H,Famalicão,1,2,1:2,L
Vit. Guimarães,27,2026-03-21,A,Benfica,0,3,0:3,L
Vit. Guimarães,28,2026-04-03,H,Tondela,5,0,5:0,W
Vit. Guimarães,29,2026-04-11,A,AVS Futebol,1,1,1:1,D
Vit. Guimarães,30,2026-04-18,A,Gil Vicente FC,1,0,1:0,W
Vit. Guimarães,31,2026-04-25,H,Rio Ave,2,0,2:0,W
Vit. Guimarães,32,2026-05-04,A,Sporting CP,1,5,1:5,L
Vit. Guimarães,33,2026-05-11,H,Casa Pia,0,1,0:1,L
Vit. Guimarães,34,2026-05-16,A,Nacional,0,2,0:2,L
