detected_at,squad,player,norm_key,tm_id,contract_until,tm_photo,source,joined_date,contract_signal
2026-07-09T08:39:31,Bournemouth,Bafodé Diakité,bafode diakite,463605,2030-06-30,https://img.a.transfermarkt.technology/portrait/medium/463605-1666691072.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2025-08-13,
2026-07-09T08:39:31,Bournemouth,James Hill,james hill,611793,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/611793-1774469525.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2022-01-05,
2026-07-09T08:39:31,Bournemouth,Veljko Milosavljevic,veljko milosavljevic,989112,2030-06-30,https://img.a.transfermarkt.technology/portrait/medium/989112-1756755375.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2025-09-01,
2026-07-09T08:39:31,Bournemouth,Matai Akinmboni,matai akinmboni,994604,2027-06-30,https://img.a.transfermarkt.technology/portrait/medium/994604-1709490110.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2025-01-03,
2026-07-09T08:39:31,Bournemouth,Adrien Truffert,adrien truffert,654539,2030-06-30,https://img.a.transfermarkt.technology/portrait/medium/654539-1754901329.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2025-07-01,
2026-07-09T08:39:31,Bournemouth,Julio Soler,julio soler,1009658,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/1009658-1721934099.png?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2025-01-07,
2026-07-09T08:39:31,Bournemouth,Álex Jiménez,alex jimenez,741257,2026-07-01,https://img.a.transfermarkt.technology/portrait/medium/741257-1751532035.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2026-07-01,NEW
2026-07-09T08:39:31,Bournemouth,Julián Araujo,julian araujo,513970,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/513970-1771532648.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2024-08-13,
2026-07-09T08:39:31,Bournemouth,Max Aarons,max aarons,471690,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/471690-1736520346.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2023-08-10,
2026-07-09T08:39:31,Bournemouth,Adam Smith,adam smith,61841,2027-06-30,https://img.a.transfermarkt.technology/portrait/medium/61841-1737920848.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2014-01-28,
2026-07-09T08:39:31,Bournemouth,Tyler Adams,tyler adams,332705,2028-06-30,https://img.a.transfermarkt.technology/portrait/medium/332705-1754244571.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2023-08-20,
2026-07-09T08:39:31,Bournemouth,Ben Winterburn,ben winterburn,854721,2027-06-30,https://img.a.transfermarkt.technology/portrait/medium/854721-1746642717.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2025-01-01,
2026-07-09T08:39:31,Bournemouth,Alex Scott,alex scott,855256,2028-06-30,https://img.a.transfermarkt.technology/portrait/medium/855256-1656922605.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2023-08-10,
2026-07-09T08:39:31,Bournemouth,Alex Tóth,alex toth,998101,2031-06-30,https://img.a.transfermarkt.technology/portrait/medium/998101-1763730106.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2026-01-20,
2026-07-09T08:39:31,Bournemouth,Lewis Cook,lewis cook,249089,2028-06-30,https://img.a.transfermarkt.technology/portrait/medium/249089-1700671190.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2016-07-08,
2026-07-09T08:39:31,Bournemouth,Ryan Christie,ryan christie,188077,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/188077-1697450633.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2021-08-31,
2026-07-09T08:39:31,Bournemouth,Marcus Tavernier,marcus tavernier,399434,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/399434-1700650360.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2022-08-01,
2026-07-09T08:39:31,Bournemouth,Justin Kluivert,justin kluivert,330659,2028-06-30,https://img.a.transfermarkt.technology/portrait/medium/330659-1779893085.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2023-07-01,
2026-07-09T08:39:31,Bournemouth,Amine Adli,amine adli,532776,2030-06-30,https://img.a.transfermarkt.technology/portrait/medium/532776-1689710574.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2025-08-21,
2026-07-09T08:39:31,Bournemouth,Rayan,rayan,1012564,2031-06-30,https://img.a.transfermarkt.technology/portrait/medium/1012564-1780390891.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2026-01-27,
2026-07-09T08:39:31,Bournemouth,Ben Gannon-Doak,ben gannon-doak,719673,2030-06-30,https://img.a.transfermarkt.technology/portrait/medium/719673-1780071350.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2025-08-18,
2026-07-09T08:39:31,Bournemouth,David Brooks,david brooks,277033,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/277033-1700650102.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2018-07-01,
2026-07-09T08:39:31,Bournemouth,Junior Kroupi,junior kroupi,955357,2030-06-30,https://img.a.transfermarkt.technology/portrait/medium/955357-1727784350.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2025-02-03,
2026-07-09T08:39:31,Bournemouth,Evanilson,evanilson,711337,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/711337-1737452098.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2024-08-16,
2026-07-09T08:39:31,Bournemouth,Enes Ünal,enes unal,251106,2028-06-30,https://img.a.transfermarkt.technology/portrait/medium/251106-1669365680.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2024-07-01,
2026-07-09T08:39:31,Bournemouth,Daniel Jebbison,daniel jebbison,746740,2028-06-30,https://img.a.transfermarkt.technology/portrait/medium/746740-1743015657.jpg?lm=1,https://www.transfermarkt.com/afc-bournemouth/kader/verein/989/plus/1,2024-07-10,
2026-07-09T08:39:36,Brentford,Caoimhín Kelleher,caoimhin kelleher,340918,2030-06-30,https://img.a.transfermarkt.technology/portrait/medium/340918-1708933663.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2025-07-01,
2026-07-09T08:39:36,Brentford,Hákon Valdimarsson,hakon valdimarsson,488935,2030-06-30,https://img.a.transfermarkt.technology/portrait/medium/488935-1689319830.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2024-01-26,
2026-07-09T08:39:36,Brentford,Matthew Cox,matthew cox,741236,2028-06-30,https://img.a.transfermarkt.technology/portrait/medium/741236-1754901218.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2022-07-01,
2026-07-09T08:39:36,Brentford,Ellery Balcombe,ellery balcombe,456292,2027-06-30,https://img.a.transfermarkt.technology/portrait/medium/456292-1659706694.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2018-07-01,
2026-07-09T08:39:36,Brentford,Julian Eyestone,julian eyestone,1008553,2031-06-30,https://img.a.transfermarkt.technology/portrait/medium/1008553-1721505368.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2025-07-04,
2026-07-09T08:39:36,Brentford,Sepp van den Berg,sepp van den berg,541231,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/541231-1692000386.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2024-08-22,
2026-07-09T08:39:36,Brentford,Nathan Collins,nathan collins,469050,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/469050-1688381729.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2023-07-04,
2026-07-09T08:39:36,Brentford,Jannik Schuster,jannik schuster,915418,2031-06-30,https://img.a.transfermarkt.technology/portrait/medium/915418-1754993245.png?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2026-07-01,NEW
2026-07-09T08:39:36,Brentford,Kristoffer Ajer,kristoffer ajer,328658,2030-06-30,https://img.a.transfermarkt.technology/portrait/medium/328658-1700649482.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2021-07-21,
2026-07-09T08:39:36,Brentford,Ethan Pinnock,ethan pinnock,442248,2027-06-30,https://img.a.transfermarkt.technology/portrait/medium/442248-1719836196.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2019-07-02,
2026-07-09T08:39:36,Brentford,Ji-soo Kim,ji-soo kim,709767,2027-06-30,https://img.a.transfermarkt.technology/portrait/medium/709767-1754511861.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2024-07-01,
2026-07-09T08:39:36,Brentford,Benjamin Arthur,benjamin arthur,1144158,2031-06-30,https://img.a.transfermarkt.technology/portrait/medium/1144158-1746643399.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2025-07-04,
2026-07-09T08:39:36,Brentford,Rico Henry,rico henry,339556,2027-06-30,https://img.a.transfermarkt.technology/portrait/medium/339556-1684771012.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2016-08-31,
2026-07-09T08:39:36,Brentford,Jayden Meghoma,jayden meghoma,954104,2028-06-30,https://img.a.transfermarkt.technology/portrait/medium/954104-1725051533.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2024-08-30,
2026-07-09T08:39:36,Brentford,Michael Kayode,michael kayode,823486,2032-06-30,https://img.a.transfermarkt.technology/portrait/medium/823486-1725531169.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2025-07-01,
2026-07-09T08:39:36,Brentford,Aaron Hickey,aaron hickey,591949,2028-06-30,https://img.a.transfermarkt.technology/portrait/medium/591949-1780070754.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2022-07-09,
2026-07-09T08:39:36,Brentford,Vitaly Janelt,vitaly janelt,270171,2030-06-30,https://img.a.transfermarkt.technology/portrait/medium/270171-1649932358.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2020-10-03,
2026-07-09T08:39:36,Brentford,Yunus Konak,yunus konak,1141628,2029-06-30,https://img.a.transfermarkt.technology/portrait/medium/1141628-1746436952.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2024-01-11,
2026-07-09T08:39:36,Brentford,Jordan Henderson,jordan henderson,61651,2027-06-30,https://img.a.transfermarkt.technology/portrait/medium/61651-1662621084.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2025-07-15,
2026-07-09T08:39:36,Brentford,Yegor Yarmolyuk,yegor yarmolyuk,717411,2031-06-30,https://img.a.transfermarkt.technology/portrait/medium/717411-1740606151.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2023-07-01,
2026-07-09T08:39:36,Brentford,Mathias Jensen,mathias jensen,319859,2027-06-30,https://img.a.transfermarkt.technology/portrait/medium/319859-1684771732.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2019-07-10,
2026-07-09T08:39:36,Brentford,Josh Dasilva,josh dasilva,340321,2027-06-30,https://img.a.transfermarkt.technology/portrait/medium/340321-1769112312.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2025-10-23,
2026-07-09T08:39:36,Brentford,Keane Lewis-Potter,keane lewis-potter,644401,2031-06-30,https://img.a.transfermarkt.technology/portrait/medium/644401-1767003558.jpg?lm=1,https://www.transfermarkt.com/fc-brentford/kader/verein/1148/plus/1,2022-07-12,
