norm_key,name,team,n_points,gw,gh,grid
alex scott,Alex Scott,Bournemouth,1947,12,8,28 22 33 52 43 41 43 78 43 30 13 15 15 15 20 61 65 63 63 78 57 28 11 7 17 28 46 83 96 70 100 93 83 30 11 20 43 61 37 76 57 74 83 57 59 30 17 17 61 54 35 91 74 65 80 72 72 37 13 17 11 26 35 98 96 65 100 83 93 37 20 9 13 7 13 52 52 43 78 72 59 35 9 2 2 15 4 35 22 13 30 54 33 24 7 2
tyler adams,Tyler Adams,Bournemouth,1299,12,8,9 13 11 32 15 17 17 23 17 0 2 0 6 19 13 30 36 32 36 40 32 0 4 2 28 30 19 60 66 45 77 51 30 6 4 6 11 30 11 68 40 55 53 28 28 11 4 0 13 36 38 98 49 51 66 38 43 13 9 2 15 21 45 60 66 60 79 100 34 17 0 0 17 17 28 40 68 64 74 72 62 19 0 0 4 9 6 19 13 13 34 47 28 11 2 0
marcus tavernier,Marcus Tavernier,Bournemouth,1718,12,8,2 16 14 24 43 33 51 61 65 27 27 8 6 4 12 22 31 22 24 43 78 33 24 6 16 16 18 49 20 24 43 63 80 29 16 24 16 14 14 20 22 29 31 37 47 57 16 12 14 31 14 39 20 45 35 41 69 41 35 14 22 4 18 43 47 45 51 55 80 65 51 51 2 18 18 49 59 45 69 82 100 80 47 41 14 12 22 49 49 61 63 88 98 71 29 14
ryan christie,Ryan Christie,Bournemouth,856,12,8,0 3 6 6 15 15 12 15 21 6 3 6 18 6 6 32 26 18 9 41 32 3 3 3 6 12 15 41 35 26 65 50 38 21 9 6 15 35 6 9 32 32 24 32 47 29 12 9 6 21 21 47 24 53 47 41 59 41 21 12 9 15 9 47 50 44 100 68 71 35 18 6 6 6 15 41 71 56 91 79 62 21 15 6 3 9 29 24 26 35 44 29 38 18 21 3
david brooks,David Brooks,Bournemouth,780,12,8,9 6 9 54 54 60 37 89 100 74 26 23 11 6 9 11 11 20 17 40 57 57 37 11 0 11 9 17 14 23 29 37 43 29 46 40 3 0 0 11 3 9 11 17 40 26 29 20 0 9 14 14 11 9 11 17 26 9 29 26 3 9 14 20 14 9 17 20 23 31 14 17 6 9 11 26 14 6 20 31 69 34 43 6 3 3 11 17 31 23 34 37 60 31 26 17
lewis cook,Lewis Cook,Bournemouth,730,12,8,16 20 36 56 92 48 88 100 88 28 4 4 8 12 32 56 40 40 44 64 32 28 12 12 32 24 20 52 52 52 68 68 36 20 4 4 24 36 8 64 44 36 40 64 32 0 0 4 20 48 12 56 44 44 52 32 32 12 4 0 20 16 20 48 56 52 56 44 40 4 0 0 4 0 20 48 28 28 72 52 28 8 4 4 0 4 8 20 28 8 24 12 32 20 8 4
ben winterburn,Ben Winterburn,Bournemouth,3,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
julio soler,Julio Soler,Bournemouth,38,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 12 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 12 12 25 12 0 38 0 0 50 25 0 38 100 12 62 25 0
alex jimenez,Álex Jiménez,Bournemouth,1329,12,8,38 50 69 100 82 83 86 93 67 43 49 12 22 28 33 51 49 29 46 64 50 26 25 28 32 39 38 29 25 24 32 29 31 35 14 18 17 21 15 21 8 12 12 8 17 8 1 6 12 11 1 6 1 3 8 8 12 1 0 1 3 6 1 3 3 1 1 1 1 1 0 3 1 1 0 0 0 1 1 1 6 3 1 1 3 0 0 0 6 1 3 3 1 4 0 0
veljko milosavljevic,Veljko Milosavljević,Bournemouth,268,12,8,4 8 24 48 20 16 12 0 0 8 0 0 8 8 44 56 48 32 16 8 0 0 0 0 16 28 76 100 68 28 36 40 4 4 0 4 12 24 20 48 20 24 4 12 8 0 0 0 8 20 4 20 12 4 0 4 0 0 4 12 8 0 0 12 0 0 12 0 4 0 0 0 0 0 0 4 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bafode diakite,Bafodé Diakité,Bournemouth,887,12,8,2 13 24 35 24 19 26 15 2 4 0 4 13 17 33 63 63 13 43 20 9 4 0 2 13 39 61 100 89 81 57 39 9 6 11 0 19 48 22 63 39 48 39 7 9 0 7 4 19 22 15 46 26 15 11 6 9 0 9 6 6 15 7 28 13 20 20 2 2 2 6 4 6 4 6 19 11 6 7 0 0 0 0 2 2 0 2 9 0 0 6 0 0 0 0 0
adrien truffert,Adrien Truffert,Bournemouth,1776,12,8,0 0 0 0 0 0 2 1 0 0 1 0 1 1 0 4 0 0 0 0 1 3 0 0 5 3 0 1 0 0 3 4 0 3 0 1 9 8 6 1 2 1 3 2 4 0 2 1 38 30 11 19 6 5 10 3 5 10 3 5 22 34 26 36 27 16 16 20 27 20 18 15 40 46 52 65 42 39 41 54 55 57 39 30 22 53 72 100 82 69 91 86 76 75 49 18
james hill,James Hill,Bournemouth,1351,12,8,18 45 45 54 60 34 45 34 20 20 17 3 23 57 55 80 51 34 31 23 15 2 5 3 31 55 65 100 92 60 62 18 6 2 11 5 58 51 38 69 58 46 26 8 5 5 11 5 35 22 25 45 40 22 17 3 3 3 11 20 8 8 9 32 17 5 8 5 0 2 3 6 2 2 6 12 3 6 0 2 0 2 0 3 2 2 0 3 0 0 3 8 2 5 8 6
adam smith,Adam Smith,Bournemouth,590,12,8,30 42 49 98 72 77 100 95 70 35 7 9 26 23 12 44 30 30 28 33 21 7 16 7 19 26 33 21 16 19 19 14 0 7 9 9 35 30 9 7 0 2 14 21 7 0 2 2 5 23 5 2 5 9 5 12 2 0 0 0 2 0 0 0 5 5 2 5 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
dorde petrovic,Đorđe Petrović,Bournemouth,663,12,8,2 2 1 3 0 1 0 0 0 0 0 0 3 9 5 5 1 0 0 0 0 0 0 0 33 36 16 10 1 0 0 0 0 0 0 0 95 88 60 22 0 1 0 0 0 0 0 0 100 93 38 18 2 0 0 0 0 0 0 0 24 31 15 6 1 0 0 0 0 0 1 0 3 3 8 5 2 0 0 0 0 0 0 0 0 5 3 0 0 0 0 0 0 0 0 0
wilson isidor,Wilson Isidor,Sunderland,420,12,8,0 0 0 7 7 0 13 27 40 7 0 7 0 0 7 13 0 20 27 33 60 13 33 13 0 13 0 40 40 33 53 60 80 40 67 33 20 27 33 27 7 33 53 67 73 27 73 40 27 13 7 40 33 7 20 87 47 33 87 53 0 20 33 13 40 20 27 67 60 53 100 33 0 7 20 27 33 20 27 60 73 53 13 13 0 13 0 13 40 27 27 33 53 20 27 13
brian brobbey,Brian Brobbey,Sunderland,670,12,8,0 0 0 10 10 38 19 33 48 14 10 10 0 0 0 10 14 24 10 43 52 19 24 10 14 0 19 5 29 38 48 71 81 76 62 57 14 24 14 10 43 33 67 33 86 52 100 81 24 38 14 24 38 29 71 81 86 100 71 48 5 0 10 19 43 52 62 90 95 43 52 5 0 0 14 5 24 5 48 76 76 62 33 24 10 0 0 24 14 57 43 57 19 33 10 5
romaine mundle,Romaine Mundle,Sunderland,253,12,8,0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 6 0 0 0 0 6 0 0 0 6 6 0 0 0 6 0 0 0 0 0 0 6 0 19 6 6 12 0 6 6 0 6 19 25 0 12 0 6 0 25 31 6 0 12 6 19 31 12 12 44 38 62 44 12 25 12 12 38 38 19 25 44 56 56 50 38 6 12 19 88 75 56 56 100 75 69 62 19
simon adingra,Simon Adingra,Sunderland,364,12,8,0 0 3 3 3 6 10 10 3 13 10 0 0 0 0 6 0 3 0 3 0 0 3 3 0 0 0 0 0 0 6 3 0 0 6 0 6 0 3 0 3 0 3 0 3 0 0 3 6 0 6 0 0 0 6 3 6 6 6 3 6 6 3 3 6 3 13 3 19 32 16 16 6 29 10 19 10 16 3 48 45 55 68 26 16 26 23 29 58 39 65 100 58 74 35 23
granit xhaka,Granit Xhaka,Sunderland,1979,12,8,11 13 8 19 37 19 56 47 32 8 19 6 8 21 24 56 52 50 71 74 60 13 6 5 13 52 40 85 82 63 95 100 50 26 8 2 32 56 26 48 48 58 55 47 37 16 3 2 19 50 34 77 40 60 45 37 26 13 5 2 13 18 29 66 61 56 74 73 77 19 5 5 6 10 15 50 56 39 61 77 50 19 3 5 2 5 10 18 18 15 23 26 11 5 2 0
chemsdine talbi,Chemsdine Talbi,Sunderland,695,12,8,4 12 24 20 32 40 60 76 100 80 44 24 16 24 8 8 44 20 20 56 60 28 40 8 0 24 20 24 12 8 16 36 36 24 12 20 4 0 0 8 16 24 0 8 8 16 12 16 4 32 12 16 12 4 4 4 20 16 28 0 0 16 12 28 12 32 40 64 20 40 52 36 20 20 20 44 32 24 36 52 84 40 80 32 4 20 32 44 68 40 64 84 92 64 32 56
noah sadiki,Noah Sadiki,Sunderland,1529,12,8,7 7 13 26 13 19 20 24 19 2 15 4 6 4 6 19 28 17 20 33 26 7 2 4 9 22 19 31 41 28 37 37 41 19 7 6 6 28 9 37 30 37 43 22 26 20 11 2 7 22 20 46 43 54 41 33 22 35 17 2 19 11 35 57 59 52 65 74 48 30 7 9 19 22 37 56 50 50 78 67 59 50 24 6 13 39 28 76 63 52 67 100 72 37 35 19
habib diarra,Habib Diarra,Sunderland,719,12,8,3 10 13 13 23 32 52 68 42 77 45 42 16 6 10 35 45 39 58 90 100 39 42 29 3 16 16 52 71 58 48 74 55 52 39 16 3 19 10 29 26 39 35 42 48 26 13 13 16 3 10 16 29 32 16 48 26 13 23 6 3 6 3 10 16 16 13 35 26 6 16 3 3 0 3 6 3 13 6 23 29 13 3 13 3 0 3 3 3 6 3 6 13 19 6 10
nilson angulo,Nilson Angulo,Sunderland,223,12,8,8 15 8 23 23 8 23 15 38 23 15 23 0 8 0 23 0 8 0 23 31 15 31 15 23 23 23 8 0 8 23 0 23 0 8 8 15 0 0 8 0 8 0 15 15 0 15 15 31 0 0 15 0 0 0 0 54 8 0 23 23 23 31 15 8 0 0 8 38 15 23 54 8 8 15 23 38 8 23 31 92 15 38 8 0 0 8 23 23 54 85 69 100 46 8 8
enzo le fee,Enzo Le Fée,Sunderland,1741,12,8,2 12 10 22 47 22 22 63 61 73 22 6 16 12 14 27 35 27 22 45 49 27 24 22 8 6 24 47 51 29 57 63 35 35 16 14 6 12 14 33 16 33 27 41 31 29 14 8 16 31 39 51 45 33 33 37 43 41 6 10 18 20 43 76 55 45 61 65 53 55 24 27 33 20 41 61 63 51 63 96 76 65 33 22 20 31 37 59 80 55 80 100 73 61 51 20
chris rigg,Chris Rigg,Sunderland,361,12,8,4 9 30 52 57 39 35 78 100 65 30 9 17 13 17 35 43 22 39 57 52 52 26 13 4 4 17 13 35 9 52 57 48 30 35 9 13 30 9 9 4 13 4 13 4 30 30 4 0 9 4 0 13 13 30 4 9 13 17 4 0 0 0 0 0 9 0 0 13 4 4 0 0 4 0 9 0 4 0 4 0 0 0 0 4 4 4 0 4 0 0 4 0 4 0 0
jocelin ta bi,Jocelin Ta Bi,Sunderland,18,12,8,0 33 0 33 33 100 0 33 67 0 0 33 0 33 0 0 0 33 0 0 0 0 67 33 0 0 0 0 0 0 33 0 0 0 0 33 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
reinildo mandava,Reinildo Mandava,Sunderland,1135,12,8,0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 3 3 0 0 0 0 1 0 1 6 0 1 10 4 1 0 0 0 11 13 3 7 3 3 10 11 7 3 3 3 31 25 3 13 10 14 13 15 10 0 4 3 20 34 25 38 20 20 35 28 23 7 7 4 35 38 45 61 59 46 69 49 34 23 10 10 18 35 59 100 83 56 80 69 48 35 14 8
arthur masuaku,Arthur Masuaku,Sunderland,99,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 9 0 0 0 0 0 0 0 0 0 0 0 9 18 18 18 9 18 0 0 0 0 9 0 18 45 18 45 45 0 45 18 18 18 0 0 9 27 36 36 100 36 64 82 64 18 27 9
omar alderete,Omar Alderete,Sunderland,1581,12,8,4 3 3 6 1 1 0 3 1 1 9 0 1 4 4 12 1 4 1 1 4 3 1 1 9 10 12 16 10 12 15 6 6 9 9 9 41 37 16 49 19 29 25 15 4 3 16 9 71 68 40 66 57 59 40 21 9 3 18 15 41 43 59 99 100 71 50 34 12 6 9 10 28 49 75 90 85 72 59 29 21 7 1 6 16 32 49 72 53 38 40 26 13 3 1 1
nordi mukiele,Nordi Mukiele,Sunderland,1748,12,8,40 63 69 97 85 57 79 94 76 75 59 22 32 40 60 79 72 66 54 59 49 40 22 24 49 32 60 100 84 34 62 18 13 24 16 18 53 40 19 51 22 24 28 10 7 9 9 15 26 21 13 28 16 16 13 10 3 1 4 12 3 4 6 9 10 6 10 4 4 7 12 10 4 3 3 1 4 3 3 4 3 7 10 7 6 0 0 1 0 0 3 1 7 13 15 7
daniel ballard,Daniel Ballard,Sunderland,1373,12,8,10 24 18 51 19 29 18 15 3 1 1 0 21 34 51 87 57 26 50 19 9 3 0 0 29 50 72 100 85 71 60 38 9 9 15 13 72 51 32 69 56 38 31 12 4 6 32 10 40 37 19 43 22 18 19 7 7 7 32 26 3 3 25 28 21 12 3 4 0 0 16 24 1 4 3 13 16 3 6 4 0 1 1 1 0 1 6 7 3 6 4 1 1 1 1 0
trai hume,Trai Hume,Sunderland,1674,12,8,25 44 44 70 70 52 67 100 84 47 27 16 22 31 19 50 53 33 61 59 48 36 19 9 34 36 16 28 31 33 36 41 25 20 22 11 23 16 11 19 16 16 19 25 34 16 14 19 39 19 6 12 20 14 22 16 9 14 11 14 27 12 17 33 20 14 14 14 19 3 6 6 27 19 17 39 36 28 25 27 22 14 3 5 19 22 39 44 38 28 47 31 33 14 8 5
jenson seelt,Jenson Seelt,Sunderland,135,12,8,0 0 0 9 18 9 27 9 0 0 0 0 9 9 9 36 91 27 18 9 27 0 0 0 0 36 18 100 64 55 45 18 18 0 0 0 27 18 0 18 9 45 18 18 0 0 0 0 9 9 0 27 27 18 0 0 9 0 0 0 27 9 36 45 18 27 9 9 9 0 0 0 0 0 9 9 36 9 0 0 9 0 0 0 0 0 9 0 0 9 27 0 0 0 0 0
luke o'nien,Luke O'Nien,Sunderland,377,12,8,18 12 47 53 35 29 41 76 41 53 41 12 6 6 24 35 65 71 18 24 18 0 12 0 24 12 41 29 41 24 88 18 6 18 18 0 82 59 29 47 29 29 6 12 6 0 18 24 29 12 41 76 24 6 12 0 0 0 6 0 18 12 35 100 53 29 29 24 0 6 6 6 18 24 12 18 29 18 18 18 0 0 0 0 6 0 6 18 12 24 12 12 6 12 29 12
robin roefs,Robin Roefs,Sunderland,956,12,8,0 3 2 5 3 0 0 0 0 0 0 0 3 7 6 7 2 1 0 0 0 0 0 0 32 45 21 18 6 1 0 0 0 0 0 0 94 70 61 40 6 1 0 0 0 0 0 0 100 96 68 53 7 3 0 0 0 0 0 0 43 56 32 33 13 2 0 0 0 0 0 0 15 13 10 9 3 0 0 0 0 0 0 0 5 5 7 2 4 0 0 0 0 0 0 0
melker ellborg,Melker Ellborg,Sunderland,149,12,8,0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 7 0 0 0 0 0 0 0 18 29 11 11 0 0 0 0 0 0 0 0 93 50 18 7 4 0 0 0 0 0 0 0 100 43 36 21 7 0 0 0 0 0 0 0 11 32 14 7 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
danny welbeck,Danny Welbeck,Brighton & Hove Albion,876,12,8,3 3 3 21 26 29 35 24 26 41 12 3 6 0 3 9 21 24 21 32 50 15 0 3 0 9 0 21 32 56 44 53 100 35 26 18 32 6 0 12 26 38 47 62 76 59 74 35 26 6 9 29 24 68 50 32 38 50 74 62 3 6 15 21 44 50 32 62 56 35 50 26 3 0 0 32 38 35 18 26 50 12 24 12 0 3 3 24 21 12 12 26 35 38 12 3
charalampos kostoulas,Charalampos Kostoulas,Brighton & Hove Albion,330,12,8,0 0 0 25 33 8 8 42 42 8 25 25 0 0 0 8 8 25 8 58 75 8 33 33 0 0 8 8 25 17 33 33 50 58 50 33 17 0 8 33 58 25 8 8 67 50 100 42 25 8 0 17 17 58 25 50 100 75 100 42 8 8 0 8 33 58 50 42 92 25 25 17 0 8 0 17 58 50 42 58 42 25 8 33 17 42 25 42 33 17 17 58 17 17 17 17
stefanos tzimas,Stefanos Tzimas,Brighton & Hove Albion,80,12,8,0 0 0 20 0 0 0 20 20 20 40 80 0 0 20 0 0 0 20 0 0 40 100 20 0 0 0 0 0 40 20 0 20 0 20 20 20 0 0 20 60 40 20 60 60 0 60 20 40 0 0 0 20 60 0 0 40 0 40 20 20 0 0 20 40 60 0 20 20 0 20 20 0 0 40 20 20 0 20 40 20 0 40 0 0 40 0 0 0 0 20 0 0 20 0 0
carlos baleba,Carlos Baleba,Brighton & Hove Albion,1138,12,8,11 8 8 35 24 8 27 51 32 5 5 3 5 19 14 49 49 30 46 57 38 11 3 0 16 19 43 78 76 89 89 84 73 16 0 0 24 30 16 81 84 100 95 62 70 35 0 3 30 35 24 86 73 84 89 70 89 14 5 3 14 27 19 51 92 51 76 54 41 3 5 3 0 8 3 41 30 30 32 32 38 5 3 0 5 11 5 14 11 5 11 22 3 3 3 3
kaoru mitoma,Kaoru Mitoma,Brighton & Hove Albion,910,12,8,0 0 0 9 2 5 2 0 0 5 9 2 0 0 0 2 7 7 0 0 0 2 5 0 0 2 2 2 5 9 16 14 16 11 2 7 5 0 5 2 2 5 20 16 16 18 9 5 9 9 9 20 14 20 30 27 25 25 23 20 5 27 16 20 30 34 43 30 57 50 75 32 5 23 9 34 52 30 39 52 77 100 70 66 0 14 16 39 45 55 70 89 91 100 57 41
facundo buonanotte,Facundo Buonanotte,Brighton & Hove Albion,66,12,8,0 0 0 0 20 20 0 60 0 20 0 20 0 0 0 0 20 20 80 40 20 0 20 0 0 0 0 0 0 20 0 80 40 20 20 0 0 0 0 20 20 20 40 40 60 40 40 0 60 0 0 0 0 0 0 0 100 0 20 0 0 0 0 0 0 40 20 0 80 20 20 20 0 0 0 20 0 20 0 0 20 0 40 0 0 0 20 0 0 0 0 0 0 0 0 20
diego gomez,Diego Gómez,Brighton & Hove Albion,1347,12,8,7 26 31 62 64 62 40 76 79 64 24 33 19 12 17 40 38 52 60 100 76 24 31 17 14 26 24 33 64 48 57 69 55 50 33 29 7 19 14 43 38 19 48 52 57 33 36 36 26 17 14 43 38 40 60 40 36 33 26 17 5 10 7 19 57 38 45 57 55 26 17 10 12 19 17 29 64 21 29 40 31 14 7 2 0 5 12 31 29 10 24 36 43 21 10 7
yasin ayari,Yasin Ayari,Brighton & Hove Albion,1321,12,8,2 9 4 16 27 11 18 24 22 9 2 4 4 7 13 29 38 22 33 49 33 7 7 2 16 22 20 51 76 62 71 62 51 24 9 2 9 31 29 69 71 56 60 42 36 29 11 2 13 38 31 100 67 84 73 62 44 29 24 7 9 29 22 80 82 78 71 76 64 24 13 13 7 4 22 38 51 31 47 47 44 18 0 2 0 7 11 18 22 13 24 29 20 24 11 4
yankuba minteh,Yankuba Minteh,Brighton & Hove Albion,1308,12,8,11 18 13 25 49 51 67 89 93 84 51 20 7 13 27 31 38 29 45 49 64 73 100 38 2 11 15 16 20 20 20 36 40 51 75 56 2 2 4 9 5 0 13 15 27 2 35 13 0 2 4 0 4 7 9 9 18 13 15 18 4 5 7 7 11 5 15 9 9 27 20 31 5 7 7 7 15 20 18 25 27 22 58 47 5 11 9 11 9 18 22 62 40 51 38 20
pascal gross,Pascal Groß,Brighton & Hove Albion,1329,12,8,5 8 11 16 21 29 45 47 61 45 21 13 3 18 0 32 37 55 47 61 66 26 42 29 3 11 16 61 66 71 63 53 50 42 26 13 24 29 24 39 55 42 32 37 37 18 11 13 5 29 32 66 47 32 37 45 26 26 24 3 3 16 32 61 50 76 74 61 47 55 13 11 11 13 21 71 71 55 84 100 97 34 24 34 5 5 11 37 34 47 50 55 66 74 42 16
matt o'riley,Matt O'Riley,Brighton & Hove Albion,117,12,8,0 0 0 38 0 50 38 75 62 0 25 38 0 0 12 25 38 12 25 38 25 38 25 0 0 12 25 38 88 100 100 12 50 25 25 0 0 0 0 25 0 12 12 0 12 12 12 0 0 0 0 0 0 25 12 0 50 0 25 12 0 0 12 0 12 12 12 12 25 0 0 0 12 0 0 0 0 0 12 0 25 0 0 25 0 0 12 0 0 0 0 0 12 25 0 0
georginio rutter,Georginio Rutter,Brighton & Hove Albion,1005,12,8,3 17 3 41 41 34 45 90 76 31 52 28 7 3 3 31 38 76 62 48 76 62 17 45 3 14 10 31 38 66 83 97 100 79 45 28 38 21 0 31 31 55 62 76 79 52 52 28 21 10 10 28 28 48 48 38 48 41 76 34 7 10 3 24 24 24 34 52 55 48 38 48 0 10 10 45 28 31 21 41 62 52 41 38 3 0 7 10 34 17 14 24 41 34 31 21
brajan gruda,Brajan Gruda,Brighton & Hove Albion,478,12,8,12 8 4 42 25 21 46 100 71 83 38 46 0 17 17 21 25 21 25 42 83 58 62 21 4 0 12 17 25 21 46 33 92 50 38 12 0 8 0 4 12 25 38 38 50 42 21 4 0 4 17 4 12 29 12 25 12 21 4 8 0 4 25 12 12 29 12 29 29 25 8 8 0 4 0 4 12 12 0 17 21 17 8 8 0 0 0 4 21 4 0 0 12 8 8 4
jack hinshelwood,Jack Hinshelwood,Brighton & Hove Albion,906,12,8,0 6 15 29 50 35 50 29 24 21 24 24 9 12 18 15 29 24 50 41 41 29 12 6 6 15 21 59 71 59 50 100 56 12 18 21 24 26 24 44 47 29 38 50 41 35 47 26 18 29 21 47 62 41 41 29 38 24 24 32 18 3 21 41 65 41 41 59 41 26 18 12 12 6 12 32 21 18 29 29 26 29 12 6 0 0 6 18 12 12 9 15 24 18 9 12
tom watson,Tom Watson,Brighton & Hove Albion,37,12,8,0 0 67 0 33 0 0 33 0 33 0 0 0 0 0 0 0 0 0 100 67 33 0 0 0 0 0 67 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 0 0 0 33 0 33 0 0 0 67 33 33 0 0 0 0 0 33 0 0 0 0 33 33 0 0 0 0 0 0 33 33 0 33 67 67 33 0 0 0 0 0 0 0 33 33 33 33 0 0
maxim de cuyper,Maxim De Cuyper,Brighton & Hove Albion,948,12,8,0 0 2 4 2 0 0 4 2 2 6 2 0 2 0 0 0 0 0 2 2 8 4 0 4 2 0 2 4 2 6 8 2 4 2 9 2 6 13 4 6 2 0 9 6 0 6 2 9 13 9 15 13 13 11 6 9 11 15 4 13 34 19 43 43 32 40 26 17 32 19 9 15 23 43 49 79 58 38 57 51 34 45 19 19 42 68 100 83 51 75 75 66 51 34 17
mats wieffer,Mats Wieffer,Brighton & Hove Albion,1284,12,8,25 58 61 100 93 75 72 77 77 46 30 10 25 21 34 55 58 38 45 69 44 30 17 6 21 34 23 48 37 27 30 38 37 27 11 13 27 24 6 27 4 18 7 4 11 7 20 10 15 6 1 6 6 4 4 0 7 3 3 11 3 1 1 4 1 3 3 3 6 3 1 7 0 0 0 8 1 0 4 3 1 1 1 0 0 0 0 0 1 0 1 1 0 3 4 0
lewis dunk,Lewis Dunk,Brighton & Hove Albion,2022,12,8,0 6 5 9 5 1 4 0 3 1 0 2 0 6 5 12 11 3 8 3 2 1 1 0 5 11 16 28 25 20 15 9 2 1 3 0 25 21 17 51 39 29 18 10 2 3 9 9 57 42 52 86 72 54 37 16 2 3 12 12 33 49 66 100 73 61 63 40 13 4 4 3 12 37 44 59 56 48 52 33 17 2 1 1 8 11 22 29 30 17 28 20 9 3 0 0
pascal struijk,Pascal Struijk,Brighton & Hove Albion,1794,12,8,0 2 0 0 0 1 0 0 1 0 0 1 2 0 0 3 2 3 0 0 0 0 0 0 6 2 6 24 18 9 6 10 2 2 9 2 28 25 12 39 20 24 10 15 5 3 17 23 61 48 42 75 52 47 33 15 6 6 20 22 26 34 74 100 82 58 60 27 15 3 14 1 15 47 70 90 91 67 59 53 22 5 2 0 14 28 24 43 48 25 36 24 14 3 2 1
diego coppola,Diego Coppola,Brighton & Hove Albion,163,12,8,12 50 75 88 38 38 75 62 0 0 0 0 50 88 50 100 62 12 38 75 12 12 0 0 62 25 100 62 75 25 100 38 38 0 12 0 50 38 12 38 38 25 12 0 12 0 12 0 12 12 0 25 38 25 0 0 0 0 12 0 12 0 38 0 12 38 12 0 0 0 0 0 0 0 12 25 12 0 0 0 0 0 0 0 0 25 12 0 0 0 0 0 0 0 0 0
igor julio,Igor Júlio,Brighton & Hove Albion,47,12,8,0 25 25 0 0 0 0 0 25 0 0 0 0 25 0 0 0 0 25 0 0 0 0 0 0 25 0 0 0 50 0 0 0 0 0 0 50 100 25 25 50 25 0 25 0 0 0 0 50 75 25 75 50 25 0 0 0 0 0 0 0 0 25 0 50 0 0 0 0 0 0 0 50 0 25 50 25 0 50 25 0 0 0 0 0 0 25 25 0 0 25 0 0 0 0 0
olivier boscagli,Olivier Boscagli,Brighton & Hove Albion,858,12,8,0 2 0 0 8 2 4 2 2 0 0 2 0 4 2 8 2 2 0 2 0 0 0 0 0 6 4 12 20 18 12 10 2 2 0 0 2 6 12 28 22 20 20 14 6 4 0 0 40 30 22 70 62 44 42 30 8 0 0 2 24 28 50 100 72 44 42 30 16 4 6 0 18 36 30 86 88 48 58 44 30 14 6 4 6 10 28 44 34 36 18 24 6 10 8 2
bart verbruggen,Bart Verbruggen,Brighton & Hove Albion,916,12,8,2 2 3 2 0 0 0 0 0 0 0 0 6 12 6 2 4 0 0 0 0 0 0 0 34 47 33 17 6 0 0 0 0 0 0 0 100 83 71 60 4 0 0 0 0 0 0 0 96 85 67 59 4 2 0 0 0 0 0 0 32 40 32 19 7 0 0 0 0 0 0 0 4 8 4 1 0 0 0 0 0 0 0 0 0 4 1 2 1 0 0 0 0 0 0 0
igor thiago,Igor Thiago,Brentford,1433,12,8,3 3 15 13 46 46 31 69 49 51 28 28 3 3 10 23 49 38 33 59 54 56 26 18 13 18 5 46 46 31 51 79 82 41 54 31 54 33 13 46 26 44 69 56 67 28 69 54 54 41 13 33 28 59 59 82 44 49 85 69 15 13 23 28 41 33 51 100 62 33 51 23 10 8 8 13 38 36 56 92 82 51 31 38 0 3 5 26 44 28 36 74 28 21 28 18
fabio carvalho,Fabio Carvalho,Brentford,55,12,8,0 0 0 0 0 0 0 0 0 0 50 50 0 0 0 25 25 0 25 75 25 25 0 50 0 0 0 0 50 0 0 0 0 25 0 0 0 0 0 0 50 100 0 25 0 25 0 25 0 0 0 0 0 50 0 50 50 0 0 0 50 0 0 25 0 0 25 75 25 0 25 0 0 0 0 25 0 75 0 25 25 25 0 0 0 0 0 25 25 25 0 50 0 0 0 50
