norm_key,name,team,n_points,gw,gh,grid
noussair mazraoui,Noussair Mazraoui,Manchester United,798,12,8,11 51 51 76 100 81 95 81 49 49 30 5 41 41 46 78 51 43 65 68 57 35 27 3 38 70 43 70 35 41 24 22 46 8 8 11 35 38 11 14 11 11 11 11 8 5 0 3 19 19 5 11 3 3 3 0 0 8 0 0 3 8 3 5 5 5 8 8 11 5 5 0 3 3 16 8 11 8 16 22 8 11 0 5 3 5 5 16 16 3 22 14 5 5 5 3
lisandro martinez,Lisandro Martínez,Manchester United,1005,12,8,2 4 0 0 0 2 2 2 0 2 0 0 2 8 0 4 6 4 0 2 0 0 0 0 10 8 2 6 20 2 10 12 4 2 0 0 24 31 12 39 31 31 18 12 0 2 0 0 61 35 31 71 59 59 61 43 29 2 8 0 49 65 57 96 90 76 100 76 29 0 0 4 22 39 39 88 71 59 92 47 18 4 2 2 10 18 18 29 18 14 14 16 4 2 0 4
matthijs de ligt,Matthijs de Ligt,Manchester United,808,12,8,4 13 11 30 24 17 15 24 0 7 4 0 11 17 2 52 41 35 39 9 4 9 4 0 17 20 39 89 80 43 30 20 9 4 7 4 30 24 24 100 46 48 28 11 0 0 7 13 41 26 33 89 65 52 28 13 2 2 11 13 13 15 20 50 43 30 11 0 0 0 7 0 4 22 9 20 11 9 4 7 0 0 4 0 0 7 4 4 7 4 4 0 0 0 0 4
harry maguire,Harry Maguire,Manchester United,1032,12,8,4 14 12 12 8 18 10 16 6 0 2 2 14 31 29 35 29 12 41 18 6 0 0 0 20 47 39 100 67 51 29 14 0 4 6 12 43 43 27 53 80 73 43 18 6 0 2 14 43 59 47 65 61 65 45 14 4 0 8 20 16 29 29 65 59 37 45 20 2 4 6 10 12 22 31 29 24 16 12 10 2 2 4 2 2 6 8 10 10 12 4 4 10 0 2 2
diogo dalot,Diogo Dalot,Manchester United,1605,12,8,27 51 75 81 100 68 73 90 89 60 40 11 33 41 29 71 65 51 44 54 57 22 17 14 37 49 30 33 25 25 30 32 29 14 24 10 24 17 6 5 11 5 3 10 17 8 8 5 17 17 6 5 2 5 6 10 17 13 8 5 10 14 6 19 10 10 8 16 5 13 10 5 8 8 13 37 29 14 11 30 22 27 24 5 8 11 16 41 43 37 40 38 49 40 35 6
leny yoro,Leny Yoro,Manchester United,1171,12,8,2 43 41 80 52 52 63 43 35 9 2 2 11 56 61 91 100 61 70 54 39 6 0 0 31 59 74 89 96 87 65 28 22 9 4 2 35 46 22 50 28 31 24 13 7 2 19 19 20 24 15 30 20 11 17 6 4 0 4 7 4 13 7 13 30 6 4 7 2 0 7 2 2 2 9 13 6 9 11 2 6 0 0 0 0 7 2 6 2 0 6 0 2 0 0 0
luke shaw,Luke Shaw,Manchester United,1771,12,8,3 0 0 0 1 0 0 0 0 1 0 1 0 1 0 1 0 1 1 1 0 0 0 1 3 5 4 13 12 5 3 3 1 1 0 0 12 22 8 9 13 9 6 12 4 1 1 3 45 36 19 26 14 18 19 13 10 8 3 6 32 55 48 64 56 36 40 32 35 16 9 14 42 56 64 94 99 70 83 77 71 31 25 18 30 48 70 100 91 74 92 92 75 39 31 8
ayden heaven,Ayden Heaven,Manchester United,642,12,8,0 11 18 4 18 14 18 11 11 4 0 0 18 11 21 39 43 36 39 18 0 0 4 0 25 36 57 100 82 54 57 54 0 4 7 0 43 43 71 64 82 54 29 11 0 0 11 11 75 61 57 68 57 50 25 11 7 0 4 11 29 50 43 71 61 32 7 25 0 0 7 4 14 43 54 36 32 21 21 7 0 7 0 0 11 11 0 11 14 11 7 7 4 0 0 0
tyler fredricson,Tyler Fredricson,Manchester United,3,12,8,0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
senne lammens,Senne Lammens,Manchester United,622,12,8,0 2 1 2 0 0 0 0 0 0 0 0 7 4 4 1 0 0 0 0 0 0 0 0 38 36 10 8 1 0 0 0 0 1 0 0 98 83 24 35 4 1 0 0 0 0 1 0 100 72 24 21 2 2 0 0 0 0 0 0 23 28 12 5 0 1 0 0 0 0 0 0 2 7 3 5 0 0 0 0 0 0 0 0 1 2 3 1 0 0 0 0 0 0 0 0
altay bayindir,Altay Bayındır,Manchester United,185,12,8,0 0 0 0 0 0 0 0 0 0 0 0 3 6 8 3 0 0 0 0 0 0 0 0 22 17 8 3 0 0 0 0 0 0 0 0 94 94 19 36 0 0 0 0 0 0 0 0 100 47 14 8 0 0 0 0 0 0 0 0 6 8 6 3 0 3 0 0 0 0 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ollie watkins,Ollie Watkins,Aston Villa,966,12,8,6 0 6 6 19 9 9 16 19 22 9 9 6 0 0 9 12 9 9 19 9 25 31 41 0 6 12 22 25 31 19 53 53 44 56 41 25 6 0 12 22 25 47 38 59 66 56 69 28 6 6 19 31 50 41 56 81 75 100 59 0 3 6 19 38 56 41 66 72 69 91 50 0 3 6 28 28 62 53 66 72 44 81 31 0 6 9 34 44 44 34 88 41 25 56 9
tammy abraham,Tammy Abraham,Aston Villa,95,12,8,0 0 0 0 0 0 0 12 0 0 25 0 0 0 0 0 0 0 12 25 25 0 12 0 0 0 12 0 0 12 38 0 38 12 12 50 0 12 0 0 0 12 38 25 12 0 62 38 12 12 0 25 12 50 38 0 50 38 100 50 0 0 0 0 0 12 38 75 12 12 25 0 0 0 0 12 12 0 12 0 25 0 0 0 0 0 0 0 25 25 25 0 0 0 0 0
leon bailey,Leon Bailey,Aston Villa,297,12,8,16 21 26 58 79 11 84 84 74 100 68 63 26 26 37 21 26 32 32 32 26 58 21 42 11 16 5 21 16 5 21 11 37 68 42 32 0 0 11 11 16 16 11 11 11 21 11 5 11 0 0 0 0 5 0 0 11 5 11 0 0 0 0 0 0 5 0 0 0 5 11 5 0 0 0 0 5 0 0 0 0 0 5 5 0 0 0 0 5 0 0 0 0 5 0 0
evann guessand,Evann Guessand,Aston Villa,475,12,8,11 16 11 42 32 26 95 95 100 26 42 5 32 32 16 63 74 32 47 47 37 42 42 16 0 5 5 32 5 42 42 42 37 26 32 26 11 11 5 16 0 16 42 11 26 32 37 16 21 16 11 21 0 26 37 53 21 21 42 26 0 0 32 37 16 5 53 42 32 21 26 0 0 0 21 21 21 21 5 21 58 16 32 26 0 0 0 21 16 11 37 42 26 21 21 11
morgan rogers,Morgan Rogers,Aston Villa,1820,12,8,7 13 9 20 46 33 30 35 52 50 48 28 7 4 9 35 28 41 43 52 67 48 39 37 11 30 13 20 50 30 52 50 61 48 35 61 20 9 7 33 24 37 43 50 74 39 43 20 17 20 17 28 24 37 37 43 74 54 57 28 11 13 15 48 72 41 54 70 96 96 91 50 13 20 26 57 72 57 43 65 100 78 78 24 11 24 43 70 63 48 37 76 65 59 70 26
youri tielemans,Youri Tielemans,Aston Villa,1384,12,8,4 4 4 6 6 6 4 11 11 2 2 11 0 7 2 9 11 7 19 17 30 9 9 6 0 19 13 39 41 37 30 41 46 22 6 6 11 35 17 70 52 63 54 50 39 2 4 7 2 26 20 57 44 93 76 57 50 19 4 17 9 13 30 89 70 69 81 100 54 24 11 7 6 30 24 57 50 56 50 61 63 28 13 11 0 0 4 22 17 9 30 37 37 19 15 7
emiliano buendia,Emiliano Buendía,Aston Villa,1144,12,8,9 9 9 3 9 6 9 18 21 18 9 0 0 3 9 26 24 15 32 26 21 21 3 3 0 12 12 18 44 44 26 59 18 47 26 15 0 21 29 44 21 12 24 35 56 56 24 9 6 18 18 35 38 41 62 53 65 59 47 18 9 44 26 59 65 59 88 76 65 53 41 41 15 41 32 82 82 62 68 74 100 76 32 18 15 29 47 88 76 74 65 62 88 59 29 15
amadou onana,Amadou Onana,Aston Villa,1174,12,8,0 5 8 23 13 13 10 51 23 0 0 0 8 13 10 28 36 26 38 46 44 8 0 0 36 44 36 64 87 56 77 59 51 13 13 10 56 56 51 82 62 72 62 41 51 8 18 21 44 54 36 100 77 36 74 36 54 10 8 13 10 33 28 69 62 62 82 67 44 8 8 5 3 18 15 64 67 21 36 36 33 10 5 0 5 8 13 28 26 18 13 26 13 8 0 0
john mcginn,John McGinn,Aston Villa,1185,12,8,7 5 22 61 61 54 83 88 80 85 49 44 5 20 24 61 56 51 56 46 83 59 51 46 12 29 24 51 73 61 80 100 71 41 49 32 12 15 12 44 41 46 63 37 32 32 22 5 2 2 10 20 34 37 37 49 49 17 17 5 2 10 7 10 22 17 20 37 15 22 5 7 0 10 2 15 20 10 10 24 41 17 5 12 0 0 2 5 5 2 12 7 27 12 10 7
boubacar kamara,Boubacar Kamara,Aston Villa,1079,12,8,13 13 15 49 21 10 28 33 36 26 10 8 8 23 23 31 31 44 51 77 38 28 5 3 28 51 62 82 100 100 90 64 51 36 0 0 18 31 38 72 87 87 51 54 36 26 26 8 5 28 38 62 46 56 59 41 51 8 8 3 13 23 8 59 64 36 56 74 28 5 0 0 0 10 3 18 23 18 18 15 15 5 3 0 0 0 3 3 3 8 0 5 10 8 0 8
ross barkley,Ross Barkley,Aston Villa,573,12,8,4 0 0 8 4 0 4 4 12 0 4 0 0 17 25 29 33 17 0 17 4 4 21 4 0 8 21 21 54 54 42 71 62 25 4 17 21 12 0 62 29 54 62 54 62 17 12 21 8 12 25 54 71 100 71 67 75 33 17 12 8 8 12 54 33 46 58 88 71 38 12 8 8 0 4 29 50 25 12 58 42 21 8 4 0 0 8 25 21 17 33 33 0 0 0 4
alysson,Alysson,Aston Villa,32,12,8,0 0 0 0 33 33 0 0 67 0 33 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 33 0 67 0 0 0 0 0 0 33 0 0 0 33 0 0 0 0 0 0 33 0 0 0 0 0 0 0 0 33 0 33 67 0 0 0 0 67 0 33 0 33 0 0 0 0 0 0 0 33 100 67 0 0 0 0 0 0 33 0 33 67 33 33
lamare bogarde,Lamare Bogarde,Aston Villa,703,12,8,17 50 67 96 71 46 62 100 75 12 12 0 17 33 29 92 96 54 96 79 54 17 12 4 46 54 67 88 96 42 79 96 62 29 0 0 33 33 29 67 42 33 38 33 38 0 8 0 12 42 21 58 17 42 42 33 17 0 12 0 8 8 4 33 54 42 46 33 38 21 4 0 8 0 8 12 8 4 21 17 21 4 0 0 4 0 8 4 0 0 0 8 4 4 0 0
matty cash,Matty Cash,Aston Villa,1558,12,8,38 69 73 100 96 71 80 88 80 79 44 31 38 45 33 55 61 48 55 54 50 45 29 21 32 32 17 37 27 24 25 26 24 19 18 19 30 30 7 1 6 5 6 5 11 5 6 6 4 2 1 2 0 0 2 2 6 2 0 2 1 0 1 1 0 2 0 0 1 4 0 4 0 0 0 0 0 0 0 0 4 0 5 2 0 0 0 0 0 1 0 0 0 2 1 1
victor lindelof,Victor Lindelöf,Aston Villa,666,12,8,6 8 8 8 8 3 17 6 3 6 0 3 17 28 31 11 14 11 11 28 19 0 0 0 22 39 39 75 42 25 39 17 8 3 0 3 14 14 14 42 31 44 22 6 6 0 3 8 50 42 39 69 58 39 42 8 6 0 3 6 42 33 86 100 72 47 56 28 6 6 0 0 25 33 39 44 19 14 8 6 11 3 0 0 14 17 6 3 3 6 6 0 0 0 0 0
lucas digne,Lucas Digne,Aston Villa,1002,12,8,0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 2 3 2 0 0 0 0 2 2 0 0 3 3 0 2 2 2 0 3 0 2 5 2 0 2 0 2 27 14 2 8 2 5 5 2 8 5 6 0 17 33 26 26 11 6 8 3 5 14 11 12 30 32 35 50 35 27 30 27 23 27 36 30 32 56 86 92 80 62 74 91 100 74 71 27
ian maatsen,Ian Maatsen,Aston Villa,1152,12,8,0 0 0 0 0 0 0 2 0 2 3 2 0 2 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 2 2 0 3 0 3 0 2 3 0 2 5 0 2 2 2 0 26 18 8 18 5 11 3 8 12 14 11 8 21 27 29 24 26 17 24 26 23 26 26 32 45 32 41 68 50 45 45 55 67 50 38 45 32 53 76 100 79 52 55 62 65 53 52 11
ezri konsa,Ezri Konsa,Aston Villa,1774,12,8,16 27 16 21 22 13 12 14 4 3 2 0 45 48 57 58 40 27 34 21 13 2 4 1 52 62 70 100 77 68 72 48 14 5 1 2 41 34 24 67 47 59 60 40 18 1 9 10 35 31 19 22 23 28 32 14 10 2 4 9 4 11 6 12 16 6 4 4 1 0 0 2 2 2 2 2 4 1 0 0 2 0 0 0 3 5 1 0 1 1 1 0 0 0 0 0
pau torres,Pau Torres,Aston Villa,1168,12,8,0 0 5 0 0 0 3 2 0 0 0 0 3 0 2 0 7 0 7 2 3 0 0 0 10 3 7 7 10 7 7 0 2 0 0 3 21 24 14 16 9 9 12 5 0 2 9 14 72 69 41 57 53 47 33 21 9 0 7 2 55 66 66 100 78 78 98 48 31 7 2 0 34 45 53 88 86 57 78 66 26 3 0 2 12 36 22 38 28 14 29 24 5 3 2 0
tyrone mings,Tyrone Mings,Aston Villa,1037,12,8,0 4 2 7 2 2 0 0 0 2 0 0 0 12 4 7 9 4 2 2 0 0 0 2 21 7 12 14 18 12 9 5 2 2 2 2 33 28 11 25 14 19 21 14 0 2 11 7 47 49 39 70 46 35 46 19 4 0 9 18 54 68 68 100 75 60 49 28 23 9 5 4 37 60 54 68 42 33 58 26 16 9 2 0 18 25 16 16 11 14 19 11 12 2 0 0
andres garcia,Andrés García,Aston Villa,74,12,8,0 25 62 25 12 50 100 38 38 38 50 0 62 12 12 50 12 12 0 12 38 25 25 0 12 38 25 0 12 0 0 0 12 25 0 0 50 12 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0
emiliano martinez,Emiliano Martínez,Aston Villa,684,12,8,0 2 1 0 1 0 0 0 0 0 0 0 1 11 2 1 1 1 0 0 0 0 0 0 28 29 13 8 2 1 0 0 0 0 1 0 87 79 53 23 4 2 1 0 0 0 0 0 100 78 58 27 7 3 0 0 0 0 0 0 22 36 12 0 1 2 0 0 0 0 0 1 3 4 3 0 2 0 1 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0
marco bizot,Marco Bizot,Aston Villa,248,12,8,2 0 0 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 7 15 5 3 2 0 0 0 0 0 0 0 100 69 22 8 0 2 0 0 0 0 0 0 69 47 25 2 0 2 0 0 0 0 0 0 10 8 10 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
alexander isak,Alexander Isak,Liverpool FC,216,12,8,0 12 0 12 12 0 0 38 50 50 75 12 0 0 0 12 0 12 38 25 25 50 12 12 12 0 0 12 50 25 25 38 50 50 100 62 62 0 12 25 38 12 100 25 88 38 75 88 25 25 25 12 25 12 12 62 25 25 50 38 0 0 0 0 38 38 25 62 38 62 25 12 0 12 12 25 0 25 25 25 75 25 75 38 0 0 0 0 12 38 25 25 100 50 38 0
hugo ekitike,Hugo Ekitiké,Liverpool FC,800,12,8,0 3 3 6 6 3 12 15 18 15 15 6 0 0 0 0 21 21 15 24 27 21 15 15 3 3 0 3 15 30 45 42 48 48 61 42 24 9 3 21 21 27 21 27 45 45 82 39 18 9 9 0 18 33 33 27 70 73 70 45 3 12 9 27 27 30 27 45 100 91 64 21 9 0 0 12 30 15 30 67 70 55 58 9 0 3 0 27 27 24 27 24 52 42 6 0
federico chiesa,Federico Chiesa,Liverpool FC,263,12,8,18 45 27 45 36 9 36 45 100 36 55 36 0 9 0 18 36 36 73 55 9 45 36 36 9 36 0 36 27 18 18 18 9 73 45 36 18 9 0 9 18 0 9 27 45 55 45 45 9 0 0 18 0 18 27 9 36 9 45 27 0 0 0 9 9 0 9 27 45 27 64 18 0 18 0 9 18 27 45 45 18 18 18 45 9 0 18 0 9 27 27 18 27 45 55 27
rio ngumoha,Rio Ngumoha,Liverpool FC,365,12,8,4 4 7 14 0 7 0 0 14 0 4 0 4 7 0 4 0 0 0 4 7 0 0 4 0 0 4 4 0 0 0 4 0 4 0 0 0 0 4 4 4 4 0 0 7 0 0 0 0 4 7 11 0 4 4 4 14 18 14 0 0 14 4 21 7 4 7 4 21 50 79 39 0 7 11 25 21 18 18 39 57 100 96 57 4 4 18 50 25 18 25 50 79 75 57 4
florian wirtz,Florian Wirtz,Liverpool FC,1737,12,8,2 8 8 28 36 17 25 42 53 62 38 13 0 6 8 32 43 28 45 51 68 53 38 19 0 4 9 40 38 53 49 79 94 62 51 32 2 9 9 23 36 38 30 34 45 42 38 13 9 9 17 17 26 34 53 47 58 34 34 4 0 11 23 23 72 49 49 55 92 62 38 36 4 17 9 30 43 32 57 77 100 75 32 21 4 9 9 28 32 32 32 62 60 64 30 11
dominik szoboszlai,Dominik Szoboszlai,Liverpool FC,2365,12,8,19 51 48 99 77 60 68 71 86 63 44 14 12 32 37 67 77 63 62 93 89 59 25 15 21 30 32 52 53 59 85 97 100 53 37 14 19 23 25 42 29 45 44 45 56 33 14 8 5 15 16 21 19 37 41 34 66 21 16 8 5 1 4 22 34 19 44 55 48 30 3 5 0 5 4 19 11 19 16 32 42 21 7 7 0 3 5 16 12 11 18 19 25 16 7 5
alexis mac allister,Alexis Mac Allister,Liverpool FC,1685,12,8,2 7 13 13 18 5 5 13 15 13 2 4 4 20 13 29 29 16 33 38 40 22 7 0 18 20 20 58 80 60 67 67 64 27 13 11 7 24 29 55 55 40 75 62 60 27 25 13 9 18 18 60 56 76 64 64 80 47 24 16 5 18 18 62 76 73 100 89 89 27 4 5 9 18 5 49 53 38 65 69 76 24 0 2 4 13 15 20 15 24 25 47 25 16 9 5
cody gakpo,Cody Gakpo,Liverpool FC,1284,12,8,4 2 0 2 4 2 5 9 5 5 2 2 0 0 0 2 4 2 5 5 9 4 0 0 4 0 2 9 4 9 12 12 26 16 11 9 9 9 2 18 9 11 19 11 30 11 26 14 7 9 5 19 11 21 33 19 25 35 46 42 5 9 18 23 32 25 33 46 77 84 77 47 5 18 14 35 42 47 58 84 96 100 88 54 0 4 11 42 60 44 67 70 77 77 54 9
ryan gravenberch,Ryan Gravenberch,Liverpool FC,2063,12,8,8 23 22 50 58 23 40 38 35 12 10 0 10 30 25 75 83 42 62 68 53 17 12 10 27 23 57 95 98 63 95 95 100 40 18 7 15 25 33 65 72 60 70 72 90 35 12 0 28 32 13 75 62 58 63 58 75 33 10 2 15 17 22 45 42 52 78 100 77 30 5 5 7 13 15 20 32 30 37 62 33 18 0 0 3 5 3 12 13 8 7 22 13 10 3 2
harvey elliott,Harvey Elliott,Liverpool FC,112,12,8,0 0 0 0 9 9 0 64 55 27 18 0 0 0 0 0 9 0 9 45 100 45 18 0 0 9 9 0 9 27 36 55 64 73 45 0 0 0 9 18 9 9 0 9 0 0 27 0 0 0 9 9 0 0 9 18 0 9 0 9 0 0 0 9 18 9 0 9 9 9 9 9 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 9 9 0 0 9 9 9 0
wataru endo,Wataru Endo,Liverpool FC,155,12,8,0 25 12 75 88 50 12 100 50 25 25 25 0 38 38 88 75 75 38 75 25 0 38 0 38 75 50 38 88 38 25 12 38 0 0 12 0 38 12 50 12 50 12 50 38 12 0 0 0 12 0 25 50 25 25 12 0 12 0 0 0 0 0 12 12 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 12 12 25 0 0 12 0 0
curtis jones,Curtis Jones,Liverpool FC,1825,12,8,24 47 53 78 59 49 82 82 63 20 24 10 25 31 22 55 71 43 82 88 92 33 10 12 12 29 22 55 75 45 80 67 63 20 27 25 6 33 25 37 33 43 35 18 12 10 14 10 10 10 27 51 47 39 51 33 31 16 8 8 2 4 16 45 69 49 71 84 61 33 12 2 6 8 14 41 71 61 73 100 88 35 22 6 12 6 12 25 25 31 57 59 55 27 12 4
trey nyoni,Trey Nyoni,Liverpool FC,34,12,8,0 0 0 50 0 50 0 0 0 0 0 0 0 50 0 0 50 50 50 0 0 50 0 0 0 0 0 0 50 50 0 100 50 0 0 0 0 0 50 0 0 0 100 0 0 0 50 0 0 0 0 0 0 0 50 50 50 0 0 0 0 50 0 0 0 0 50 50 100 0 0 0 50 0 0 100 50 50 0 0 50 0 50 0 0 0 0 0 0 50 0 50 50 0 0 0
virgil van dijk,Virgil van Dijk,Liverpool FC,2124,12,8,0 3 4 1 2 3 0 1 0 0 0 1 7 5 6 5 5 5 4 2 0 0 2 0 14 21 12 23 33 15 14 4 3 2 5 4 36 26 18 43 35 31 20 6 4 3 12 18 65 57 45 94 77 76 64 45 22 5 22 14 26 55 71 100 92 74 90 81 32 7 8 2 6 33 53 68 53 51 69 48 20 2 2 1 6 12 16 14 19 20 14 14 4 2 1 1
jeremie frimpong,Jeremie Frimpong,Liverpool FC,686,12,8,22 32 46 85 71 44 88 100 98 100 95 34 15 2 12 51 37 27 37 49 51 66 78 56 24 15 7 15 15 10 12 12 20 32 49 54 0 2 0 5 2 7 7 5 10 7 7 2 0 2 2 2 0 2 5 2 5 2 0 2 0 0 0 0 0 2 2 7 0 2 2 2 0 0 0 2 0 0 2 0 0 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0
milos kerkez,Miloš Kerkez,Liverpool FC,1274,12,8,1 0 1 1 0 0 0 0 0 0 0 0 4 3 0 0 0 0 0 1 0 0 0 0 3 0 3 0 1 6 3 0 0 0 0 4 7 7 1 0 0 3 1 3 4 0 4 6 15 21 4 15 6 8 11 6 4 7 4 6 35 22 19 42 32 19 24 35 22 22 14 22 14 32 46 65 74 47 44 79 82 44 32 21 17 42 64 88 74 49 76 100 81 78 26 12
conor bradley,Conor Bradley,Liverpool FC,799,12,8,17 57 65 100 85 46 65 93 98 83 50 20 11 26 22 59 70 41 57 63 74 30 20 15 15 26 15 24 22 24 28 28 30 20 15 11 17 22 15 20 2 4 13 7 13 7 17 4 7 0 0 4 0 0 11 7 4 4 7 2 2 0 0 2 0 0 4 0 7 0 0 0 2 0 0 2 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
joe gomez,Joe Gomez,Liverpool FC,495,12,8,10 37 47 100 87 40 73 57 63 53 53 7 27 37 30 47 43 37 30 37 30 10 17 7 27 40 27 73 87 53 30 30 27 17 3 7 23 7 7 33 13 10 10 33 3 3 17 0 13 7 0 10 7 3 7 0 3 0 3 7 0 0 0 0 7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 7 0 3 7 0
alisson,Alisson,Liverpool FC,673,12,8,0 2 2 2 2 0 0 0 0 0 0 0 8 14 1 5 2 2 1 0 0 0 0 0 40 55 21 8 4 1 1 0 0 0 0 0 94 100 59 32 9 2 0 0 1 0 0 0 100 96 45 30 6 0 0 0 0 0 0 0 21 30 16 5 2 0 0 0 0 0 0 0 1 4 1 2 2 0 0 0 0 0 0 0 0 2 0 2 0 0 1 0 0 0 0 0
giorgi mamardashvili,Giorgi Mamardashvili,Liverpool FC,338,12,8,0 1 0 0 0 0 0 0 0 0 0 0 1 9 0 1 3 0 0 0 0 0 0 0 25 22 12 9 0 1 0 0 0 0 0 0 100 65 21 10 1 0 0 0 0 0 0 0 60 71 28 10 1 0 0 0 0 0 0 0 13 9 3 0 3 0 0 0 0 0 0 0 3 7 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
freddie woodman,Freddie Woodman,Liverpool FC,114,12,8,0 0 5 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0 55 10 5 0 0 0 0 0 0 0 0 100 70 30 25 0 0 0 0 0 0 0 0 95 85 20 10 0 0 0 0 0 0 0 0 5 20 5 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
amine adli,Amine Adli,Bournemouth,760,12,8,17 13 30 48 52 39 48 74 96 61 26 9 4 4 13 30 35 13 43 74 17 52 30 9 4 4 17 35 30 4 26 35 43 48 30 43 17 22 30 30 39 13 22 26 30 22 26 30 9 26 9 26 48 4 26 17 48 17 39 17 13 13 17 30 17 17 13 57 35 57 26 22 9 30 35 65 57 48 26 91 52 30 48 35 17 9 39 91 87 35 52 96 100 83 78 17
eli junior kroupi,Eli Junior Kroupi,Bournemouth,789,12,8,0 0 4 8 54 38 19 46 38 19 12 0 0 12 4 31 31 38 38 38 54 12 27 15 4 19 12 23 35 31 38 54 46 58 27 27 4 31 19 35 15 23 23 31 50 42 42 35 0 27 19 35 15 31 27 42 88 73 92 19 8 8 19 46 46 27 62 81 73 92 58 31 0 15 8 27 46 42 46 100 92 31 27 0 0 0 15 54 31 54 38 23 50 23 15 15
evanilson,Evanilson,Bournemouth,977,12,8,3 0 15 18 27 15 27 36 52 15 27 18 3 0 6 21 18 18 30 39 45 45 30 24 3 6 0 27 33 45 18 55 48 55 33 36 42 12 9 9 42 39 58 64 73 58 91 85 33 21 12 42 30 39 58 42 79 64 100 39 9 6 18 24 33 33 48 64 48 39 33 27 6 3 0 21 58 36 33 39 61 21 12 6 0 3 3 3 33 18 36 33 55 27 21 6
enes unal,Enes Ünal,Bournemouth,181,12,8,0 0 0 0 10 20 0 0 10 40 30 10 0 0 10 20 20 20 40 30 50 10 0 10 0 0 10 10 10 20 0 40 30 30 10 10 40 40 0 20 0 20 10 60 90 50 60 10 40 10 30 40 20 20 10 20 50 50 100 40 0 10 0 0 10 20 20 40 70 40 60 0 0 0 0 20 0 20 10 20 20 20 0 0 0 0 0 0 30 20 10 10 20 10 0 0
rayan,Rayan,Bournemouth,593,12,8,3 14 14 29 63 54 91 89 100 91 37 20 14 11 6 14 20 29 40 34 86 49 34 23 23 23 23 26 20 11 17 20 57 34 40 43 9 11 3 3 6 3 6 3 20 11 11 14 0 3 3 0 0 3 0 6 6 3 9 11 0 3 0 6 3 0 0 3 3 20 11 6 3 9 6 0 14 0 6 6 17 20 6 0 0 3 3 11 11 0 3 20 14 26 9 9
justin kluivert,Justin Kluivert,Bournemouth,565,12,8,0 0 0 13 13 9 17 13 17 39 13 9 0 0 4 22 35 9 35 30 43 22 26 22 0 0 13 26 17 30 30 52 48 30 4 13 0 4 17 13 26 39 26 22 61 26 13 13 0 17 30 30 39 30 30 43 57 43 30 4 4 4 0 30 13 39 74 78 83 30 43 26 0 4 13 4 22 22 61 61 100 52 35 35 0 4 4 17 30 26 17 57 74 57 43 17
ben gannon-doak,Ben Gannon-Doak,Bournemouth,100,12,8,17 0 50 17 50 17 50 67 17 100 50 0 17 0 0 67 50 0 33 17 67 17 33 50 0 0 0 50 17 0 0 17 0 0 33 17 0 0 0 0 0 0 0 0 33 17 17 0 0 0 0 0 0 0 0 0 0 0 17 0 0 33 0 0 0 0 67 0 0 50 17 17 17 0 0 17 0 0 0 33 17 17 100 17 0 17 33 17 0 0 17 17 33 67 67 0
alex toth,Alex Tóth,Bournemouth,117,12,8,0 12 0 38 12 0 62 38 38 25 0 0 0 0 0 25 12 38 25 62 50 38 25 0 12 12 12 50 38 25 12 50 25 25 12 12 25 0 0 0 12 25 25 0 100 12 25 0 0 25 0 38 12 12 12 12 38 12 12 0 12 0 0 0 0 25 50 12 50 12 0 12 0 0 0 0 0 0 0 38 0 12 12 0 0 0 12 0 0 0 0 0 0 0 12 12
