squad,comp,comp_code,date,home_away,opponent,gf,ga,score,result,status,event_id
Atalanta,리그,ita.1,2025-08-24,H,Pisa,1,1,1-1,D,completed,736787
Atalanta,리그,ita.1,2025-08-30,A,Parma,1,1,1-1,D,completed,736796
Atalanta,리그,ita.1,2025-09-14,H,Lecce,4,1,4-1,W,completed,736812
Atalanta,챔피언스리그,uefa.champions,2025-09-17,A,Paris Saint-Germain,0,4,0-4,L,completed,757661
Atalanta,리그,ita.1,2025-09-21,A,Torino,3,0,3-0,W,completed,736822
Atalanta,리그,ita.1,2025-09-27,A,Juventus,1,1,1-1,D,completed,736824
Atalanta,챔피언스리그,uefa.champions,2025-09-30,H,Club Brugge,2,1,2-1,W,completed,757672
Atalanta,리그,ita.1,2025-10-04,H,Como,1,1,1-1,D,completed,736834
Atalanta,리그,ita.1,2025-10-19,H,Lazio,0,0,0-0,D,completed,736850
Atalanta,챔피언스리그,uefa.champions,2025-10-22,H,Slavia Prague,0,0,0-0,D,completed,757700
Atalanta,리그,ita.1,2025-10-25,A,Cremonese,1,1,1-1,D,completed,736854
Atalanta,리그,ita.1,2025-10-28,H,Milan,1,1,1-1,D,completed,736864
Atalanta,리그,ita.1,2025-11-01,A,Udinese,0,1,0-1,L,completed,736881
Atalanta,챔피언스리그,uefa.champions,2025-11-05,A,Marseille,1,0,1-0,W,completed,757724
Atalanta,리그,ita.1,2025-11-09,H,Sassuolo,0,3,0-3,L,completed,736893
Atalanta,리그,ita.1,2025-11-22,A,Napoli,1,3,1-3,L,completed,736900
Atalanta,챔피언스리그,uefa.champions,2025-11-26,A,Eintracht Frankfurt,3,0,3-0,W,completed,757739
Atalanta,리그,ita.1,2025-11-30,H,Fiorentina,2,0,2-0,W,completed,736910
Atalanta,코파 이탈리아,ita.coppa_italia,2025-12-03,H,Genoa,4,0,4-0,W,completed,759121
Atalanta,리그,ita.1,2025-12-06,A,Hellas Verona,1,3,1-3,L,completed,736920
Atalanta,챔피언스리그,uefa.champions,2025-12-09,H,Chelsea,2,1,2-1,W,completed,757747
Atalanta,리그,ita.1,2025-12-13,H,Cagliari,2,1,2-1,W,completed,736932
Atalanta,리그,ita.1,2025-12-21,A,Genoa,1,0,1-0,W,completed,736942
Atalanta,리그,ita.1,2025-12-28,H,Inter,0,1,0-1,L,completed,736944
Atalanta,리그,ita.1,2026-01-03,H,Roma,1,0,1-0,W,completed,736954
Atalanta,리그,ita.1,2026-01-07,A,Bologna,2,0,2-0,W,completed,736964
Atalanta,리그,ita.1,2026-01-10,H,Torino,2,0,2-0,W,completed,736977
Atalanta,리그,ita.1,2026-01-16,A,Pisa,1,1,1-1,D,completed,736991
Atalanta,챔피언스리그,uefa.champions,2026-01-21,H,Athletic Club,2,3,2-3,L,completed,757772
Atalanta,리그,ita.1,2026-01-25,H,Parma,4,0,4-0,W,completed,736994
Atalanta,챔피언스리그,uefa.champions,2026-01-28,A,Union St.-Gilloise,0,1,0-1,L,completed,757796
Atalanta,리그,ita.1,2026-02-01,A,Como,0,0,0-0,D,completed,737010
Atalanta,코파 이탈리아,ita.coppa_italia,2026-02-05,H,Juventus,3,0,3-0,W,completed,762355
Atalanta,리그,ita.1,2026-02-09,H,Cremonese,2,1,2-1,W,completed,737022
Atalanta,리그,ita.1,2026-02-14,A,Lazio,2,0,2-0,W,completed,737031
Atalanta,챔피언스리그,uefa.champions,2026-02-17,A,Borussia Dortmund,0,2,0-2,L,completed,401858761
Atalanta,리그,ita.1,2026-02-22,H,Napoli,2,1,2-1,W,completed,737034
Atalanta,챔피언스리그,uefa.champions,2026-02-25,H,Borussia Dortmund,4,1,4-1,W,completed,401858762
Atalanta,리그,ita.1,2026-03-01,A,Sassuolo,1,2,1-2,L,completed,737045
Atalanta,코파 이탈리아,ita.coppa_italia,2026-03-04,A,Lazio,2,2,2-2,D,completed,762434
Atalanta,리그,ita.1,2026-03-07,H,Udinese,2,2,2-2,D,completed,737062
Atalanta,챔피언스리그,uefa.champions,2026-03-10,H,Bayern Munich,1,6,1-6,L,completed,401862641
Atalanta,리그,ita.1,2026-03-14,A,Inter,1,1,1-1,D,completed,737072
Atalanta,챔피언스리그,uefa.champions,2026-03-18,A,Bayern Munich,1,4,1-4,L,completed,401862642
Atalanta,리그,ita.1,2026-03-22,H,Hellas Verona,1,0,1-0,W,completed,737074
Atalanta,리그,ita.1,2026-04-06,A,Lecce,3,0,3-0,W,completed,737087
Atalanta,리그,ita.1,2026-04-11,H,Juventus,0,1,0-1,L,completed,737102
Atalanta,리그,ita.1,2026-04-18,A,Roma,1,1,1-1,D,completed,737108
Atalanta,코파 이탈리아,ita.coppa_italia,2026-04-22,H,Lazio,1,1,1-1,D,completed,762436
Atalanta,리그,ita.1,2026-04-27,A,Cagliari,2,3,2-3,L,completed,737122
Atalanta,리그,ita.1,2026-05-02,H,Genoa,0,0,0-0,D,completed,737132
Atalanta,리그,ita.1,2026-05-10,A,Milan,3,2,3-2,W,completed,737136
Atalanta,리그,ita.1,2026-05-17,H,Bologna,0,1,0-1,L,completed,737144
Atalanta,리그,ita.1,2026-05-22,A,Fiorentina,1,1,1-1,D,completed,737161
Bologna,리그,ita.1,2025-08-23,A,Roma,0,1,0-1,L,completed,736785
Bologna,리그,ita.1,2025-08-30,H,Como,1,0,1-0,W,completed,736794
Bologna,리그,ita.1,2025-09-14,A,Milan,0,1,0-1,L,completed,736806
Bologna,리그,ita.1,2025-09-20,H,Genoa,2,1,2-1,W,completed,736817
Bologna,유로파리그,uefa.europa,2025-09-25,A,Aston Villa,0,1,0-1,L,completed,757808
Bologna,리그,ita.1,2025-09-28,A,Lecce,2,2,2-2,D,completed,736828
Bologna,유로파리그,uefa.europa,2025-10-02,H,SC Freiburg,1,1,1-1,D,completed,757822
Bologna,리그,ita.1,2025-10-05,H,Pisa,4,0,4-0,W,completed,736835
Bologna,리그,ita.1,2025-10-19,A,Cagliari,2,0,2-0,W,completed,736851
Bologna,유로파리그,uefa.europa,2025-10-23,A,FCSB,2,1,2-1,W,completed,757840
Bologna,리그,ita.1,2025-10-26,A,Fiorentina,2,2,2-2,D,completed,736855
Bologna,리그,ita.1,2025-10-29,H,Torino,0,0,0-0,D,completed,736872
Bologna,리그,ita.1,2025-11-02,A,Parma,3,1,3-1,W,completed,736874
Bologna,유로파리그,uefa.europa,2025-11-06,H,SK Brann,0,0,0-0,D,completed,757862
Bologna,리그,ita.1,2025-11-09,H,Napoli,2,0,2-0,W,completed,736892
Bologna,리그,ita.1,2025-11-22,A,Udinese,3,0,3-0,W,completed,736902
Bologna,유로파리그,uefa.europa,2025-11-27,H,RB Salzburg,4,1,4-1,W,completed,757886
Bologna,리그,ita.1,2025-12-01,H,Cremonese,1,3,1-3,L,completed,736909
Bologna,코파 이탈리아,ita.coppa_italia,2025-12-04,H,Parma,2,1,2-1,W,completed,759114
Bologna,리그,ita.1,2025-12-07,A,Lazio,1,1,1-1,D,completed,736923
Bologna,유로파리그,uefa.europa,2025-12-11,A,Celta Vigo,2,1,2-1,W,completed,757901
Bologna,리그,ita.1,2025-12-14,H,Juventus,0,1,0-1,L,completed,736931
Bologna,리그,ita.1,2025-12-28,H,Sassuolo,1,1,1-1,D,completed,736952
Bologna,리그,ita.1,2026-01-04,A,Inter,1,3,1-3,L,completed,736960
Bologna,리그,ita.1,2026-01-07,H,Atalanta,0,2,0-2,L,completed,736964
Bologna,리그,ita.1,2026-01-10,A,Como,1,1,1-1,D,completed,736976
Bologna,리그,ita.1,2026-01-15,A,Hellas Verona,3,2,3-2,W,completed,736941
Bologna,리그,ita.1,2026-01-18,H,Fiorentina,1,2,1-2,L,completed,736987
Bologna,유로파리그,uefa.europa,2026-01-22,H,Celtic,2,2,2-2,D,completed,757913
Bologna,리그,ita.1,2026-01-25,A,Genoa,2,3,2-3,L,completed,736997
Bologna,유로파리그,uefa.europa,2026-01-29,A,Maccabi Tel-Aviv,3,0,3-0,W,completed,757926
Bologna,리그,ita.1,2026-02-03,H,Milan,0,3,0-3,L,completed,737012
Bologna,리그,ita.1,2026-02-08,H,Parma,0,1,0-1,L,completed,737021
Bologna,코파 이탈리아,ita.coppa_italia,2026-02-11,H,Lazio,1,1,1-1,D,completed,762428
Bologna,리그,ita.1,2026-02-15,A,Torino,2,1,2-1,W,completed,737027
Bologna,유로파리그,uefa.europa,2026-02-19,A,SK Brann,1,0,1-0,W,completed,401858770
Bologna,리그,ita.1,2026-02-23,H,Udinese,1,0,1-0,W,completed,737042
Bologna,유로파리그,uefa.europa,2026-02-26,H,SK Brann,1,0,1-0,W,completed,401858778
Bologna,리그,ita.1,2026-03-02,A,Pisa,1,0,1-0,W,completed,737047
Bologna,리그,ita.1,2026-03-08,H,Hellas Verona,1,2,1-2,L,completed,737061
Bologna,유로파리그,uefa.europa,2026-03-12,H,Roma,1,1,1-1,D,completed,401862871
Bologna,리그,ita.1,2026-03-15,A,Sassuolo,1,0,1-0,W,completed,737068
Bologna,유로파리그,uefa.europa,2026-03-19,A,Roma,4,3,4-3,W,completed,401862874
Bologna,리그,ita.1,2026-03-22,H,Lazio,0,2,0-2,L,completed,737082
Bologna,리그,ita.1,2026-04-05,A,Cremonese,2,1,2-1,W,completed,737092
Bologna,유로파리그,uefa.europa,2026-04-09,H,Aston Villa,1,3,1-3,L,completed,401862902
Bologna,리그,ita.1,2026-04-12,H,Lecce,2,0,2-0,W,completed,737101
Bologna,유로파리그,uefa.europa,2026-04-16,A,Aston Villa,0,4,0-4,L,completed,401862906
