player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,team_goals_against,team_ga_per_game,team_defense_score,team_goals_for,team_gf_per_game,team_attack_score,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Philipp Köhn,Monaco,GK,27,1621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.124,0,0,64.0,29.4,54,1.588235294117647,0.4680851063829788,60,1.7647058823529411,0.688888888888889,Switzerland,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/251322-1661531623.png?lm=1,6.93,75.65,43.32,0.0,0.0,0.0,100.0,80.0,90.91,0.0,0.0,0.5,0.0,0.0,0.056,9.45,0.334,0.0,0.222,0.056,0.0,0.0,0.222,2.724,5.0,0.778,0.556,0.167,0.0,19.0,1619.0,philipp kohn,2028-06-30,251322.0,2026-07-09T08:47:11,2023-07-15,
Samuel Nibombé,Monaco,DF,17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,54,1.588235294117647,0.4680851063829788,60,1.7647058823529411,0.688888888888889,Belgium,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/981700-1693953677.png?lm=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,samuel nibombe,,,,,
Simon Adingra,Monaco,"MF,FW",23,855,0.32,0.21,2.32,0.63,3.053,0.632,0.947,0.737,0.842,0.211,22000000.0,0.3,0.3,0.151,1.447,2.273,0.531,3,2,,,54,1.588235294117647,0.4680851063829788,60,1.7647058823529411,0.688888888888889,Cote d'Ivoire,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/658536-1746437487.jpg?lm=1,6.67,76.81,30.0,23.33,33.33,90.91,30.77,34.43,34.07,1.348,0.207,0.518,0.933,0.0,0.622,6.221,0.415,1.037,4.355,0.0,1.244,2.385,12.131,0.0,0.0,0.0,0.0,0.0,0.0,14.0,868.0,simon adingra,,,,,
Stanis Idumbo,Monaco,MF,20,171,0.53,0.53,3.16,1.05,0.526,0.0,1.579,1.579,1.053,0.0,4000000.0,0.0,0.53,0.53,1.59,3.16,0.0,1,1,,,54,1.588235294117647,0.4680851063829788,60,1.7647058823529411,0.688888888888889,Belgium,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/743387-1652692759.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stanis idumbo,2030-06-30,743387.0,2026-07-09T08:47:11,2025-08-30,
Takumi Minamino,Monaco,MF,30,944,0.29,0.19,2.0,0.67,0.762,0.286,0.286,0.952,0.762,0.286,10000000.0,0.311,0.311,0.194,0.83,1.936,0.628,3,2,,,54,1.588235294117647,0.4680851063829788,60,1.7647058823529411,0.688888888888889,Japan,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/165793-1737490576.jpg?lm=1,6.61,73.38,43.75,0.0,33.33,66.67,42.86,28.3,31.34,0.843,0.281,0.468,0.562,0.187,0.375,3.652,0.562,0.187,1.405,0.0,1.311,0.375,8.054,0.0,1.0,0.0,0.0,0.0,0.0,15.0,961.0,takumi minamino,2027-06-30,165793.0,2026-07-09T08:47:11,2022-07-01,
Thilo Kehrer,Monaco,DF,28,2353,0.0,0.0,0.61,0.04,0.192,1.188,1.494,1.034,1.111,0.077,12000000.0,0.058,0.058,0.015,0.19,0.608,0.306,0,0,,,54,1.588235294117647,0.4680851063829788,60,1.7647058823529411,0.688888888888889,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/228948-1737490227.jpg?lm=1,6.9,87.1,42.66,0.0,57.14,64.62,60.91,65.77,63.71,0.229,0.038,3.969,0.115,0.878,1.145,3.511,2.557,1.603,3.74,0.115,0.115,0.153,7.595,0.0,6.0,0.0,0.0,0.0,0.0,28.0,2358.0,thilo kehrer,2028-06-30,228948.0,2026-07-09T08:47:11,2024-07-01,
Vanderson,Monaco,"DF,MF",24,616,0.0,0.29,0.44,0.0,4.853,2.794,1.912,2.206,0.294,0.0,18000000.0,0.022,0.022,0.201,1.626,0.443,0.485,0,2,,,54,1.588235294117647,0.4680851063829788,60,1.7647058823529411,0.688888888888889,Brazil,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/789082-1655282894.jpg?lm=1,6.77,79.95,44.23,24.24,47.06,58.33,83.33,50.75,55.7,1.615,0.44,4.405,0.0,0.147,3.377,4.992,1.468,2.055,4.992,0.294,0.147,1.175,15.563,0.0,0.0,0.0,0.0,0.0,0.0,14.0,613.0,vanderson,2028-06-30,789082.0,2026-07-09T08:47:11,2022-01-01,
Wout Faes,Monaco,DF,27,1141,0.0,0.0,0.39,0.08,0.079,1.102,0.945,1.102,0.236,0.0,10000000.0,0.044,0.044,0.003,0.079,0.396,0.269,0,0,,,54,1.588235294117647,0.4680851063829788,60,1.7647058823529411,0.688888888888889,Belgium,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/292808-1668080038.jpg?lm=1,6.79,92.97,48.48,0.0,50.0,73.33,60.0,50.0,55.13,0.079,0.0,4.338,0.079,0.868,1.262,3.076,1.893,0.868,1.499,0.0,0.0,0.079,7.336,0.0,2.0,0.0,0.0,0.0,0.0,14.0,1141.0,wout faes,,,,,
Abakar Sylla,Nantes,DF,22,65,0.0,0.0,2.77,0.0,0.0,0.0,0.0,2.857,0.0,0.0,2500000.0,0.507,0.507,0.0,0.0,2.647,0.136,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Cote d'Ivoire,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/962555-1732575720.png?lm=1,6.05,85.42,0.0,0.0,0.0,0.0,83.33,0.0,50.0,0.0,0.0,2.769,0.0,0.0,0.0,2.769,6.923,0.0,0.0,1.385,0.0,0.0,6.923,0.0,0.0,0.0,0.0,0.0,0.0,3.0,65.0,abakar sylla,,,,,
Ali Yousuf,Nantes,DF,24,969,0.0,0.0,0.56,0.09,0.093,1.667,0.648,1.019,1.019,0.0,,0.0,0.0,0.0,0.0,0.56,0.0,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ali yousuf,,,,,
Amady Camara,Nantes,FW,20,171,0.0,0.0,3.16,0.0,8.947,0.526,1.579,1.579,1.053,0.0,900000.0,0.477,0.477,0.081,1.374,4.122,0.625,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Mali,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1155608-1736777910.jpg?lm=1,6.51,76.0,50.0,5.88,25.0,75.0,20.0,35.0,32.0,1.071,0.0,0.0,1.607,0.0,0.536,5.357,0.536,1.607,3.75,0.0,0.0,0.536,5.357,0.0,0.0,0.0,0.0,0.0,0.0,10.0,168.0,amady camara,,,,,
Anthony Lopes,Nantes,GK,34,2788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,0.006,0.006,0.0,0.0,0.097,0.048,0,0,66.0,19.4,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Portugal,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/60561-1640775949.jpg?lm=1,7.1,73.28,43.11,0.0,100.0,100.0,91.67,81.82,86.96,0.0,0.0,0.968,0.032,0.0,0.032,7.809,0.355,0.032,0.29,0.0,0.0,0.032,1.259,3.13,6.0,0.613,0.42,0.29,1.0,31.0,2789.0,anthony lopes,,,,,
Bahereba Guirassy,Nantes,"FW,MF",18,821,0.22,0.11,1.64,0.77,2.637,0.549,1.429,1.648,0.989,0.33,7000000.0,0.224,0.224,0.116,0.788,1.69,0.383,2,1,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/1119453-1726236547.jpg?lm=1,6.62,66.67,50.0,21.74,23.68,66.67,37.14,39.0,38.52,0.762,0.218,1.306,0.435,0.109,0.544,5.006,1.415,1.524,4.244,0.0,0.435,0.979,4.68,0.0,0.0,0.0,0.0,0.0,0.0,20.0,827.0,bahereba guirassy,,,,,
Bahmed Deuff,Nantes,MF,19,250,0.0,0.0,2.52,1.08,0.357,0.714,1.071,2.143,1.071,0.0,1200000.0,0.103,0.103,0.065,0.423,2.958,0.222,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Mauritania,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/1176215-1762884807.jpg?lm=1,6.47,83.58,40.0,100.0,33.33,60.0,50.0,38.46,42.5,0.367,0.0,2.204,0.0,1.102,0.735,4.408,2.571,1.102,3.673,0.0,0.367,0.735,3.306,0.0,0.0,0.0,0.0,0.0,0.0,11.0,245.0,bahmed deuff,2029-06-30,1176215.0,2026-07-09T08:47:15,2025-07-08,
Chidozie Awaziem,Nantes,DF,28,2231,0.04,0.08,0.44,0.16,0.081,0.806,0.806,0.927,0.847,0.04,2500000.0,0.023,0.023,0.064,0.402,0.442,0.193,1,2,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Nigeria,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/358143-1740820125.jpg?lm=1,6.95,84.65,48.83,0.0,50.0,64.29,68.75,56.52,61.54,0.403,0.081,7.339,0.161,0.685,0.806,3.831,1.774,0.726,2.097,0.121,0.0,0.161,4.194,0.0,5.0,0.0,0.0,0.0,0.0,26.0,2232.0,chidozie awaziem,2028-06-30,358143.0,2026-07-09T08:47:15,2025-07-23,
Dehmaine Assoumani,Nantes,MF,20,1276,0.07,0.0,2.05,0.49,6.197,1.127,1.268,1.62,1.408,0.0,,0.128,0.128,0.146,1.427,2.07,0.285,1,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dehmaine assoumani,,,,,
Deiver Machado,Nantes,"DF,MF",31,907,0.0,0.1,0.69,0.1,2.178,0.792,1.584,2.079,1.98,0.396,1800000.0,0.0,0.0,0.1,0.3,0.69,0.0,0,1,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Colombia,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/332560-1704797088.jpg?lm=1,6.59,82.74,33.33,19.23,33.33,76.19,34.62,50.0,47.1,0.531,0.228,2.277,0.379,0.076,0.759,4.553,0.683,1.214,4.25,0.152,0.379,0.531,5.919,0.0,2.0,0.0,0.0,0.0,0.0,19.0,1186.0,deiver machado,,,,,
Fabien Centonze,Nantes,"MF,DF",29,736,0.37,0.0,0.98,0.37,3.659,2.439,2.195,1.585,0.976,0.122,1000000.0,0.117,0.117,0.018,0.488,0.976,0.25,3,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/384859-1703065658.jpg?lm=1,6.81,75.88,53.85,36.67,26.67,54.84,47.62,57.33,55.21,0.471,0.118,3.765,0.235,0.235,2.706,2.941,1.176,2.0,5.059,0.118,0.471,0.471,5.647,0.0,1.0,0.0,0.0,0.0,0.0,15.0,765.0,fabien centonze,2027-06-30,384859.0,2026-07-09T08:47:15,2022-09-22,
Francis Coquelin,Nantes,MF,34,655,0.0,0.14,0.82,0.14,0.137,0.685,1.781,2.055,0.959,0.0,700000.0,0.02,0.02,0.033,0.538,0.807,0.102,0,1,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/74869-1515684724.jpg?lm=1,6.66,87.97,71.43,100.0,50.0,76.47,57.89,49.15,51.28,0.55,0.0,1.511,0.275,0.687,0.824,3.71,1.511,1.786,3.985,0.412,0.137,0.687,5.359,0.0,0.0,0.0,0.0,0.0,0.0,16.0,655.0,francis coquelin,,,,,
Frederic Guilbert,Nantes,"DF,MF",30,607,0.0,0.0,1.04,0.3,2.537,2.836,1.791,1.045,1.94,0.0,800000.0,0.05,0.05,0.226,1.026,1.026,0.273,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/354352-1753434772.jpg?lm=1,7.04,76.54,38.1,17.65,55.56,75.0,44.44,62.96,58.33,1.033,0.295,4.574,0.148,0.738,3.098,4.869,1.18,1.77,5.016,0.0,0.0,0.738,3.984,0.0,1.0,0.0,0.0,0.0,0.0,8.0,610.0,frederic guilbert,2028-06-30,354352.0,2026-07-09T08:47:15,2026-01-28,
Hong Hyunseok,Nantes,MF,26,284,0.0,0.0,1.27,0.63,4.375,0.625,2.188,0.0,0.312,0.312,2500000.0,0.0,0.0,0.0,0.0,1.27,0.0,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,"Korea, South",Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/562948-1752587798.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hong hyunseok,,,,,
Ibrahima Sissoko,Nantes,"MF,DF",27,803,0.0,0.0,0.67,0.0,0.674,1.798,0.787,2.809,0.899,0.225,2000000.0,0.018,0.018,0.1,0.444,0.666,0.451,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Mali,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/372712-1721851302.jpg?lm=1,6.58,80.31,46.43,16.67,63.64,53.85,65.38,39.13,46.32,0.444,0.222,1.443,0.333,0.555,1.887,5.66,1.887,0.777,2.996,0.0,0.444,0.777,6.215,0.0,0.0,0.0,0.0,0.0,0.0,13.0,811.0,ibrahima sissoko,2028-06-30,372712.0,2026-07-09T08:47:15,2026-01-12,
Ignatius Ganago,Nantes,FW,26,839,0.21,0.11,2.47,0.75,0.968,0.215,0.323,1.183,1.398,0.323,2000000.0,0.374,0.293,0.08,0.64,2.453,0.414,3,1,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Cameroon,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/531949-1740678544.jpg?lm=1,6.85,65.1,0.0,10.0,58.33,60.0,52.94,51.11,52.21,0.642,0.107,0.856,0.642,0.107,0.214,2.247,3.853,0.321,2.461,0.0,0.963,0.749,4.602,0.0,2.0,0.0,0.0,0.0,0.0,13.0,841.0,ignatius ganago,2027-06-30,531949.0,2026-07-09T08:47:15,2022-09-01,
Johann Lepenant,Nantes,MF,22,2173,0.0,0.04,0.91,0.29,3.029,1.079,1.95,1.203,1.992,0.0,7000000.0,0.035,0.035,0.092,1.366,0.91,0.232,0,1,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/585973-1672830993.jpg?lm=1,6.84,80.19,50.0,32.0,34.48,63.29,48.39,53.15,52.63,1.366,0.166,0.869,0.248,0.124,1.117,5.834,0.621,2.069,5.586,0.124,0.579,0.414,7.903,0.0,5.0,0.0,0.0,0.0,0.0,27.0,2175.0,johann lepenant,2029-06-30,585973.0,2026-07-09T08:47:15,2025-07-01,
Junior Mwanga,Nantes,MF,22,1260,0.07,0.07,0.64,0.21,0.357,0.571,1.0,1.071,1.0,0.0,6000000.0,0.062,0.062,0.058,0.981,0.545,0.283,1,1,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/1011200-1732575482.png?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,junior mwanga,,,,,
Kelvin Amian,Nantes,DF,27,1961,0.0,0.05,0.46,0.09,1.33,0.367,0.826,1.055,0.826,0.092,2000000.0,0.0,0.0,0.05,0.15,0.46,0.0,0,1,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/344072-1638174640.jpg?lm=1,6.61,80.92,34.57,24.14,50.0,57.14,69.05,51.02,56.43,0.367,0.183,3.303,0.046,0.459,0.321,2.569,1.33,0.734,2.294,0.0,0.138,0.229,5.138,0.0,3.0,0.0,0.0,0.0,0.0,23.0,1962.0,kelvin amian,2028-06-30,344072.0,2026-07-09T08:47:15,2024-01-25,
Kwon Hyeokkyu,Nantes,MF,24,753,0.0,0.0,0.36,0.0,0.119,0.714,0.714,1.31,1.19,0.0,1000000.0,0.0,0.0,0.0,0.0,0.36,0.0,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,"Korea, South",Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/550957-1718724323.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kwon hyeokkyu,,,,,
Louis Leroux,Nantes,"MF,DF",19,1441,0.06,0.06,0.94,0.19,1.875,0.312,1.438,0.75,0.875,0.062,10000000.0,0.101,0.101,0.047,0.998,0.936,0.193,1,1,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/1119456-1740392399.jpg?lm=1,6.62,74.4,34.69,33.33,37.93,62.16,50.0,53.51,52.99,0.998,0.0,2.245,0.561,0.125,0.249,3.243,0.624,1.435,3.805,0.062,0.187,0.686,4.927,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1443.0,louis leroux,2030-06-30,1119456.0,2026-07-09T08:47:15,2024-07-01,
Mathieu Acapandié,Nantes,"DF,MF",20,261,0.0,0.0,0.0,0.0,3.793,1.034,0.345,1.034,0.0,0.0,700000.0,0.0,0.0,0.099,1.395,0.0,0.32,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Madagascar,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/944355-1713535329.jpg?lm=1,6.38,68.57,16.67,18.18,66.67,20.0,37.5,46.67,43.48,1.348,0.0,3.708,0.0,0.0,1.011,2.36,1.011,0.337,2.36,0.0,0.0,0.674,4.382,0.0,0.0,0.0,0.0,0.0,0.0,6.0,267.0,mathieu acapandie,,,,,
Matthis Abline,Nantes,"FW,MF",22,2494,0.22,0.14,3.03,0.79,2.238,0.325,0.469,1.155,1.516,0.181,20000000.0,0.302,0.275,0.147,1.08,3.059,0.44,6,4,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/659543-1704213657.jpg?lm=1,6.96,70.63,40.0,22.03,43.97,65.0,47.22,42.11,43.2,1.081,0.252,0.36,1.081,0.0,0.288,2.559,1.225,0.469,4.037,0.0,0.541,1.838,5.334,0.0,3.0,0.0,0.0,0.0,0.0,32.0,2497.0,matthis abline,2028-06-30,659543.0,2026-07-09T08:47:15,2024-07-03,
Mayckel Lahdo,Nantes,"FW,MF",22,415,0.22,0.22,0.65,0.22,0.217,0.0,0.435,1.087,1.304,0.217,2700000.0,0.137,0.137,0.035,0.829,0.622,0.313,1,1,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Sweden,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/795274-1723819960.jpg?lm=1,6.58,86.0,60.0,0.0,50.0,40.0,12.5,47.22,40.91,1.077,0.0,0.431,0.215,0.0,0.0,2.368,0.215,0.431,3.66,0.0,0.215,1.292,5.167,0.0,0.0,0.0,0.0,0.0,0.0,8.0,418.0,mayckel lahdo,,,,,
Mohamed Kaba,Nantes,MF,23,918,0.0,0.2,1.08,0.59,0.196,1.373,1.471,1.275,2.647,0.0,2500000.0,0.129,0.129,0.187,1.151,1.055,0.392,0,2,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Guinea,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/911328-1695033138.jpg?lm=1,6.8,79.11,58.82,0.0,46.15,53.57,53.57,57.28,56.49,1.169,0.39,0.292,0.0,0.292,1.364,5.26,1.461,1.461,5.747,0.097,0.682,0.584,6.136,0.0,2.0,0.0,0.0,0.0,0.0,12.0,924.0,mohamed kaba,,,,,
Mostafa Mohamed,Nantes,FW,27,1152,0.31,0.0,2.73,0.62,0.703,0.547,0.547,1.406,2.109,0.312,3500000.0,0.236,0.236,0.089,0.703,2.656,0.232,4,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Egypt,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/462348-1703065403.jpg?lm=1,6.63,61.58,20.0,22.22,15.79,80.0,49.52,38.95,44.5,0.692,0.154,0.999,0.538,0.231,0.615,2.306,3.997,0.615,2.844,0.077,0.307,0.231,2.613,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1171.0,mostafa mohamed,2027-06-30,462348.0,2026-07-09T08:47:15,2023-07-01,
Nicolas Cozza,Nantes,DF,26,2301,0.0,0.04,0.43,0.12,0.859,0.82,1.055,0.898,1.211,0.0,2500000.0,0.076,0.076,0.017,0.392,0.431,0.112,0,1,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/485965-1689865641.jpg?lm=1,6.61,76.91,32.59,18.18,44.44,63.64,42.0,56.64,52.85,0.391,0.0,3.713,0.195,0.43,0.664,3.517,0.821,1.094,3.165,0.0,0.195,0.313,4.103,0.0,6.0,0.0,0.0,0.0,0.0,29.0,2303.0,nicolas cozza,,,,,
Patrik Carlgren,Nantes,GK,33,182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,84.6,50.0,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Sweden,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/190280-1726237403.jpg?lm=1,7.37,45.9,23.26,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,2.872,0.0,0.0,0.0,12.447,0.479,0.0,0.479,0.0,0.0,0.0,1.436,5.266,1.0,1.436,1.436,1.915,0.0,3.0,188.0,patrik carlgren,,,,,
Rémy Cabella,Nantes,"MF,FW",35,572,0.16,0.0,1.42,0.79,5.781,0.938,1.094,1.094,1.719,0.312,1200000.0,0.406,0.284,0.182,2.406,1.444,0.663,2,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/113707-1757716597.png?lm=1,6.99,83.98,50.0,40.0,44.44,43.75,54.55,50.85,51.43,2.509,0.157,0.157,0.314,0.0,0.941,5.801,0.941,1.098,4.704,0.157,1.411,0.627,15.679,0.0,0.0,0.0,0.0,0.0,0.0,11.0,574.0,remy cabella,,,,,
Sékou Doucoure,Nantes,DF,20,45,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Mali,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/825438-1753112262.jpg?lm=1,6.8,86.67,0.0,0.0,0.0,0.0,100.0,0.0,50.0,0.0,0.0,10.0,0.0,2.0,6.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.0,sekou doucoure,2029-06-30,825438.0,2026-07-09T08:47:15,2025-07-01,
Tylel Tati,Nantes,DF,17,1721,0.0,0.0,0.16,0.0,0.052,0.733,0.681,1.309,0.785,0.0,25000000.0,0.026,0.026,0.001,0.052,0.156,0.189,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1241207-1764146203.jpg?lm=1,6.42,88.0,33.33,100.0,72.73,63.16,48.15,59.42,56.25,0.052,0.0,4.124,0.157,0.783,0.887,3.028,0.679,0.626,2.14,0.157,0.0,0.418,2.297,0.0,2.0,0.0,0.0,0.0,0.0,20.0,1724.0,tylel tati,2030-06-30,1241207.0,2026-07-09T08:47:15,2025-08-01,
Uroš Radaković,Nantes,DF,31,101,0.0,0.0,0.89,0.0,0.0,3.636,1.818,1.818,0.0,0.0,400000.0,0.0,0.0,0.09,0.989,0.0,0.09,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Serbia,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/169511-1724074837.png?lm=1,6.54,62.5,0.0,0.0,0.0,50.0,42.86,40.0,41.67,0.804,0.0,6.429,0.0,1.607,2.411,0.804,2.411,0.804,1.607,0.0,0.0,0.0,1.607,0.0,0.0,0.0,0.0,0.0,0.0,6.0,112.0,uros radakovic,,,,,
Yassine Benhattab,Nantes,"MF,FW",22,477,0.0,0.0,0.75,0.19,4.717,0.0,1.132,0.566,0.566,0.189,2000000.0,0.034,0.034,0.13,1.127,0.752,0.211,0,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/796589-1758286910.jpg?lm=1,6.62,72.34,55.56,16.0,53.33,60.0,20.0,56.76,52.38,1.321,0.189,0.566,0.377,0.0,0.0,5.283,0.189,1.132,3.962,0.377,0.566,1.509,5.66,0.0,0.0,0.0,0.0,0.0,0.0,10.0,477.0,yassine benhattab,2028-06-30,796589.0,2026-07-09T08:47:15,2024-08-30,
Youssef El-Arabi,Nantes,FW,38,941,0.29,0.0,1.43,0.86,0.19,0.381,0.857,2.095,2.19,0.952,100000.0,0.401,0.329,0.054,0.859,1.432,0.26,3,0,,,52,1.5294117647058822,0.5106382978723405,29,0.8529411764705882,0.0,Morocco,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/96533-1447230875.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,youssef el-arabi,,,,,
Abdulai Juma Bah,Nice,DF,19,1958,0.0,0.0,0.32,0.09,0.0,1.376,0.826,1.239,0.321,0.138,10000000.0,0.0,0.0,0.0,0.0,0.32,0.0,0,0,,,60,1.7647058823529411,0.3404255319148937,37,1.088235294117647,0.1777777777777777,Sierra Leone,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1121298-1756823284.jpg?lm=1,6.77,91.54,46.27,0.0,75.0,45.71,56.98,51.55,54.1,0.275,0.092,6.563,0.046,1.331,1.331,4.773,2.249,0.734,2.295,0.092,0.092,0.413,2.845,0.0,4.0,0.0,0.0,0.0,0.0,26.0,1961.0,abdulai juma bah,,,,,
