player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Alejo Sarco,Gladbach,FW,19,53,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,3.4,0.0,0,0,,,Argentina,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1000675-1760947366.jpg?lm=1,6.45,69.57,0.0,0.0,100.0,100.0,25.0,44.44,38.46,1.429,0.714,0.714,0.714,0.0,0.0,0.714,0.714,0.714,2.857,0.0,0.0,0.714,7.857,0.0,0.0,0.0,0.0,0.0,0.0,6.0,126.0,alejo sarco,,,,,
Charles Herrmann,Gladbach,FW,19,5,0.0,18.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,800000.0,0.0,0.0,18.0,54.0,0.0,0.0,0,1,,,Germany,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/884822-1760967283.jpg?lm=1,6.8,66.67,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,charles herrmann,,,,,
Fabio Chiarodia,Gladbach,DF,20,674,0.0,0.0,0.53,0.13,0.0,1.733,1.2,1.067,0.133,0.0,3000000.0,0.0,0.0,0.0,0.0,0.53,0.0,0,0,,,Italy,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/724104-1722945535.jpg?lm=1,6.56,85.94,24.39,0.0,50.0,53.33,46.15,54.84,52.27,0.13,0.0,5.609,0.0,0.783,1.565,4.304,0.783,1.043,2.217,0.0,0.13,0.13,3.522,0.0,0.0,0.0,0.0,0.0,0.0,15.0,690.0,fabio chiarodia,2028-06-30,724104,2026-07-03T17:44:37,2023-07-01,
Florian Neuhaus,Gladbach,"MF,FW",28,930,0.0,0.1,2.13,0.58,0.874,0.874,0.68,0.874,0.874,0.0,2500000.0,0.0,0.0,0.1,0.3,2.13,0.0,0,1,,,Germany,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/278332-1739091435.jpg?lm=1,6.7,79.88,45.83,22.22,50.0,58.33,22.22,41.54,39.19,0.863,0.096,1.15,0.958,0.383,0.863,4.313,0.192,0.671,2.588,0.096,0.479,0.575,9.201,0.0,0.0,0.0,0.0,0.0,0.0,17.0,939.0,florian neuhaus,2027-06-30,278332,2026-07-03T17:44:37,2017-07-01,
Franck Honorat,Gladbach,"MF,FW",28,1977,0.09,0.27,0.77,0.23,6.091,0.227,0.591,0.545,0.273,0.455,7000000.0,0.0,0.09,0.27,0.81,0.77,0.0,2,6,,,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/229006-1691248904.jpg?lm=1,6.87,74.39,26.67,29.01,34.0,50.0,42.86,37.5,38.51,2.038,0.453,1.132,0.272,0.181,0.272,3.125,0.544,0.498,2.038,0.045,0.362,0.77,7.972,0.0,3.0,0.0,0.0,0.0,0.0,28.0,1987.0,franck honorat,2029-06-30,229006,2026-07-03T17:44:37,2023-07-11,
Gio Reyna,Gladbach,MF,22,520,0.17,0.0,1.21,0.35,1.552,0.69,1.034,0.862,1.724,0.0,4000000.0,0.0,0.17,0.0,0.0,1.21,0.0,1,0,,,United States,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/504215-1760967520.jpg?lm=1,6.75,84.41,61.11,25.0,55.56,66.67,20.0,53.7,44.59,2.224,0.0,1.882,0.684,0.171,0.856,4.449,0.684,1.027,4.962,0.0,0.513,1.711,13.175,0.0,0.0,0.0,0.0,0.0,0.0,19.0,526.0,gio reyna,,,,,
Grant Ranos,Gladbach,FW,22,119,0.76,0.0,3.03,1.51,3.846,0.769,0.769,0.769,0.769,0.0,600000.0,0.0,0.76,0.0,0.0,3.03,0.0,1,0,,,Armenia,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/574201-1691249188.jpg?lm=1,6.55,83.72,0.0,0.0,25.0,100.0,33.33,25.0,27.78,0.738,0.0,0.738,0.0,0.0,0.738,4.426,1.475,0.738,2.213,0.0,0.738,0.738,9.59,0.0,0.0,0.0,0.0,0.0,0.0,8.0,122.0,grant ranos,,,,,
Haris Tabaković,Gladbach,FW,31,2382,0.49,0.11,2.53,1.02,0.075,0.0,0.226,1.811,0.755,1.019,3500000.0,0.0,0.49,0.11,0.33,2.53,0.0,13,3,,,Bosnia-Herzegovina,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/203123-1720778399.jpg?lm=1,6.71,67.63,60.0,0.0,37.5,60.0,50.0,26.83,41.44,0.602,0.038,2.256,0.602,0.188,0.0,1.617,3.947,0.226,1.241,0.0,0.263,0.226,3.421,0.0,3.0,0.0,0.0,0.0,0.0,32.0,2394.0,haris tabakovic,,,,,
Hugo Bolin,Gladbach,"MF,FW",22,550,0.16,0.16,2.45,0.65,2.787,0.164,0.328,0.328,1.967,0.164,6000000.0,0.0,0.16,0.16,0.48,2.45,0.0,1,1,,,Sweden,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/667251-1704806100.jpg?lm=1,6.7,81.75,50.0,6.25,27.27,50.0,50.0,44.19,44.9,1.304,0.0,0.652,0.978,0.0,0.163,4.728,0.489,0.326,3.098,0.163,0.815,0.489,6.522,0.0,0.0,0.0,0.0,0.0,0.0,13.0,552.0,hugo bolin,2026-07-01,667251,2026-07-03T17:44:37,2026-07-01,NEW
Jan Urbich,Gladbach,DF,21,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/820723-1755073828.jpg?lm=1,6.5,44.44,0.0,0.0,33.33,0.0,66.67,50.0,55.56,2.25,0.0,4.5,0.0,0.0,0.0,4.5,4.5,0.0,6.75,0.0,0.0,2.25,2.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,jan urbich,,,,,
Jens Castrop,Gladbach,MF,22,1584,0.17,0.06,1.7,0.68,1.193,0.966,1.534,1.761,1.477,0.17,10000000.0,0.0,0.17,0.06,0.18,1.7,0.0,3,1,,,"Korea, South",Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/613192-1760966991.jpg?lm=1,6.69,75.3,43.9,19.05,37.88,48.28,54.17,51.17,51.48,1.069,0.0,1.689,0.45,0.056,1.013,4.728,0.732,1.576,6.135,0.0,0.281,1.407,7.317,0.0,5.0,0.0,0.0,0.0,0.0,26.0,1599.0,jens castrop,2029-06-30,613192,2026-07-03T17:44:37,2025-07-01,
Joe Scally,Gladbach,"DF,MF",22,2608,0.07,0.1,0.55,0.35,1.621,0.621,0.931,1.138,1.759,0.103,7000000.0,0.0,0.07,0.1,0.3,0.55,0.0,2,3,,,United States,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/504153-1760967039.jpg?lm=1,6.63,80.26,35.0,16.67,44.44,56.25,44.78,53.48,51.52,0.62,0.069,2.689,0.069,0.138,0.586,3.895,1.034,0.931,4.24,0.103,0.207,0.827,5.377,0.0,11.0,0.0,0.0,0.0,0.0,32.0,2611.0,joe scally,2027-06-30,504153,2026-07-03T17:44:37,2021-01-01,
Kevin Diks,Gladbach,DF,28,2464,0.04,0.0,0.84,0.47,0.182,0.876,1.095,0.547,0.803,0.036,5000000.0,0.0,0.04,0.0,0.0,0.84,0.0,1,0,,,Indonesia,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/335209-1760966816.jpg?lm=1,6.96,89.41,51.9,20.0,83.33,58.14,59.76,68.81,64.92,0.292,0.0,4.816,0.073,0.62,0.876,4.779,1.788,0.912,2.736,0.109,0.073,0.365,5.545,0.0,9.0,0.0,0.0,0.0,0.0,30.0,2467.0,kevin diks,2030-06-30,335209,2026-07-03T17:44:37,2025-07-01,
Kevin Stöger,Gladbach,MF,31,1324,0.07,0.07,1.56,0.48,4.15,0.884,1.361,1.565,1.973,0.0,1800000.0,0.0,0.07,0.07,0.21,1.56,0.0,1,1,,,Austria,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/106872-1722945684.jpg?lm=1,6.77,82.67,51.47,28.33,21.43,51.35,20.0,50.36,48.3,1.745,0.403,1.208,0.336,0.134,0.94,4.362,0.134,1.275,4.631,0.0,0.268,0.201,12.953,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1341.0,kevin stoger,2027-06-30,106872,2026-07-03T17:44:37,2024-07-01,
Kōta Takai,Gladbach,DF,20,342,0.0,0.0,0.79,0.53,0.0,1.053,1.053,0.789,0.789,0.0,5000000.0,0.0,0.0,0.0,0.0,0.79,0.0,0,0,,,Japan,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/671108-1745788815.jpg?lm=1,6.53,88.03,57.89,0.0,0.0,36.36,54.17,63.64,58.7,0.504,0.0,5.042,0.0,0.252,1.261,3.529,3.277,1.008,3.529,0.252,0.0,0.0,8.571,0.0,0.0,0.0,0.0,0.0,0.0,8.0,357.0,kota takai,,,,,
Luca Netz,Gladbach,"MF,DF",22,940,0.0,0.19,0.19,0.0,2.5,0.673,0.962,0.769,0.192,0.0,8000000.0,0.0,0.0,0.19,0.5700000000000001,0.19,0.0,0,2,,,Germany,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/524285-1760967382.jpg?lm=1,6.76,76.84,22.22,26.92,56.25,62.5,50.0,48.21,48.61,0.954,0.382,3.627,0.191,0.477,0.477,2.959,0.764,0.954,2.577,0.0,0.286,0.859,6.299,0.0,5.0,0.0,0.0,0.0,0.0,15.0,943.0,luca netz,,,,,
Lukas Ullrich,Gladbach,"DF,MF",21,1305,0.0,0.0,0.69,0.14,2.621,1.448,1.172,1.172,0.759,0.069,6000000.0,0.0,0.0,0.0,0.0,0.69,0.0,0,0,,,Germany,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/787151-1691248738.jpg?lm=1,6.5,77.82,30.51,26.32,40.91,57.14,55.56,51.06,51.79,0.958,0.068,2.875,0.137,0.342,1.437,3.559,0.684,1.095,3.285,0.068,0.068,0.616,5.338,0.0,2.0,0.0,0.0,0.0,0.0,23.0,1315.0,lukas ullrich,2029-06-30,787151,2026-07-03T17:44:37,2023-07-01,
Marvin Friedrich,Gladbach,DF,29,152,0.0,0.0,0.0,0.0,0.0,0.588,1.765,1.176,1.176,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/196231-1662966392.jpg?lm=1,6.53,82.35,15.38,0.0,0.0,50.0,45.45,80.0,61.9,0.0,0.0,12.115,0.0,1.154,0.577,2.885,2.885,1.731,4.615,0.0,0.0,0.0,1.731,0.0,0.0,0.0,0.0,0.0,0.0,6.0,156.0,marvin friedrich,,,,,
Moritz Nicolas,Gladbach,GK,27,3060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,72.0,38.2,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/284270-1722945496.jpg?lm=1,7.34,70.68,40.56,0.0,0.0,100.0,100.0,100.0,100.0,0.059,0.029,0.794,0.0,0.0,0.029,9.088,0.235,0.029,0.118,0.029,0.0,0.0,1.059,4.0,13.0,0.647,0.265,0.382,0.0,34.0,3060.0,moritz nicolas,2029-06-30,284270,2026-07-03T17:44:37,2016-07-01,
Nico Elvedi,Gladbach,DF,28,2966,0.0,0.06,0.27,0.0,0.03,1.212,0.97,0.545,0.485,0.03,8000000.0,0.0,0.0,0.06,0.18,0.27,0.0,0,2,,,Switzerland,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/192635-1691249306.jpg?lm=1,7.01,91.98,55.24,0.0,50.0,67.44,55.97,67.42,60.54,0.394,0.091,8.19,0.121,0.88,1.244,3.155,2.275,0.88,1.82,0.061,0.061,0.03,4.52,0.0,12.0,0.0,0.0,0.0,0.0,33.0,2967.0,nico elvedi,2027-06-30,192635,2026-07-03T17:44:37,2015-07-01,
Oscar Fraulo,Gladbach,MF,21,43,2.09,0.0,2.09,2.09,0.0,2.0,0.0,6.0,0.0,0.0,2500000.0,0.0,2.09,0.0,0.0,2.09,0.0,1,0,,,Denmark,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/610428-1760967229.jpg?lm=1,6.73,100.0,100.0,0.0,0.0,0.0,0.0,16.67,14.29,0.0,0.0,3.273,0.0,1.636,1.636,6.545,0.0,0.0,1.636,0.0,1.636,0.0,8.182,0.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0,oscar fraulo,,,,,
Philipp Sander,Gladbach,"DF,MF",27,2445,0.07,0.0,0.92,0.29,1.029,1.838,1.544,1.029,0.515,0.0,4000000.0,0.0,0.07,0.0,0.0,0.92,0.0,2,0,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/388409-1760966764.jpg?lm=1,6.98,86.11,47.83,39.29,38.46,64.62,64.77,57.14,60.0,0.403,0.0,3.814,0.183,0.293,1.834,5.831,2.09,1.54,3.081,0.037,0.183,0.183,6.381,0.0,6.0,0.0,0.0,0.0,0.0,30.0,2454.0,philipp sander,2028-06-30,388409,2026-07-03T17:44:37,2024-07-01,
Robin Hack,Gladbach,MF,26,320,0.28,0.0,3.09,1.13,3.889,0.278,0.556,1.111,0.833,0.278,7000000.0,0.0,0.28,0.0,0.0,3.09,0.0,1,0,,,Germany,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/284010-1722945425.jpg?lm=1,6.73,83.61,60.0,35.71,42.86,100.0,12.5,28.57,25.0,3.691,0.284,1.42,0.852,0.0,0.284,4.259,0.284,0.568,2.271,0.0,0.284,0.852,13.344,0.0,1.0,0.0,0.0,0.0,0.0,8.0,317.0,robin hack,2029-06-30,284010,2026-07-03T17:44:37,2023-07-01,
Rocco Reitz,Gladbach,MF,23,2627,0.0,0.14,1.61,0.48,2.945,1.678,1.438,1.199,1.884,0.205,20000000.0,0.0,0.0,0.14,0.42,1.61,0.0,0,4,,,Germany,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/467434-1760966939.jpg?lm=1,6.86,77.89,43.85,15.12,47.06,61.76,53.19,52.9,52.94,0.956,0.239,1.673,0.444,0.205,1.673,4.78,0.854,1.434,4.985,0.102,0.376,0.819,8.843,0.0,7.0,0.0,0.0,0.0,0.0,31.0,2636.0,rocco reitz,,,,,
Shuto Machino,Gladbach,"FW,MF",25,1076,0.25,0.08,2.09,0.92,0.833,0.25,0.417,1.167,0.917,0.75,4000000.0,0.0,0.25,0.08,0.24,2.09,0.0,3,1,,,Japan,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/550580-1760967093.jpg?lm=1,6.68,72.73,88.89,10.0,30.0,50.0,47.76,37.93,43.2,1.162,0.0,1.162,0.498,0.083,0.249,2.574,2.657,0.332,1.827,0.0,0.415,0.249,4.899,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1084.0,shuto machino,2029-06-30,550580,2026-07-03T17:44:37,2025-07-26,
Tim Kleindienst,Gladbach,FW,29,7,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/193033-1722945738.jpg?lm=1,6.55,60.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,10.0,5.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,tim kleindienst,2029-06-30,193033,2026-07-03T17:44:37,2024-07-01,
Wael Mohya,Gladbach,"MF,FW",16,552,0.33,0.16,1.79,0.82,1.311,0.328,1.148,0.656,2.131,0.0,17000000.0,0.0,0.33,0.16,0.48,1.79,0.0,2,1,,,Germany,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/1070979-1760967470.jpg?lm=1,6.7,82.76,37.5,0.0,20.0,75.0,38.46,42.86,42.03,0.641,0.0,0.32,0.641,0.16,0.16,3.203,0.801,0.961,3.843,0.0,0.48,0.48,8.968,0.0,0.0,0.0,0.0,0.0,0.0,15.0,562.0,wael mohya,2025-07-06,1070979,2026-07-03T17:44:37,2025-07-06,
Yannik Engelhardt,Gladbach,MF,24,2487,0.07,0.07,0.76,0.18,0.217,1.304,0.833,1.486,1.232,0.0,7000000.0,0.0,0.07,0.07,0.21,0.76,0.0,2,2,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/405670-1760966867.jpg?lm=1,6.75,86.06,46.27,50.0,54.55,51.16,56.92,46.63,49.38,0.505,0.036,1.658,0.144,0.396,1.225,4.361,1.334,0.793,2.992,0.036,0.324,0.216,5.695,0.0,11.0,0.0,0.0,0.0,0.0,31.0,2497.0,yannik engelhardt,,,,,
Aboubaka Soumahoro,Hamburger SV,"MF,DF",20,136,0.0,0.0,0.0,0.0,0.667,0.0,0.0,2.0,0.0,0.667,1200000.0,0.0,0.0,0.013,0.643,0.0,0.044,0,0,,,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1052420-1758188513.jpg?lm=1,6.2,90.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.638,0.0,5.745,0.0,0.0,0.0,2.553,0.0,0.0,0.638,0.0,0.0,0.0,7.021,0.0,0.0,0.0,0.0,0.0,0.0,4.0,141.0,aboubaka soumahoro,2029-06-30,1052420,2026-07-03T17:44:40,2025-02-03,
Albert Grønbaek,Hamburger SV,MF,24,492,0.18,0.37,1.46,0.73,1.091,2.0,1.818,0.364,1.091,0.0,5000000.0,0.075,0.075,0.259,1.44,1.44,0.487,1,2,,,Denmark,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/503866-1780667405.jpg?lm=1,6.97,74.64,42.86,0.0,62.5,66.67,40.0,63.41,60.87,1.455,0.364,1.455,0.545,0.182,2.0,4.0,0.364,1.818,4.727,0.545,0.182,0.909,6.727,0.0,0.0,0.0,0.0,0.0,0.0,7.0,495.0,albert gronbaek,2030-06-30,503866,2026-07-03T17:44:40,2026-07-01,NEW
Albert Sambi Lokonga,Hamburger SV,MF,25,1710,0.26,0.0,1.0,0.58,0.684,0.684,0.684,1.053,1.421,0.0,12000000.0,0.087,0.087,0.072,1.305,0.992,0.339,5,0,,,Belgium,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/381967-1758189027.jpg?lm=1,6.96,87.7,65.45,45.45,50.0,38.71,59.46,53.23,54.66,1.314,0.0,1.051,0.158,0.631,0.736,3.207,1.157,0.631,3.47,0.053,0.315,0.421,7.623,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1712.0,albert sambi lokonga,2028-06-30,381967,2026-07-03T17:44:40,2025-09-01,
Alexander Røssing-Lelesiit,Hamburger SV,"FW,MF",18,321,0.0,0.28,0.56,0.56,1.111,0.278,0.556,3.611,1.944,0.278,5000000.0,0.025,0.025,0.205,1.411,0.564,0.247,0,1,,,Norway,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/1213681-1758188019.jpg?lm=1,6.54,80.88,66.67,50.0,37.5,22.22,20.0,37.93,36.51,1.355,0.542,0.813,0.0,0.271,0.0,3.795,0.271,0.542,5.964,0.0,0.271,1.627,6.777,0.0,0.0,0.0,0.0,0.0,0.0,11.0,332.0,alexander rossing-lelesiit,2030-06-30,1213681,2026-07-03T17:44:40,2025-02-03,
Bakery Jatta,Hamburger SV,MF,27,911,0.1,0.1,1.09,0.4,1.881,0.792,1.089,1.287,0.495,0.198,1000000.0,0.149,0.149,0.029,0.482,1.06,0.289,1,1,,,The Gambia,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/415194-1758189571.jpg?lm=1,6.63,81.61,57.89,5.26,33.33,66.67,28.57,38.33,35.8,0.392,0.0,2.941,0.098,0.392,0.882,2.157,0.588,0.98,2.255,0.098,0.294,0.294,5.196,0.0,2.0,0.0,0.0,0.0,0.0,15.0,918.0,bakery jatta,2029-06-30,415194,2026-07-03T17:44:40,2016-07-01,
Damion Downs,Hamburger SV,FW,21,536,0.0,0.0,1.18,0.67,0.0,0.0,0.333,1.333,0.167,0.333,4000000.0,0.083,0.083,0.119,1.18,1.18,0.225,0,0,,,United States,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/820241-1721139459.jpg?lm=1,6.41,78.57,50.0,0.0,22.22,33.33,21.88,31.03,26.23,1.145,0.164,0.982,0.327,0.164,0.0,1.309,1.145,0.327,1.473,0.0,0.0,0.327,3.109,0.0,0.0,0.0,0.0,0.0,0.0,12.0,550.0,damion downs,,,,,
Daniel Elfadli,Hamburger SV,DF,28,1253,0.0,0.0,0.29,0.07,0.0,1.439,1.007,1.439,1.079,0.0,3000000.0,0.043,0.043,0.012,0.143,0.286,0.134,0,0,,,Libya,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/529895-1758189409.jpg?lm=1,6.56,93.39,51.85,0.0,75.0,59.09,46.34,54.17,51.33,0.142,0.0,4.265,0.071,0.64,1.422,2.701,1.351,0.924,2.773,0.0,0.0,0.213,2.417,0.0,3.0,0.0,0.0,0.0,0.0,21.0,1266.0,daniel elfadli,2028-06-30,529895,2026-07-03T17:44:40,2024-07-01,
Daniel Heuer Fernandes,Hamburger SV,GK,32,2970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,0.004,0.004,0.0,0.0,0.03,0.152,0,0,66.5,18.2,Portugal,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/84993-1758189215.jpg?lm=1,7.18,74.16,38.75,0.0,100.0,0.0,83.33,100.0,90.0,0.0,0.0,0.909,0.0,0.0,0.0,8.061,0.152,0.0,0.121,0.152,0.03,0.03,1.364,3.242,6.0,0.333,0.545,0.515,0.0,33.0,2970.0,daniel heuer fernandes,2028-06-30,84993,2026-07-03T17:44:40,2019-07-01,
Emir Sahiti,Hamburger SV,FW,26,120,0.0,0.0,0.0,0.0,0.769,0.0,0.0,0.0,0.769,0.0,1700000.0,0.0,0.0,0.01,0.726,0.0,0.01,0,0,,,Kosovo,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/403177-1758189673.jpg?lm=1,6.45,70.97,0.0,0.0,66.67,0.0,0.0,41.67,38.46,0.738,0.0,0.738,0.0,0.0,0.0,3.689,0.0,0.0,3.689,0.0,0.0,2.951,4.426,0.0,0.0,0.0,0.0,0.0,0.0,2.0,122.0,emir sahiti,2027-06-30,403177,2026-07-03T17:44:40,2024-08-30,
Fabio Baldé,Hamburger SV,"FW,MF",20,448,0.2,0.2,1.81,0.8,3.2,0.2,1.4,0.8,0.4,0.0,5000000.0,0.202,0.202,0.265,1.066,1.919,0.524,1,1,,,Portugal,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/910541-1758189846.jpg?lm=1,6.65,73.58,16.67,31.25,52.63,42.86,37.5,44.83,43.24,0.989,0.396,0.989,0.198,0.0,0.198,2.769,1.187,1.187,5.143,0.0,0.198,1.978,3.956,0.0,0.0,0.0,0.0,0.0,0.0,16.0,455.0,fabio balde,2029-06-30,910541,2026-07-03T17:44:40,2024-07-01,
Fabio Vieira,Hamburger SV,"MF,FW",25,2206,0.24,0.2,2.41,0.78,2.408,0.612,0.367,0.735,1.796,0.041,18000000.0,0.197,0.166,0.186,1.566,2.369,0.494,7,5,,,Portugal,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/537598-1758188654.jpg?lm=1,7.18,83.02,53.04,33.33,53.33,50.0,31.25,56.47,52.48,1.585,0.284,0.853,0.853,0.081,0.528,5.12,0.406,0.406,3.901,0.081,0.284,1.3,8.98,0.0,2.0,0.0,0.0,0.0,0.0,29.0,2215.0,fabio vieira,,,,,
Giorgi Gocholeishvili,Hamburger SV,MF,24,940,0.0,0.19,1.34,0.19,1.923,0.673,1.346,1.25,1.827,0.288,2000000.0,0.097,0.097,0.063,0.891,1.386,0.304,0,1,,,Georgia,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/540056-1758188821.jpg?lm=1,6.65,74.69,40.82,31.82,46.15,52.0,44.0,51.69,50.35,0.94,0.094,2.445,0.658,0.094,0.752,4.89,1.034,1.223,5.737,0.188,0.564,1.693,3.762,0.0,1.0,0.0,0.0,0.0,0.0,24.0,957.0,giorgi gocholeishvili,,,,,
Guilherme Ramos,Hamburger SV,DF,27,48,0.0,0.0,1.87,1.87,0.0,0.0,0.0,2.0,2.0,0.0,750000.0,0.351,0.351,0.0,0.0,2.903,0.542,0,0,,,Portugal,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/340521-1696403853.jpg?lm=1,6.53,68.89,0.0,0.0,100.0,0.0,40.0,66.67,46.15,1.154,0.0,8.077,0.0,0.0,0.0,3.462,4.615,0.0,2.308,0.0,0.0,1.154,6.923,0.0,0.0,0.0,0.0,0.0,0.0,8.0,78.0,guilherme ramos,,,,,
Immanuel Pherai,Hamburger SV,"FW,MF",24,35,0.0,0.0,2.57,0.0,10.0,0.0,2.5,10.0,5.0,0.0,1500000.0,0.137,0.137,0.0,0.0,4.737,0.725,0,0,,,Suriname,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/412935-1758189480.jpg?lm=1,6.17,78.26,0.0,0.0,50.0,50.0,100.0,50.0,54.55,0.0,0.0,1.429,1.429,0.0,0.0,8.571,1.429,1.429,7.143,0.0,1.429,1.429,12.857,0.0,0.0,0.0,0.0,0.0,0.0,6.0,63.0,immanuel pherai,2027-06-30,412935,2026-07-03T17:44:40,2023-07-01,
Jean-Luc Dompé,Hamburger SV,"FW,MF",29,1138,0.16,0.0,1.98,0.95,6.508,0.0,0.397,0.159,0.714,0.317,2500000.0,0.173,0.113,0.322,2.624,1.988,0.427,3,0,,,France,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/291222-1758189349.jpg?lm=1,7.03,80.84,46.15,25.0,56.76,80.0,0.0,53.85,51.47,2.614,0.555,0.079,0.317,0.0,0.0,1.822,0.0,0.317,2.773,0.0,0.317,1.664,8.873,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1136.0,jean-luc dompe,2027-06-30,291222,2026-07-03T17:44:40,2022-08-18,
Jonas Meffert,Hamburger SV,MF,30,145,0.0,0.0,0.0,0.0,0.0,0.625,1.875,0.625,0.0,0.0,700000.0,0.0,0.0,0.086,1.343,0.0,0.265,0,0,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/107574-1758189614.jpg?lm=1,6.65,76.54,71.43,0.0,0.0,75.0,75.0,66.67,70.0,1.192,0.0,0.596,0.0,0.0,0.596,7.152,1.788,1.788,2.384,0.0,0.596,0.0,5.364,0.0,0.0,0.0,0.0,0.0,0.0,4.0,151.0,jonas meffert,,,,,
