player,norm_key,squad,pos,90s,dead_ball_passes_per90,free_kick_passes_per90,throw_ins_per90,corner_kicks_per90,inswing_corners_per90,outswing_corners_per90,straight_corners_per90,sca_sca90,dead_ball_sca_per90,gca_gca90,dead_ball_gca_per90,fouls_per90_fbref,fouled_per90_fbref,pens_won_per90_fbref,pens_conceded_per90_fbref
Ezri Konsa,ezri konsa,Aston Villa,DF,33.7,,,,,,,,,,,,0.32640949554896137,1.2462908011869436,,
Fabian Schär,fabian schar,Newcastle United,DF,12.1,,,,,,,,,,,,1.2396694214876034,0.578512396694215,,
Fabio Carvalho,fabio carvalho,Brentford,MF,1.1,,,,,,,,,,,,0.0,0.0,,
Facundo Buonanotte,facundo buonanotte,Chelsea,MF,0.5,,,,,,,,,,,,0.0,0.0,,
Facundo Buonanotte,facundo buonanotte,Leeds United,MF,0.4,,,,,,,,,,,,2.5,0.0,,
Federico Chiesa,federico chiesa,Liverpool,MF,3.8,,,,,,,,,,,,2.8947368421052633,1.842105263157895,,
Fer López,fer lopez,Wolves,MF,2.6,,,,,,,,,,,,2.3076923076923075,1.5384615384615383,,
Ferdi Kadioglu,ferdi kadioglu,Brighton,"DF,MF",34.8,,,,,,,,,,,,0.632183908045977,1.0344827586206897,,
Filip Jørgensen,filip jorgensen,Chelsea,GK,4.2,,,,,,,,,,,,0.0,0.0,,
Florentino Luís,florentino luis,Burnley,MF,23.4,,,,,,,,,,,,1.7094017094017095,0.3418803418803419,,
Florian Wirtz,florian wirtz,Liverpool,MF,26.4,,,,,,,,,,,,0.8333333333333334,0.7196969696969697,,
Frank Onyeka,frank onyeka,Brentford,MF,1.0,,,,,,,,,,,,3.0,3.0,,
Freddie Potts,freddie potts,West Ham United,MF,13.0,,,,,,,,,,,,1.1538461538461537,1.0769230769230769,,
Freddie Woodman,freddie woodman,Liverpool,GK,2.4,,,,,,,,,,,,0.0,0.0,,
Gabriel Gudmundsson,gabriel gudmundsson,Leeds United,"DF,MF",29.2,,,,,,,,,,,,1.0616438356164384,1.9178082191780823,,
Gabriel Jesus,gabriel jesus,Arsenal,FW,4.8,,,,,,,,,,,,1.875,0.20833333333333334,,
Gabriel Magalhães,gabriel magalhaes,Arsenal,DF,30.6,,,,,,,,,,,,0.6862745098039216,1.1111111111111112,,
Gabriel Martinelli,gabriel martinelli,Arsenal,"FW,MF",12.0,,,,,,,,,,,,0.8333333333333334,1.1666666666666667,,
George Earthy,george earthy,West Ham United,MF,0.1,,,,,,,,,,,,0.0,0.0,,
George Hemmings,george hemmings,Aston Villa,MF,0.3,,,,,,,,,,,,3.3333333333333335,0.0,,
Georginio Rutter,georginio rutter,Brighton,"MF,FW",19.8,,,,,,,,,,,,1.5151515151515151,1.7171717171717171,,
Gianluigi Donnarumma,gianluigi donnarumma,Manchester City,GK,34.0,,,,,,,,,,,,0.0,0.11764705882352941,,
Giorgi Mamardashvili,giorgi mamardashvili,Liverpool,GK,9.6,,,,,,,,,,,,0.10416666666666667,0.20833333333333334,,
Granit Xhaka,granit xhaka,Sunderland,MF,32.3,,,,,,,,,,,,0.7120743034055729,1.238390092879257,,
Guglielmo Vicario,guglielmo vicario,Tottenham Hotspur,GK,31.0,,,,,,,,,,,,0.0,0.0967741935483871,,
Guido Rodríguez,guido rodriguez,West Ham United,MF,2.0,,,,,,,,,,,,1.0,2.0,,
Habib Diarra,habib diarra,Sunderland,MF,15.6,,,,,,,,,,,,1.217948717948718,1.7307692307692308,,
Hamed Junior Traorè,hamed junior traore,Bournemouth,MF,0.2,,,,,,,,,,,,0.0,0.0,,
Hannibal Mejbri,hannibal mejbri,Burnley,MF,13.7,,,,,,,,,,,,1.6788321167883213,3.3576642335766427,,
Harrison Armstrong,harrison armstrong,Everton,MF,5.9,,,,,,,,,,,,1.0169491525423728,2.542372881355932,,
Harrison Reed,harrison reed,Fulham,MF,1.0,,,,,,,,,,,,2.0,1.0,,
Harry Howell,harry howell,Brighton,MF,1.0,,,,,,,,,,,,0.0,0.0,,
Harry Maguire,harry maguire,Manchester Utd,DF,18.4,,,,,,,,,,,,0.8695652173913044,0.8695652173913044,,
Harry Wilson,harry wilson,Fulham,MF,29.7,,,,,,,,,,,,0.4377104377104377,1.245791245791246,,
Harvey Barnes,harvey barnes,Newcastle United,"FW,MF",21.8,,,,,,,,,,,,0.7798165137614679,1.055045871559633,,
Harvey Elliott,harvey elliott,Aston Villa,MF,1.2,,,,,,,,,,,,0.0,1.6666666666666667,,
Harvey Elliott,harvey elliott,Liverpool,"FW,MF",0.0,,,,,,,,,,,,,,,
Hjalmar Ekdal,hjalmar ekdal,Burnley,DF,17.1,,,,,,,,,,,,0.29239766081871343,0.4093567251461988,,
Hugo Bueno,hugo bueno,Wolves,"MF,DF",26.3,,,,,,,,,,,,0.6463878326996197,0.9125475285171103,,
Hugo Ekitike,hugo ekitike,Liverpool,FW,20.0,,,,,,,,,,,,1.75,0.6,,
Hwang Hee-chan,hwang hee-chan,Wolves,"FW,MF",16.1,,,,,,,,,,,,1.7391304347826086,1.1180124223602483,,
Hákon Valdimarsson,hakon valdimarsson,Brentford,GK,1.0,,,,,,,,,,,,0.0,0.0,,
Ian Maatsen,ian maatsen,Aston Villa,DF,17.8,,,,,,,,,,,,0.9550561797752809,1.0674157303370786,,
Ibrahim Sangaré,ibrahim sangare,Nottingham Forest,MF,23.1,,,,,,,,,,,,1.8181818181818181,0.7792207792207791,,
Ibrahima Konaté,ibrahima konate,Liverpool,DF,34.3,,,,,,,,,,,,0.9620991253644315,1.1953352769679302,,
Idrissa Gueye,idrissa gueye,Everton,MF,23.3,,,,,,,,,,,,0.9012875536480687,1.3304721030042919,,
Igor,igor,West Ham United,DF,1.2,,,,,,,,,,,,0.8333333333333334,0.0,,
Igor Jesus,igor jesus,Nottingham Forest,FW,25.5,,,,,,,,,,,,1.6470588235294117,1.5686274509803921,,
Igor Thiago,igor thiago,Brentford,FW,36.5,,,,,,,,,,,,2.0273972602739727,0.7123287671232876,,
Ilia Gruev,ilia gruev,Leeds United,MF,14.7,,,,,,,,,,,,1.08843537414966,0.6122448979591837,,
Iliman Ndiaye,iliman ndiaye,Everton,MF,30.9,,,,,,,,,,,,0.970873786407767,1.197411003236246,,
Ismaila Sarr,ismaila sarr,Crystal Palace,MF,24.2,,,,,,,,,,,,0.49586776859504134,1.7355371900826446,,
Issa Diop,issa diop,Fulham,DF,9.1,,,,,,,,,,,,0.989010989010989,0.32967032967032966,,
Jack Fletcher,jack fletcher,Manchester Utd,MF,1.2,,,,,,,,,,,,1.6666666666666667,0.8333333333333334,,
Jack Grealish,jack grealish,Everton,MF,18.1,,,,,,,,,,,,0.718232044198895,3.2044198895027622,,
Jack Harrison,jack harrison,Leeds United,FW,3.0,,,,,,,,,,,,0.3333333333333333,1.3333333333333333,,
Jack Hinshelwood,jack hinshelwood,Brighton,MF,19.3,,,,,,,,,,,,1.6580310880829014,0.6217616580310881,,
Jackson Tchatchoua,jackson tchatchoua,Wolves,"MF,DF",20.5,,,,,,,,,,,,0.3902439024390244,0.43902439024390244,,
Jacob Bruun Larsen,jacob bruun larsen,Burnley,"MF,FW",11.4,,,,,,,,,,,,0.08771929824561403,0.0,,
Jacob Murphy,jacob murphy,Newcastle United,"FW,MF",18.0,,,,,,,,,,,,0.5,0.7222222222222222,,
Jacob Ramsey,jacob ramsey,Newcastle United,MF,16.1,,,,,,,,,,,,0.9937888198757763,0.8695652173913043,,
Jadon Sancho,jadon sancho,Aston Villa,MF,9.7,,,,,,,,,,,,0.30927835051546393,0.2061855670103093,,
Jaidon Anthony,jaidon anthony,Burnley,MF,30.2,,,,,,,,,,,,0.8940397350993378,1.5562913907284768,,
Jair Cunha,jair cunha,Nottingham Forest,DF,5.7,,,,,,,,,,,,0.0,1.0526315789473684,,
Jaka Bijol,jaka bijol,Leeds United,DF,21.0,,,,,,,,,,,,0.9047619047619048,0.47619047619047616,,
Jake O'Brien,jake o'brien,Everton,DF,34.7,,,,,,,,,,,,0.6628242074927954,0.48991354466858783,,
Jamaal Lascelles,jamaal lascelles,Newcastle United,DF,0.2,,,,,,,,,,,,0.0,0.0,,
Jamaldeen Jimoh,jamaldeen jimoh,Aston Villa,MF,0.1,,,,,,,,,,,,0.0,10.0,,
James Garner,james garner,Everton,"MF,DF",37.9,,,,,,,,,,,,1.029023746701847,1.108179419525066,,
James Hill,james hill,Bournemouth,DF,23.4,,,,,,,,,,,,0.7264957264957266,0.5555555555555556,,
James Justin,james justin,Leeds United,"DF,MF",21.1,,,,,,,,,,,,0.6161137440758293,1.4691943127962084,,
James Maddison,james maddison,Tottenham Hotspur,"FW,MF",0.4,,,,,,,,,,,,2.5,2.5,,
James Mcatee,james mcatee,Nottingham Forest,MF,3.3,,,,,,,,,,,,1.2121212121212122,1.5151515151515151,,
James Milner,james milner,Brighton,MF,8.7,,,,,,,,,,,,1.7241379310344829,0.3448275862068966,,
James Rowswell,james rowswell,Tottenham Hotspur,DF,0.0,,,,,,,,,,,,,,,
James Tarkowski,james tarkowski,Everton,DF,37.0,,,,,,,,,,,,0.8648648648648649,0.9459459459459459,,
James Trafford,james trafford,Manchester City,GK,4.0,,,,,,,,,,,,0.0,0.25,,
James Ward-Prowse,james ward-prowse,Burnley,MF,7.6,,,,,,,,,,,,0.5263157894736842,1.4473684210526316,,
James Ward-Prowse,james ward-prowse,West Ham United,MF,4.6,,,,,,,,,,,,0.8695652173913044,0.4347826086956522,,
Jamie Gittens,jamie gittens,Chelsea,MF,5.5,,,,,,,,,,,,1.0909090909090908,1.4545454545454546,,
Jan Paul van Hecke,jan paul van hecke,Brighton,DF,35.7,,,,,,,,,,,,0.7563025210084033,1.2044817927170868,,
Jarrad Branthwaite,jarrad branthwaite,Everton,DF,7.6,,,,,,,,,,,,0.39473684210526316,0.13157894736842105,,
Jarrod Bowen,jarrod bowen,West Ham United,"MF,FW",37.8,,,,,,,,,,,,0.5026455026455027,1.2962962962962965,,
Jaydee Canvot,jaydee canvot,Crystal Palace,DF,14.8,,,,,,,,,,,,0.8108108108108107,0.47297297297297297,,
Jayden Bogle,jayden bogle,Leeds United,"MF,DF",31.0,,,,,,,,,,,,1.2580645161290323,0.9354838709677419,,
Jaydon Amauri Banel,jaydon amauri banel,Burnley,"FW,MF",0.1,,,,,,,,,,,,0.0,10.0,,
Jean-Clair Todibo,jean-clair todibo,West Ham United,DF,20.2,,,,,,,,,,,,0.44554455445544555,0.1485148514851485,,
Jean-Philippe Mateta,jean-philippe mateta,Crystal Palace,FW,24.6,,,,,,,,,,,,0.8536585365853658,0.7723577235772358,,
Jean-Ricner Bellegarde,jean-ricner bellegarde,Wolves,"MF,FW",13.9,,,,,,,,,,,,1.4388489208633093,2.949640287769784,,
Jefferson Lerma,jefferson lerma,Crystal Palace,"MF,DF",19.3,,,,,,,,,,,,1.2953367875647668,1.2435233160621761,,
Jenson Seelt,jenson seelt,Sunderland,DF,1.5,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,
Jeremie Frimpong,jeremie frimpong,Liverpool,"DF,MF",11.6,,,,,,,,,,,,0.6896551724137931,1.8103448275862069,,
Jeremy Doku,jeremy doku,Manchester City,"MF,FW",19.8,,,,,,,,,,,,1.1616161616161615,3.080808080808081,,
Jerome Abbey,jerome abbey,Wolves,MF,0.2,,,,,,,,,,,,0.0,0.0,,
Jesse Derry,jesse derry,Chelsea,MF,0.5,,,,,,,,,,,,0.0,2.0,,
Jhon Arias,jhon arias,Wolves,"FW,MF",12.5,,,,,,,,,,,,2.08,0.72,,
Joachim Andersen,joachim andersen,Fulham,DF,31.9,,,,,,,,,,,,0.9404388714733543,0.40752351097178685,,
Jocelin Ta Bi,jocelin ta bi,Sunderland,MF,0.4,,,,,,,,,,,,0.0,2.5,,
Joe Gomez,joe gomez,Liverpool,DF,6.7,,,,,,,,,,,,2.08955223880597,0.0,,
Joe Knight,joe knight,Brighton,MF,0.0,,,,,,,,,,,,,,,
Joe Rodon,joe rodon,Leeds United,DF,32.8,,,,,,,,,,,,0.5182926829268293,0.5792682926829269,,
Joe Willock,joe willock,Newcastle United,MF,10.9,,,,,,,,,,,,1.4678899082568806,1.0091743119266054,,
Joe Worrall,joe worrall,Burnley,DF,5.6,,,,,,,,,,,,0.7142857142857143,0.17857142857142858,,
Joelinton,joelinton,Newcastle United,MF,21.7,,,,,,,,,,,,2.119815668202765,1.2442396313364055,,
John,john,Nottingham Forest,GK,4.9,,,,,,,,,,,,0.0,0.0,,
John McGinn,john mcginn,Aston Villa,MF,23.7,,,,,,,,,,,,1.3080168776371308,2.0253164556962027,,
John Stones,john stones,Manchester City,DF,4.9,,,,,,,,,,,,0.0,0.0,,
Jonah Kusi-Asare,jonah kusi-asare,Fulham,FW,0.6,,,,,,,,,,,,6.666666666666667,3.3333333333333335,,
Jordan Henderson,jordan henderson,Brentford,MF,21.3,,,,,,,,,,,,0.6103286384976525,0.32863849765258213,,
Jordan Pickford,jordan pickford,Everton,GK,38.0,,,,,,,,,,,,0.02631578947368421,0.15789473684210525,,
Jorge Cuenca,jorge cuenca,Fulham,DF,10.4,,,,,,,,,,,,0.9615384615384615,0.09615384615384615,,
Jorrel Hato,jorrel hato,Chelsea,DF,12.8,,,,,,,,,,,,1.171875,0.15625,,
Josh Cullen,josh cullen,Burnley,MF,16.8,,,,,,,,,,,,0.9523809523809523,1.0714285714285714,,
Josh Dasilva,josh dasilva,Brentford,MF,0.0,,,,,,,,,,,,,,,
Josh Laurent,josh laurent,Burnley,"DF,MF",19.6,,,,,,,,,,,,1.5816326530612244,0.5612244897959183,,
Joshua Acheampong,joshua acheampong,Chelsea,DF,7.4,,,,,,,,,,,,0.27027027027027023,1.2162162162162162,,
Joshua King,joshua king,Fulham,MF,14.5,,,,,,,,,,,,0.896551724137931,2.0689655172413794,,
Joshua Zirkzee,joshua zirkzee,Manchester Utd,"FW,MF",7.0,,,,,,,,,,,,1.1428571428571428,0.8571428571428571,,
José Sá,jose sa,Wolves,GK,23.0,,,,,,,,,,,,0.0,0.2608695652173913,,
Jota Silva,jota silva,Nottingham Forest,FW,0.1,,,,,,,,,,,,0.0,10.0,,
João Gomes,joao gomes,Wolves,MF,31.4,,,,,,,,,,,,2.1974522292993632,1.5605095541401275,,
João Palhinha,joao palhinha,Tottenham Hotspur,MF,24.4,,,,,,,,,,,,1.1475409836065575,1.4754098360655739,,
João Pedro,joao pedro,Chelsea,"FW,MF",29.6,,,,,,,,,,,,1.2837837837837838,1.8581081081081081,,
Joél Drakes-Thomas,joel drakes-thomas,Crystal Palace,MF,0.1,,,,,,,,,,,,10.0,0.0,,
Joël Piroe,joel piroe,Leeds United,FW,2.9,,,,,,,,,,,,1.3793103448275863,0.0,,
Joël Veltman,joel veltman,Brighton,DF,11.7,,,,,,,,,,,,0.8547008547008548,1.8803418803418805,,
Joško Gvardiol,josko gvardiol,Manchester City,DF,15.2,,,,,,,,,,,,1.0526315789473684,0.46052631578947373,,
Julio Soler,julio soler,Bournemouth,DF,0.4,,,,,,,,,,,,5.0,5.0,,
Jun'ai Byfield,jun'ai byfield,Tottenham Hotspur,DF,0.0,,,,,,,,,,,,,,,
Jurriën Timber,jurrien timber,Arsenal,DF,27.3,,,,,,,,,,,,1.3919413919413919,1.0622710622710623,,
Justin Devenny,justin devenny,Crystal Palace,"MF,FW",8.8,,,,,,,,,,,,1.25,1.1363636363636362,,
Justin Kluivert,justin kluivert,Bournemouth,MF,10.6,,,,,,,,,,,,1.6981132075471699,0.9433962264150944,,
Jørgen Strand Larsen,jorgen strand larsen,Crystal Palace,FW,10.0,,,,,,,,,,,,2.1,1.0,,
Jørgen Strand Larsen,jorgen strand larsen,Wolves,FW,15.6,,,,,,,,,,,,1.9230769230769231,0.7051282051282052,,
Kaden Rodney,kaden rodney,Crystal Palace,"DF,MF",0.0,,,,,,,,,,,,,,,
Kai Havertz,kai havertz,Arsenal,"FW,MF",6.5,,,,,,,,,,,,1.2307692307692308,1.2307692307692308,,
Kaoru Mitoma,kaoru mitoma,Brighton,"MF,FW",19.1,,,,,,,,,,,,1.6230366492146595,1.0994764397905759,,
Karl Darlow,karl darlow,Leeds United,GK,22.0,,,,,,,,,,,,0.0,0.3181818181818182,,
Kaye Furo,kaye furo,Brentford,FW,0.0,,,,,,,,,,,,,,,
Keane Lewis-Potter,keane lewis-potter,Brentford,"DF,MF",21.9,,,,,,,,,,,,0.6849315068493151,1.6438356164383563,,
Kenny Tete,kenny tete,Fulham,DF,19.9,,,,,,,,,,,,1.35678391959799,1.5577889447236182,,
Kepa Arrizabalaga,kepa arrizabalaga,Arsenal,GK,1.0,,,,,,,,,,,,0.0,0.0,,
Kevin,kevin,Fulham,MF,11.6,,,,,,,,,,,,1.206896551724138,1.4655172413793105,,
Kevin Danso,kevin danso,Tottenham Hotspur,DF,16.6,,,,,,,,,,,,1.2650602409638554,0.7831325301204819,,
Kevin Schade,kevin schade,Brentford,"MF,FW",30.5,,,,,,,,,,,,1.639344262295082,1.4098360655737705,,
Ki-Jana Hoever,ki-jana hoever,Wolves,"MF,DF",4.7,,,,,,,,,,,,0.6382978723404255,0.6382978723404255,,
Kieran Trippier,kieran trippier,Newcastle United,DF,17.6,,,,,,,,,,,,1.25,1.0795454545454544,,
Kiernan Dewsbury-Hall,kiernan dewsbury-hall,Everton,MF,29.2,,,,,,,,,,,,1.095890410958904,1.6438356164383563,,
Kobbie Mainoo,kobbie mainoo,Manchester Utd,MF,18.5,,,,,,,,,,,,0.6486486486486487,1.1891891891891893,,
Konstantinos Mavropanos,konstantinos mavropanos,West Ham United,DF,28.2,,,,,,,,,,,,0.5673758865248227,0.3191489361702128,,
Kristoffer Ajer,kristoffer ajer,Brentford,DF,20.1,,,,,,,,,,,,1.144278606965174,0.24875621890547261,,
Kyle Walker,kyle walker,Burnley,"DF,MF",34.4,,,,,,,,,,,,0.9302325581395349,0.6395348837209303,,
Kyle Walker-Peters,kyle walker-peters,West Ham United,DF,15.4,,,,,,,,,,,,0.7792207792207793,1.6233766233766234,,
Ladislav Krejčí,ladislav krejci,Wolves,"DF,MF",26.2,,,,,,,,,,,,1.2595419847328244,0.26717557251908397,,
Lamare Bogarde,lamare bogarde,Aston Villa,"MF,DF",11.7,,,,,,,,,,,,1.4529914529914532,1.7094017094017095,,
Leandro Trossard,leandro trossard,Arsenal,"FW,MF",22.2,,,,,,,,,,,,0.5855855855855856,1.7567567567567568,,
Leny Yoro,leny yoro,Manchester Utd,DF,19.3,,,,,,,,,,,,0.8808290155440415,0.25906735751295334,,
Leon Bailey,leon bailey,Aston Villa,MF,5.1,,,,,,,,,,,,1.1764705882352942,0.9803921568627452,,
Lesley Ugochukwu,lesley ugochukwu,Burnley,MF,26.0,,,,,,,,,,,,1.0769230769230769,1.1538461538461537,,
Levi Colwill,levi colwill,Chelsea,DF,2.5,,,,,,,,,,,,0.4,0.8,,
Lewis Cook,lewis cook,Bournemouth,"MF,DF",9.7,,,,,,,,,,,,0.8247422680412372,0.5154639175257733,,
Lewis Dunk,lewis dunk,Brighton,DF,31.5,,,,,,,,,,,,0.4444444444444444,0.38095238095238093,,
Lewis Hall,lewis hall,Newcastle United,DF,24.2,,,,,,,,,,,,0.7024793388429752,1.6528925619834711,,
Lewis Miley,lewis miley,Newcastle United,"MF,DF",16.6,,,,,,,,,,,,0.3012048192771084,0.24096385542168672,,
Liam Delap,liam delap,Chelsea,FW,12.3,,,,,,,,,,,,2.0325203252032518,1.5447154471544715,,
Lisandro Martínez,lisandro martinez,Manchester Utd,DF,13.7,,,,,,,,,,,,0.6569343065693432,0.14598540145985403,,
Lorenzo Lucca,lorenzo lucca,Nottingham Forest,FW,1.4,,,,,,,,,,,,0.7142857142857143,1.4285714285714286,,
Loum Tchaouna,loum tchaouna,Burnley,"MF,FW",14.1,,,,,,,,,,,,0.851063829787234,1.1347517730496455,,
Luca Netz,luca netz,Nottingham Forest,"DF,MF",4.0,,,,,,,,,,,,1.25,0.5,,
Lucas,lucas,Burnley,"MF,DF",15.7,,,,,,,,,,,,0.9554140127388535,0.25477707006369427,,
Lucas Bergvall,lucas bergvall,Tottenham Hotspur,MF,10.7,,,,,,,,,,,,2.2429906542056077,0.6542056074766356,,
Lucas Digne,lucas digne,Aston Villa,DF,20.6,,,,,,,,,,,,0.6796116504854368,0.5825242718446602,,
Lucas Paquetá,lucas paqueta,West Ham United,"MF,FW",16.8,,,,,,,,,,,,1.607142857142857,1.7857142857142856,,
Lucas Perri,lucas perri,Leeds United,GK,16.0,,,,,,,,,,,,0.0625,0.1875,,
Luis Guilherme,luis guilherme,West Ham United,FW,1.4,,,,,,,,,,,,0.0,0.0,,
Lukas Nmecha,lukas nmecha,Leeds United,FW,12.0,,,,,,,,,,,,1.5,1.5,,
Luke O'Nien,luke o'nien,Sunderland,DF,6.3,,,,,,,,,,,,1.1111111111111112,1.2698412698412698,,
Luke Shaw,luke shaw,Manchester Utd,DF,35.8,,,,,,,,,,,,1.340782122905028,0.558659217877095,,
Lutsharel Geertruida,lutsharel geertruida,Sunderland,"DF,MF",18.8,,,,,,,,,,,,0.7978723404255319,0.3723404255319149,,
Lyle Foster,lyle foster,Burnley,"FW,MF",15.2,,,,,,,,,,,,1.4473684210526316,0.8552631578947368,,
Mads Hermansen,mads hermansen,West Ham United,GK,18.0,,,,,,,,,,,,0.0,0.1111111111111111,,
Malick Thiaw,malick thiaw,Newcastle United,DF,32.9,,,,,,,,,,,,0.729483282674772,0.3343465045592705,,
Malo Gusto,malo gusto,Chelsea,"DF,MF",25.1,,,,,,,,,,,,0.796812749003984,0.796812749003984,,
Mamadou Sarr,mamadou sarr,Chelsea,DF,1.1,,,,,,,,,,,,0.0,0.0,,
Manuel Ugarte,manuel ugarte,Manchester Utd,MF,9.9,,,,,,,,,,,,2.4242424242424243,1.5151515151515151,,
Marc Cucurella,marc cucurella,Chelsea,DF,30.1,,,,,,,,,,,,1.495016611295681,0.9634551495016611,,
Marc Guiu,marc guiu,Chelsea,FW,2.9,,,,,,,,,,,,3.103448275862069,0.6896551724137931,,
Marc Guiu,marc guiu,Sunderland,FW,0.2,,,,,,,,,,,,0.0,0.0,,
Marc Guéhi,marc guehi,Crystal Palace,DF,20.0,,,,,,,,,,,,0.7,0.9,,
Marc Guéhi,marc guehi,Manchester City,DF,15.0,,,,,,,,,,,,0.7333333333333333,1.3333333333333333,,
Marco Bizot,marco bizot,Aston Villa,GK,6.5,,,,,,,,,,,,0.15384615384615385,0.15384615384615385,,
Marcos Senesi,marcos senesi,Bournemouth,DF,36.5,,,,,,,,,,,,0.958904109589041,1.0136986301369864,,
Marcus Edwards,marcus edwards,Burnley,"MF,FW",11.9,,,,,,,,,,,,0.5882352941176471,1.5126050420168067,,
Marcus Tavernier,marcus tavernier,Bournemouth,MF,30.4,,,,,,,,,,,,1.0197368421052633,1.1513157894736843,,
Marshall Munetsi,marshall munetsi,Wolves,"MF,FW",9.7,,,,,,,,,,,,1.9587628865979383,1.0309278350515465,,
Martin Dúbravka,martin dubravka,Burnley,GK,35.0,,,,,,,,,,,,0.0,0.22857142857142856,,
Martin Ødegaard,martin odegaard,Arsenal,MF,15.2,,,,,,,,,,,,0.5921052631578948,0.5921052631578948,,
Martín Zubimendi,martin zubimendi,Arsenal,MF,33.2,,,,,,,,,,,,0.9939759036144578,0.4518072289156626,,
Mason Mount,mason mount,Manchester Utd,MF,11.3,,,,,,,,,,,,1.5044247787610618,1.0619469026548671,,
Mateo Kovačić,mateo kovacic,Manchester City,MF,1.4,,,,,,,,,,,,0.0,1.4285714285714286,,
Mateus Fernandes,mateus fernandes,West Ham United,MF,33.5,,,,,,,,,,,,1.462686567164179,1.462686567164179,,
Mateus Mane,mateus mane,Wolves,MF,19.9,,,,,,,,,,,,1.306532663316583,2.361809045226131,,
Matheus Cunha,matheus cunha,Manchester Utd,"MF,FW",27.7,,,,,,,,,,,,1.0108303249097472,1.9494584837545126,,
Matheus Nunes,matheus nunes,Manchester City,DF,31.8,,,,,,,,,,,,0.5345911949685535,0.9433962264150944,,
Mathias Jensen,mathias jensen,Brentford,MF,25.0,,,,,,,,,,,,0.8,0.6,,
Mathys Tel,mathys tel,Tottenham Hotspur,"MF,FW",15.0,,,,,,,,,,,,1.2666666666666666,1.5333333333333334,,
Mats Wieffer,mats wieffer,Brighton,DF,21.1,,,,,,,,,,,,1.4218009478672984,1.0426540284360188,,
Matt Doherty,matt doherty,Wolves,"DF,MF",8.7,,,,,,,,,,,,1.8390804597701151,0.6896551724137931,,
Matt O'Riley,matt o'riley,Brighton,MF,2.3,,,,,,,,,,,,0.8695652173913044,0.4347826086956522,,
Matthijs de Ligt,matthijs de ligt,Manchester Utd,DF,13.0,,,,,,,,,,,,0.46153846153846156,0.38461538461538464,,
Matty Cash,matty cash,Aston Villa,DF,33.5,,,,,,,,,,,,1.2537313432835822,0.8955223880597015,,
Matz Sels,matz sels,Nottingham Forest,GK,29.6,,,,,,,,,,,,0.0,0.13513513513513511,,
Max Alleyne,max alleyne,Manchester City,DF,1.5,,,,,,,,,,,,0.0,0.0,,
Max Dowman,max dowman,Arsenal,MF,1.7,,,,,,,,,,,,1.1764705882352942,4.11764705882353,,
Max Kilman,max kilman,West Ham United,DF,17.3,,,,,,,,,,,,0.9248554913294798,0.11560693641618497,,
Max Weiß,max weiss,Burnley,GK,3.0,,,,,,,,,,,,0.0,0.0,,
Maxence Lacroix,maxence lacroix,Crystal Palace,DF,34.3,,,,,,,,,,,,0.9912536443148688,0.5539358600583091,,
Maxim De Cuyper,maxim de cuyper,Brighton,"DF,MF",15.7,,,,,,,,,,,,1.1464968152866242,1.337579617834395,,
Maxime Estève,maxime esteve,Burnley,DF,32.6,,,,,,,,,,,,0.3987730061349693,0.36809815950920244,,
Melker Ellborg,melker ellborg,Sunderland,GK,3.0,,,,,,,,,,,,0.0,0.3333333333333333,,
Merlin Röhl,merlin rohl,Everton,MF,7.6,,,,,,,,,,,,2.6315789473684212,0.9210526315789475,,
Michael Kayode,michael kayode,Brentford,DF,36.2,,,,,,,,,,,,0.718232044198895,1.3812154696132595,,
Michael Keane,michael keane,Everton,DF,28.8,,,,,,,,,,,,0.5555555555555556,0.20833333333333331,,
Micky van de Ven,micky van de ven,Tottenham Hotspur,DF,33.8,,,,,,,,,,,,0.8284023668639054,0.6508875739644971,,
Mike Trésor,mike tresor,Burnley,"FW,MF",0.5,,,,,,,,,,,,0.0,0.0,,
Mikel Merino,mikel merino,Arsenal,"MF,FW",11.5,,,,,,,,,,,,1.9130434782608696,1.7391304347826086,,
Mikkel Damsgaard,mikkel damsgaard,Brentford,MF,22.8,,,,,,,,,,,,0.7894736842105263,1.0087719298245614,,
Milos Kerkez,milos kerkez,Liverpool,DF,25.1,,,,,,,,,,,,0.8764940239043825,1.195219123505976,,
Mohamadou Kanté,mohamadou kante,West Ham United,MF,0.8,,,,,,,,,,,,5.0,1.25,,
Mohamed Salah,mohamed salah,Liverpool,MF,23.8,,,,,,,,,,,,0.42016806722689076,0.6722689075630252,,
Mohammed Kudus,mohammed kudus,Tottenham Hotspur,"MF,FW",17.1,,,,,,,,,,,,1.3450292397660817,0.8771929824561403,,
Moisés Caicedo,moises caicedo,Chelsea,MF,31.1,,,,,,,,,,,,1.7363344051446945,1.7684887459807073,,
Morato,morato,Nottingham Forest,DF,14.9,,,,,,,,,,,,1.0738255033557047,0.4697986577181208,,
Morgan Gibbs-White,morgan gibbs-white,Nottingham Forest,MF,34.4,,,,,,,,,,,,0.7558139534883721,1.1918604651162792,,
Morgan Rogers,morgan rogers,Aston Villa,MF,36.4,,,,,,,,,,,,1.2637362637362637,1.3461538461538463,,
Murillo,murillo,Nottingham Forest,DF,23.7,,,,,,,,,,,,0.9704641350210971,0.29535864978902954,,
